document_number,company_code,document_date,posting_date,document_type,reference,currency,exchange_rate
DOC00028028,1000,2024-11-21,2024-11-21,SA,BD00028028,USD,1.0
DOC00028029,1000,2024-11-21,2024-11-21,SA,BD00028029,USD,1.0
DOC00028030,1000,2024-11-21,2024-11-21,SA,BD00028030,USD,1.0
DOC00028031,1000,2024-11-20,2024-11-20,SA,BD00028031,USD,1.0
DOC00028032,1000,2024-11-21,2024-11-21,SA,BD00028032,USD,1.0
DOC00028033,1000,2024-11-25,2024-11-25,SA,BD00028033,USD,1.0
DOC00028034,1000,2024-11-25,2024-11-25,SA,BD00028034,USD,1.0
DOC00028035,1000,2024-11-22,2024-11-22,SA,BD00028035,USD,1.0
DOC00028036,1000,2024-11-18,2024-11-18,SA,BD00028036,USD,1.0
DOC00028037,1000,2024-11-22,2024-11-22,SA,BD00028037,USD,1.0
DOC00028038,1000,2024-11-28,2024-11-28,SA,BD00028038,USD,1.0
DOC00028039,1000,2024-11-25,2024-11-25,SA,BD00028039,USD,1.0
DOC00028040,1000,2024-11-25,2024-11-25,SA,BD00028040,USD,1.0
DOC00028041,1000,2024-11-20,2024-11-20,SA,BD00028041,USD,1.0
DOC00028042,1000,2024-11-25,2024-11-25,SA,BD00028042,USD,1.0
DOC00028043,1000,2024-11-18,2024-11-18,SA,BD00028043,USD,1.0
DOC00028044,1000,2024-11-27,2024-11-27,SA,BD00028044,USD,1.0
DOC00028045,1000,2024-11-25,2024-11-25,SA,BD00028045,USD,1.0
DOC00028046,1000,2024-11-19,2024-11-19,SA,BD00028046,USD,1.0
DOC00028047,1000,2024-11-28,2024-11-28,SA,BD00028047,USD,1.0
DOC00028048,1000,2024-11-25,2024-11-25,SA,BD00028048,USD,1.0
DOC00028049,1000,2024-11-22,2024-11-22,SA,BD00028049,USD,1.0
DOC00028050,1000,2024-11-19,2024-11-19,SA,BD00028050,USD,1.0
DOC00028051,1000,2024-11-21,2024-11-21,SA,BD00028051,USD,1.0
DOC00028052,1000,2024-11-27,2024-11-27,SA,BD00028052,USD,1.0
DOC00028053,1000,2024-11-21,2024-11-21,SA,BD00028053,USD,1.0
DOC00028054,1000,2024-11-19,2024-11-19,SA,BD00028054,USD,1.0
DOC00028055,1000,2024-11-28,2024-11-28,SA,BD00028055,USD,1.0
DOC00028056,1000,2024-11-25,2024-11-25,SA,BD00028056,USD,1.0
DOC00028057,1000,2024-11-26,2024-11-26,SA,BD00028057,USD,1.0
DOC00028058,1000,2024-11-27,2024-11-27,SA,BD00028058,USD,1.0
DOC00028059,1000,2024-11-25,2024-11-25,SA,BD00028059,USD,1.0
DOC00028060,1000,2024-11-22,2024-11-22,SA,BD00028060,USD,1.0
DOC00028061,1000,2024-11-19,2024-11-19,SA,BD00028061,USD,1.0
DOC00028062,1000,2024-11-20,2024-11-20,SA,BD00028062,USD,1.0
DOC00028063,1000,2024-11-19,2024-11-19,SA,BD00028063,USD,1.0
DOC00028064,1000,2024-11-25,2024-11-25,SA,BD00028064,USD,1.0
DOC00028065,1000,2024-11-19,2024-11-19,SA,BD00028065,USD,1.0
DOC00028066,1000,2024-11-25,2024-11-25,SA,BD00028066,USD,1.0
DOC00028067,1000,2024-11-22,2024-11-22,SA,BD00028067,USD,1.0
DOC00028068,1000,2024-11-26,2024-11-26,SA,BD00028068,USD,1.0
DOC00028069,1000,2024-11-25,2024-11-25,SA,BD00028069,USD,1.0
DOC00028070,1000,2024-11-26,2024-11-26,SA,BD00028070,USD,1.0
DOC00028071,1000,2024-11-20,2024-11-20,SA,BD00028071,USD,1.0
DOC00028072,1000,2024-11-18,2024-11-18,SA,BD00028072,USD,1.0
DOC00028073,1000,2024-11-22,2024-11-22,SA,BD00028073,USD,1.0
DOC00028074,1000,2024-11-25,2024-11-25,SA,BD00028074,USD,1.0
DOC00028075,1000,2024-11-21,2024-11-21,SA,BD00028075,USD,1.0
DOC00028076,1000,2024-11-27,2024-11-27,SA,BD00028076,USD,1.0
DOC00028077,1000,2024-11-25,2024-11-25,SA,BD00028077,USD,1.0
DOC00028078,1000,2024-11-26,2024-11-26,SA,BD00028078,USD,1.0
DOC00028079,1000,2024-11-21,2024-11-21,SA,BD00028079,USD,1.0
DOC00028080,1000,2024-11-25,2024-11-25,SA,BD00028080,USD,1.0
DOC00028081,1000,2024-11-21,2024-11-21,SA,BD00028081,USD,1.0
DOC00028082,1000,2024-11-29,2024-11-29,SA,BD00028082,USD,1.0
DOC00028083,1000,2024-11-28,2024-11-28,SA,BD00028083,USD,1.0
DOC00028084,1000,2024-11-25,2024-11-25,SA,BD00028084,USD,1.0
DOC00028085,1000,2024-11-27,2024-11-27,SA,BD00028085,USD,1.0
DOC00028086,1000,2024-11-19,2024-11-19,SA,BD00028086,USD,1.0
DOC00028087,1000,2024-11-27,2024-11-27,SA,BD00028087,USD,1.0
DOC00028088,1000,2024-11-29,2024-11-29,SA,BD00028088,USD,1.0
DOC00028089,1000,2024-11-21,2024-11-21,SA,BD00028089,USD,1.0
DOC00028090,1000,2024-11-25,2024-11-25,SA,BD00028090,USD,1.0
DOC00028091,1000,2024-11-25,2024-11-25,SA,BD00028091,USD,1.0
DOC00028092,1000,2024-11-22,2024-11-22,SA,BD00028092,USD,1.0
DOC00028093,1000,2024-11-29,2024-11-29,SA,BD00028093,USD,1.0
DOC00028094,1000,2024-11-29,2024-11-29,SA,BD00028094,USD,1.0
DOC00028095,1000,2024-11-29,2024-11-29,SA,BD00028095,USD,1.0
DOC00028096,1000,2024-11-19,2024-11-19,SA,BD00028096,USD,1.0
DOC00028097,1000,2024-11-22,2024-11-22,SA,BD00028097,USD,1.0
DOC00028098,1000,2024-11-20,2024-11-20,SA,BD00028098,USD,1.0
DOC00028099,1000,2024-11-22,2024-11-22,SA,BD00028099,USD,1.0
DOC00028100,1000,2024-11-29,2024-11-29,SA,BD00028100,USD,1.0
DOC00028101,1000,2024-11-25,2024-11-25,SA,BD00028101,USD,1.0
DOC00028102,1000,2024-11-25,2024-11-25,SA,BD00028102,USD,1.0
DOC00028103,1000,2024-11-28,2024-11-28,SA,BD00028103,USD,1.0
DOC00028104,1000,2024-11-28,2024-11-28,SA,BD00028104,USD,1.0
DOC00028105,1000,2024-11-27,2024-11-27,SA,BD00028105,USD,1.0
DOC00028106,1000,2024-11-28,2024-11-28,SA,BD00028106,USD,1.0
DOC00028107,1000,2024-11-22,2024-11-22,SA,BD00028107,USD,1.0
DOC00028108,1000,2024-11-29,2024-11-29,SA,BD00028108,USD,1.0
DOC00028109,1000,2024-11-20,2024-11-20,SA,BD00028109,USD,1.0
DOC00028110,1000,2024-11-22,2024-11-22,SA,BD00028110,USD,1.0
DOC00028111,1000,2024-11-26,2024-11-26,SA,BD00028111,USD,1.0
DOC00028112,1000,2024-11-29,2024-11-29,SA,BD00028112,USD,1.0
DOC00028113,1000,2024-11-25,2024-11-25,SA,BD00028113,USD,1.0
DOC00028114,1000,2024-11-22,2024-11-22,SA,BD00028114,USD,1.0
DOC00028115,1000,2024-11-29,2024-11-29,SA,BD00028115,USD,1.0
DOC00028116,1000,2024-11-25,2024-11-25,SA,BD00028116,USD,1.0
DOC00028117,1000,2024-11-25,2024-11-25,SA,BD00028117,USD,1.0
DOC00028118,1000,2024-11-19,2024-11-19,SA,BD00028118,USD,1.0
DOC00028119,1000,2024-11-21,2024-11-21,SA,BD00028119,USD,1.0
DOC00028120,1000,2024-11-21,2024-11-21,SA,BD00028120,USD,1.0
DOC00028121,1000,2024-11-28,2024-11-28,SA,BD00028121,USD,1.0
DOC00028122,1000,2024-11-25,2024-11-25,SA,BD00028122,USD,1.0
DOC00028123,1000,2024-11-29,2024-11-29,SA,BD00028123,USD,1.0
DOC00028124,1000,2024-11-21,2024-11-21,SA,BD00028124,USD,1.0
DOC00028125,1000,2024-11-25,2024-11-25,SA,BD00028125,USD,1.0
DOC00028126,1000,2024-11-20,2024-11-20,SA,BD00028126,USD,1.0
DOC00028127,1000,2024-11-29,2024-11-29,SA,BD00028127,USD,1.0
DOC00028128,1000,2024-11-25,2024-11-25,SA,BD00028128,USD,1.0
DOC00028129,1000,2024-11-19,2024-11-19,SA,BD00028129,USD,1.0
DOC00028130,1000,2024-11-25,2024-11-25,SA,BD00028130,USD,1.0
DOC00028131,1000,2024-11-25,2024-11-25,SA,BD00028131,USD,1.0
DOC00028132,1000,2024-11-19,2024-11-19,SA,BD00028132,USD,1.0
DOC00028133,1000,2024-11-26,2024-11-26,SA,BD00028133,USD,1.0
DOC00028134,1000,2024-11-25,2024-11-25,SA,BD00028134,USD,1.0
DOC00028135,1000,2024-11-27,2024-11-27,SA,BD00028135,USD,1.0
DOC00028136,1000,2024-11-27,2024-11-27,SA,BD00028136,USD,1.0
DOC00028137,1000,2024-11-22,2024-11-22,SA,BD00028137,USD,1.0
DOC00028138,1000,2024-11-28,2024-11-28,SA,BD00028138,USD,1.0
DOC00028139,1000,2024-11-21,2024-11-21,SA,BD00028139,USD,1.0
DOC00028140,1000,2024-11-28,2024-11-28,SA,BD00028140,USD,1.0
DOC00028141,1000,2024-11-25,2024-11-25,SA,BD00028141,USD,1.0
DOC00028142,1000,2024-11-28,2024-11-28,SA,BD00028142,USD,1.0
DOC00028143,1000,2024-11-20,2024-11-20,SA,BD00028143,USD,1.0
DOC00028144,1000,2024-11-25,2024-11-25,SA,BD00028144,USD,1.0
DOC00028145,1000,2024-11-19,2024-11-19,SA,BD00028145,USD,1.0
DOC00028146,1000,2024-11-20,2024-11-20,SA,BD00028146,USD,1.0
DOC00028147,1000,2024-11-25,2024-11-25,SA,BD00028147,USD,1.0
DOC00028148,1000,2024-11-25,2024-11-25,SA,BD00028148,USD,1.0
DOC00028149,1000,2024-11-29,2024-11-29,SA,BD00028149,USD,1.0
DOC00028150,1000,2024-11-22,2024-11-22,SA,BD00028150,USD,1.0
DOC00028151,1000,2024-11-21,2024-11-21,SA,BD00028151,USD,1.0
DOC00028152,1000,2024-11-25,2024-11-25,SA,BD00028152,USD,1.0
DOC00028153,1000,2024-11-25,2024-11-25,SA,BD00028153,USD,1.0
DOC00028154,1000,2024-11-20,2024-11-20,SA,BD00028154,USD,1.0
DOC00028155,1000,2024-11-26,2024-11-26,SA,BD00028155,USD,1.0
DOC00028156,1000,2024-11-19,2024-11-19,SA,BD00028156,USD,1.0
DOC00028157,1000,2024-11-29,2024-11-29,SA,BD00028157,USD,1.0
DOC00028158,1000,2024-11-22,2024-11-22,SA,BD00028158,USD,1.0
DOC00028159,1000,2024-11-19,2024-11-19,SA,BD00028159,USD,1.0
DOC00028160,1000,2024-11-29,2024-11-29,SA,BD00028160,USD,1.0
DOC00028161,1000,2024-11-25,2024-11-25,SA,BD00028161,USD,1.0
DOC00028162,1000,2024-11-20,2024-11-20,SA,BD00028162,USD,1.0
DOC00028163,1000,2024-11-25,2024-11-25,SA,BD00028163,USD,1.0
DOC00028164,1000,2024-11-26,2024-11-26,SA,BD00028164,USD,1.0
DOC00028165,1000,2024-11-22,2024-11-22,SA,BD00028165,USD,1.0
DOC00028166,1000,2024-11-26,2024-11-26,SA,BD00028166,USD,1.0
DOC00028167,1000,2024-11-25,2024-11-25,SA,BD00028167,USD,1.0
DOC00028168,1000,2024-11-20,2024-11-20,SA,BD00028168,USD,1.0
DOC00028169,1000,2024-11-25,2024-11-25,SA,BD00028169,USD,1.0
DOC00028170,1000,2024-11-22,2024-11-22,SA,BD00028170,USD,1.0
DOC00028171,1000,2024-11-29,2024-11-29,SA,BD00028171,USD,1.0
DOC00028172,1000,2024-11-25,2024-11-25,SA,BD00028172,USD,1.0
DOC00028173,1000,2024-11-29,2024-11-29,SA,BD00028173,USD,1.0
DOC00028174,1000,2024-11-25,2024-11-25,SA,BD00028174,USD,1.0
DOC00028175,1000,2024-11-29,2024-11-29,SA,BD00028175,USD,1.0
DOC00028176,1000,2024-11-25,2024-11-25,SA,BD00028176,USD,1.0
DOC00028177,1000,2024-11-26,2024-11-26,SA,BD00028177,USD,1.0
DOC00028178,1000,2024-11-22,2024-11-22,SA,BD00028178,USD,1.0
DOC00028179,1000,2024-11-20,2024-11-20,SA,BD00028179,USD,1.0
DOC00028180,1000,2024-11-27,2024-11-27,SA,BD00028180,USD,1.0
DOC00028181,1000,2024-11-29,2024-11-29,SA,BD00028181,USD,1.0
DOC00028182,1000,2024-11-28,2024-11-28,SA,BD00028182,USD,1.0
DOC00028183,1000,2024-12-02,2024-12-02,SA,BD00028183,USD,1.0
DOC00028184,1000,2024-11-28,2024-11-28,SA,BD00028184,USD,1.0
DOC00028185,1000,2024-11-29,2024-11-29,SA,BD00028185,USD,1.0
DOC00028186,1000,2024-11-26,2024-11-26,SA,BD00028186,USD,1.0
DOC00028187,1000,2024-11-28,2024-11-28,SA,BD00028187,USD,1.0
DOC00028188,1000,2024-11-26,2024-11-26,SA,BD00028188,USD,1.0
DOC00028189,1000,2024-12-02,2024-12-02,SA,BD00028189,USD,1.0
DOC00028190,1000,2024-11-22,2024-11-22,SA,BD00028190,USD,1.0
DOC00028191,1000,2024-11-21,2024-11-21,SA,BD00028191,USD,1.0
DOC00028192,1000,2024-11-21,2024-11-21,SA,BD00028192,USD,1.0
DOC00028193,1000,2024-11-20,2024-11-20,SA,BD00028193,USD,1.0
DOC00028194,1000,2024-11-26,2024-11-26,SA,BD00028194,USD,1.0
DOC00028195,1000,2024-11-25,2024-11-25,SA,BD00028195,USD,1.0
DOC00028196,1000,2024-11-29,2024-11-29,SA,BD00028196,USD,1.0
DOC00028197,1000,2024-11-25,2024-11-25,SA,BD00028197,USD,1.0
DOC00028198,1000,2024-11-25,2024-11-25,SA,BD00028198,USD,1.0
DOC00028199,1000,2024-11-20,2024-11-20,SA,BD00028199,USD,1.0
DOC00028200,1000,2024-11-25,2024-11-25,SA,BD00028200,USD,1.0
DOC00028201,1000,2024-11-21,2024-11-21,SA,BD00028201,USD,1.0
DOC00028202,1000,2024-11-25,2024-11-25,SA,BD00028202,USD,1.0
DOC00028203,1000,2024-11-29,2024-11-29,SA,BD00028203,USD,1.0
DOC00028204,1000,2024-12-02,2024-12-02,SA,BD00028204,USD,1.0
DOC00028205,1000,2024-11-27,2024-11-27,SA,BD00028205,USD,1.0
DOC00028206,1000,2024-11-25,2024-11-25,SA,BD00028206,USD,1.0
DOC00028207,1000,2024-11-26,2024-11-26,SA,BD00028207,USD,1.0
DOC00028208,1000,2024-11-25,2024-11-25,SA,BD00028208,USD,1.0
DOC00028209,1000,2024-11-25,2024-11-25,SA,BD00028209,USD,1.0
DOC00028210,1000,2024-11-25,2024-11-25,SA,BD00028210,USD,1.0
DOC00028211,1000,2024-11-26,2024-11-26,SA,BD00028211,USD,1.0
DOC00028212,1000,2024-11-20,2024-11-20,SA,BD00028212,USD,1.0
DOC00028213,1000,2024-11-25,2024-11-25,SA,BD00028213,USD,1.0
DOC00028214,1000,2024-12-02,2024-12-02,SA,BD00028214,USD,1.0
DOC00028215,1000,2024-11-29,2024-11-29,SA,BD00028215,USD,1.0
DOC00028216,1000,2024-11-29,2024-11-29,SA,BD00028216,USD,1.0
DOC00028217,1000,2024-11-25,2024-11-25,SA,BD00028217,USD,1.0
DOC00028218,1000,2024-11-25,2024-11-25,SA,BD00028218,USD,1.0
DOC00028219,1000,2024-11-27,2024-11-27,SA,BD00028219,USD,1.0
DOC00028220,1000,2024-11-25,2024-11-25,SA,BD00028220,USD,1.0
DOC00028221,1000,2024-12-02,2024-12-02,SA,BD00028221,USD,1.0
DOC00028222,1000,2024-11-28,2024-11-28,SA,BD00028222,USD,1.0
DOC00028223,1000,2024-11-25,2024-11-25,SA,BD00028223,USD,1.0
DOC00028224,1000,2024-11-25,2024-11-25,SA,BD00028224,USD,1.0
DOC00028225,1000,2024-11-28,2024-11-28,SA,BD00028225,USD,1.0
DOC00028226,1000,2024-11-21,2024-11-21,SA,BD00028226,USD,1.0
DOC00028227,1000,2024-11-21,2024-11-21,SA,BD00028227,USD,1.0
DOC00028228,1000,2024-12-02,2024-12-02,SA,BD00028228,USD,1.0
DOC00028229,1000,2024-12-02,2024-12-02,SA,BD00028229,USD,1.0
DOC00028230,1000,2024-11-27,2024-11-27,SA,BD00028230,USD,1.0
DOC00028231,1000,2024-11-27,2024-11-27,SA,BD00028231,USD,1.0
DOC00028232,1000,2024-11-29,2024-11-29,SA,BD00028232,USD,1.0
DOC00028233,1000,2024-11-25,2024-11-25,SA,BD00028233,USD,1.0
DOC00028234,1000,2024-11-26,2024-11-26,SA,BD00028234,USD,1.0
DOC00028235,1000,2024-11-27,2024-11-27,SA,BD00028235,USD,1.0
DOC00028236,1000,2024-11-25,2024-11-25,SA,BD00028236,USD,1.0
DOC00028237,1000,2024-12-02,2024-12-02,SA,BD00028237,USD,1.0
DOC00028238,1000,2024-11-25,2024-11-25,SA,BD00028238,USD,1.0
DOC00028239,1000,2024-12-02,2024-12-02,SA,BD00028239,USD,1.0
DOC00028240,1000,2024-12-02,2024-12-02,SA,BD00028240,USD,1.0
DOC00028241,1000,2024-11-25,2024-11-25,SA,BD00028241,USD,1.0
DOC00028242,1000,2024-12-03,2024-12-03,SA,BD00028242,USD,1.0
DOC00028243,1000,2024-12-02,2024-12-02,SA,BD00028243,USD,1.0
DOC00028244,1000,2024-12-02,2024-12-02,SA,BD00028244,USD,1.0
DOC00028245,1000,2024-12-03,2024-12-03,SA,BD00028245,USD,1.0
DOC00028246,1000,2024-11-29,2024-11-29,SA,BD00028246,USD,1.0
DOC00028247,1000,2024-11-27,2024-11-27,SA,BD00028247,USD,1.0
DOC00028248,1000,2024-11-27,2024-11-27,SA,BD00028248,USD,1.0
DOC00028249,1000,2024-11-25,2024-11-25,SA,BD00028249,USD,1.0
DOC00028250,1000,2024-12-02,2024-12-02,SA,BD00028250,USD,1.0
DOC00028251,1000,2024-12-02,2024-12-02,SA,BD00028251,USD,1.0
DOC00028252,1000,2024-12-02,2024-12-02,SA,BD00028252,USD,1.0
DOC00028253,1000,2024-11-26,2024-11-26,SA,BD00028253,USD,1.0
DOC00028254,1000,2024-11-26,2024-11-26,SA,BD00028254,USD,1.0
DOC00028255,1000,2024-12-02,2024-12-02,SA,BD00028255,USD,1.0
DOC00028256,1000,2024-11-28,2024-11-28,SA,BD00028256,USD,1.0
DOC00028257,1000,2024-12-03,2024-12-03,SA,BD00028257,USD,1.0
DOC00028258,1000,2024-12-02,2024-12-02,SA,BD00028258,USD,1.0
DOC00028259,1000,2024-12-02,2024-12-02,SA,BD00028259,USD,1.0
DOC00028260,1000,2024-11-27,2024-11-27,SA,BD00028260,USD,1.0
DOC00028261,1000,2024-11-28,2024-11-28,SA,BD00028261,USD,1.0
DOC00028262,1000,2024-11-29,2024-11-29,SA,BD00028262,USD,1.0
DOC00028263,1000,2024-12-02,2024-12-02,SA,BD00028263,USD,1.0
DOC00028264,1000,2024-12-02,2024-12-02,SA,BD00028264,USD,1.0
DOC00028265,1000,2024-11-25,2024-11-25,SA,BD00028265,USD,1.0
DOC00028266,1000,2024-12-02,2024-12-02,SA,BD00028266,USD,1.0
DOC00028267,1000,2024-11-29,2024-11-29,SA,BD00028267,USD,1.0
DOC00028268,1000,2024-12-02,2024-12-02,SA,BD00028268,USD,1.0
DOC00028269,1000,2024-11-26,2024-11-26,SA,BD00028269,USD,1.0
DOC00028270,1000,2024-12-02,2024-12-02,SA,BD00028270,USD,1.0
DOC00028271,1000,2024-12-02,2024-12-02,SA,BD00028271,USD,1.0
DOC00028272,1000,2024-11-27,2024-11-27,SA,BD00028272,USD,1.0
DOC00028273,1000,2024-11-25,2024-11-25,SA,BD00028273,USD,1.0
DOC00028274,1000,2024-11-25,2024-11-25,SA,BD00028274,USD,1.0
DOC00028275,1000,2024-12-02,2024-12-02,SA,BD00028275,USD,1.0
DOC00028276,1000,2024-11-29,2024-11-29,SA,BD00028276,USD,1.0
DOC00028277,1000,2024-11-29,2024-11-29,SA,BD00028277,USD,1.0
DOC00028278,1000,2024-12-03,2024-12-03,SA,BD00028278,USD,1.0
DOC00028279,1000,2024-12-02,2024-12-02,SA,BD00028279,USD,1.0
DOC00028280,1000,2024-11-29,2024-11-29,SA,BD00028280,USD,1.0
DOC00028281,1000,2024-11-27,2024-11-27,SA,BD00028281,USD,1.0
DOC00028282,1000,2024-11-25,2024-11-25,SA,BD00028282,USD,1.0
DOC00028283,1000,2024-11-29,2024-11-29,SA,BD00028283,USD,1.0
DOC00028284,1000,2024-11-28,2024-11-28,SA,BD00028284,USD,1.0
DOC00028285,1000,2024-11-29,2024-11-29,SA,BD00028285,USD,1.0
DOC00028286,1000,2024-12-02,2024-12-02,SA,BD00028286,USD,1.0
DOC00028287,1000,2024-11-25,2024-11-25,SA,BD00028287,USD,1.0
DOC00028288,1000,2024-12-02,2024-12-02,SA,BD00028288,USD,1.0
DOC00028289,1000,2024-11-28,2024-11-28,SA,BD00028289,USD,1.0
DOC00028290,1000,2024-12-02,2024-12-02,SA,BD00028290,USD,1.0
DOC00028291,1000,2024-11-26,2024-11-26,SA,BD00028291,USD,1.0
DOC00028292,1000,2024-11-25,2024-11-25,SA,BD00028292,USD,1.0
DOC00028293,1000,2024-12-02,2024-12-02,SA,BD00028293,USD,1.0
DOC00028294,1000,2024-11-26,2024-11-26,SA,BD00028294,USD,1.0
DOC00028295,1000,2024-12-02,2024-12-02,SA,BD00028295,USD,1.0
DOC00028296,1000,2024-11-28,2024-11-28,SA,BD00028296,USD,1.0
DOC00028297,1000,2024-11-26,2024-11-26,SA,BD00028297,USD,1.0
DOC00028298,1000,2024-11-25,2024-11-25,SA,BD00028298,USD,1.0
DOC00028299,1000,2024-12-02,2024-12-02,SA,BD00028299,USD,1.0
DOC00028300,1000,2024-11-25,2024-11-25,SA,BD00028300,USD,1.0
DOC00028301,1000,2024-11-27,2024-11-27,SA,BD00028301,USD,1.0
DOC00028302,1000,2024-12-02,2024-12-02,SA,BD00028302,USD,1.0
DOC00028303,1000,2024-11-26,2024-11-26,SA,BD00028303,USD,1.0
DOC00028304,1000,2024-12-03,2024-12-03,SA,BD00028304,USD,1.0
DOC00028305,1000,2024-11-25,2024-11-25,SA,BD00028305,USD,1.0
DOC00028306,1000,2024-12-02,2024-12-02,SA,BD00028306,USD,1.0
DOC00028307,1000,2024-12-02,2024-12-02,SA,BD00028307,USD,1.0
DOC00028308,1000,2024-12-02,2024-12-02,SA,BD00028308,USD,1.0
DOC00028309,1000,2024-11-25,2024-11-25,SA,BD00028309,USD,1.0
DOC00028310,1000,2024-11-25,2024-11-25,SA,BD00028310,USD,1.0
DOC00028311,1000,2024-11-25,2024-11-25,SA,BD00028311,USD,1.0
DOC00028312,1000,2024-11-28,2024-11-28,SA,BD00028312,USD,1.0
DOC00028313,1000,2024-11-26,2024-11-26,SA,BD00028313,USD,1.0
DOC00028314,1000,2024-12-03,2024-12-03,SA,BD00028314,USD,1.0
DOC00028315,1000,2024-11-29,2024-11-29,SA,BD00028315,USD,1.0
DOC00028316,1000,2024-11-29,2024-11-29,SA,BD00028316,USD,1.0
DOC00028317,1000,2024-11-29,2024-11-29,SA,BD00028317,USD,1.0
DOC00028318,1000,2024-12-03,2024-12-03,SA,BD00028318,USD,1.0
DOC00028319,1000,2024-11-27,2024-11-27,SA,BD00028319,USD,1.0
DOC00028320,1000,2024-11-25,2024-11-25,SA,BD00028320,USD,1.0
DOC00028321,1000,2024-12-02,2024-12-02,SA,BD00028321,USD,1.0
DOC00028322,1000,2024-12-02,2024-12-02,SA,BD00028322,USD,1.0
DOC00028323,1000,2024-11-29,2024-11-29,SA,BD00028323,USD,1.0
DOC00028324,1000,2024-12-02,2024-12-02,SA,BD00028324,USD,1.0
DOC00028325,1000,2024-11-29,2024-11-29,SA,BD00028325,USD,1.0
DOC00028326,1000,2024-12-02,2024-12-02,SA,BD00028326,USD,1.0
DOC00028327,1000,2024-11-29,2024-11-29,SA,BD00028327,USD,1.0
DOC00028328,1000,2024-11-25,2024-11-25,SA,BD00028328,USD,1.0
DOC00028329,1000,2024-11-25,2024-11-25,SA,BD00028329,USD,1.0
DOC00028330,1000,2024-12-02,2024-12-02,SA,BD00028330,USD,1.0
DOC00028331,1000,2024-11-25,2024-11-25,SA,BD00028331,USD,1.0
DOC00028332,1000,2024-12-02,2024-12-02,SA,BD00028332,USD,1.0
DOC00028333,1000,2024-12-02,2024-12-02,SA,BD00028333,USD,1.0
DOC00028334,1000,2024-11-29,2024-11-29,SA,BD00028334,USD,1.0
DOC00028335,1000,2024-11-28,2024-11-28,SA,BD00028335,USD,1.0
DOC00028336,1000,2024-11-25,2024-11-25,SA,BD00028336,USD,1.0
DOC00028337,1000,2024-11-26,2024-11-26,SA,BD00028337,USD,1.0
DOC00028338,1000,2024-11-26,2024-11-26,SA,BD00028338,USD,1.0
DOC00028339,1000,2024-12-04,2024-12-04,SA,BD00028339,USD,1.0
DOC00028340,1000,2024-12-03,2024-12-03,SA,BD00028340,USD,1.0
DOC00028341,1000,2024-11-25,2024-11-25,SA,BD00028341,USD,1.0
DOC00028342,1000,2024-11-28,2024-11-28,SA,BD00028342,USD,1.0
DOC00028343,1000,2024-12-03,2024-12-03,SA,BD00028343,USD,1.0
DOC00028344,1000,2024-11-29,2024-11-29,SA,BD00028344,USD,1.0
DOC00028345,1000,2024-12-02,2024-12-02,SA,BD00028345,USD,1.0
DOC00028346,1000,2024-12-04,2024-12-04,SA,BD00028346,USD,1.0
DOC00028347,1000,2024-12-02,2024-12-02,SA,BD00028347,USD,1.0
DOC00028348,1000,2024-12-04,2024-12-04,SA,BD00028348,USD,1.0
DOC00028349,1000,2024-11-29,2024-11-29,SA,BD00028349,USD,1.0
DOC00028350,1000,2024-11-27,2024-11-27,SA,BD00028350,USD,1.0
DOC00028351,1000,2024-12-02,2024-12-02,SA,BD00028351,USD,1.0
DOC00028352,1000,2024-11-26,2024-11-26,SA,BD00028352,USD,1.0
DOC00028353,1000,2024-11-25,2024-11-25,SA,BD00028353,USD,1.0
DOC00028354,1000,2024-11-26,2024-11-26,SA,BD00028354,USD,1.0
DOC00028355,1000,2024-12-02,2024-12-02,SA,BD00028355,USD,1.0
DOC00028356,1000,2024-12-02,2024-12-02,SA,BD00028356,USD,1.0
DOC00028357,1000,2024-12-03,2024-12-03,SA,BD00028357,USD,1.0
DOC00028358,1000,2024-12-02,2024-12-02,SA,BD00028358,USD,1.0
DOC00028359,1000,2024-11-25,2024-11-25,SA,BD00028359,USD,1.0
DOC00028360,1000,2024-11-26,2024-11-26,SA,BD00028360,USD,1.0
DOC00028361,1000,2024-11-28,2024-11-28,SA,BD00028361,USD,1.0
DOC00028362,1000,2024-11-25,2024-11-25,SA,BD00028362,USD,1.0
DOC00028363,1000,2024-12-02,2024-12-02,SA,BD00028363,USD,1.0
DOC00028364,1000,2024-12-02,2024-12-02,SA,BD00028364,USD,1.0
DOC00028365,1000,2024-11-28,2024-11-28,SA,BD00028365,USD,1.0
DOC00028366,1000,2024-11-29,2024-11-29,SA,BD00028366,USD,1.0
DOC00028367,1000,2024-11-25,2024-11-25,SA,BD00028367,USD,1.0
DOC00028368,1000,2024-11-29,2024-11-29,SA,BD00028368,USD,1.0
DOC00028369,1000,2024-11-28,2024-11-28,SA,BD00028369,USD,1.0
DOC00028370,1000,2024-11-25,2024-11-25,SA,BD00028370,USD,1.0
DOC00028371,1000,2024-11-28,2024-11-28,SA,BD00028371,USD,1.0
DOC00028372,1000,2024-11-28,2024-11-28,SA,BD00028372,USD,1.0
DOC00028373,1000,2024-11-28,2024-11-28,SA,BD00028373,USD,1.0
DOC00028374,1000,2024-11-29,2024-11-29,SA,BD00028374,USD,1.0
DOC00028375,1000,2024-12-02,2024-12-02,SA,BD00028375,USD,1.0
DOC00028376,1000,2024-12-02,2024-12-02,SA,BD00028376,USD,1.0
