billing_document,item_number,sales_order_id,customer_id,material_id,billing_date,billing_quantity,net_value,tax_amount,gross_value,currency,cost_of_goods
BD00023308,000010,SO00027495,C001038,MAT010119,2024-07-24,61,82223.66,6577.89,88801.55,USD,34284.27
BD00023309,000010,SO00027496,C001012,MAT010035,2024-07-25,11,17398.28,1391.86,18790.14,USD,8512.78
BD00023310,000010,SO00027497,C001035,MAT010186,2024-07-26,89,92823.95,7425.92,100249.87,USD,47187.91
BD00023311,000010,SO00027498,C001039,MAT010036,2024-07-22,7,3895.7,311.66,4207.36,USD,2619.04
BD00023312,000010,SO00027499,C001033,MAT010070,2024-07-24,7,2792.86,223.43,3016.29,USD,1847.4
BD00023313,000010,SO00027500,C001017,MAT010107,2024-07-29,32,17447.56,1395.8,18843.36,USD,9330.8
BD00023314,000010,SO00027501,C001001,MAT010163,2024-07-29,64,102420.56,8193.64,110614.2,USD,53829.74
BD00023315,000010,SO00027502,C001036,MAT010119,2024-07-31,3,2350.91,188.07,2538.98,USD,1396.73
BD00023316,000010,SO00027503,C001047,MAT010010,2024-07-22,3,6148.47,491.88,6640.35,USD,4196.0
BD00023317,000010,SO00027505,C001000,MAT010010,2024-07-24,98,130290.95,10423.28,140714.23,USD,61335.93
BD00023318,000010,SO00027506,C001040,MAT010158,2024-07-22,73,89961.55,7196.92,97158.47,USD,42332.96
BD00023319,000010,SO00027507,C001002,MAT010134,2024-07-30,42,14049.2,1123.94,15173.14,USD,5788.39
BD00023320,000010,SO00027508,C001006,MAT010174,2024-07-30,67,82309.37,6584.75,88894.12,USD,55607.72
BD00023321,000010,SO00027509,C001037,MAT010154,2024-07-23,86,134582.7,10766.62,145349.32,USD,74697.61
BD00023322,000010,SO00027510,C001032,MAT010132,2024-07-29,62,79543.25,6363.46,85906.71,USD,49632.58
BD00023323,000010,SO00027511,C001046,MAT010096,2024-07-29,27,36699.86,2935.99,39635.85,USD,16062.4
BD00023324,000010,SO00027512,C001004,MAT010190,2024-07-29,41,87922.77,7033.82,94956.59,USD,40876.31
BD00023325,000010,SO00027513,C001019,MAT010183,2024-07-24,5,2712.01,216.96,2928.97,USD,1295.06
BD00023326,000010,SO00027514,C001049,MAT010103,2024-07-29,55,4407.53,352.6,4760.13,USD,2632.16
BD00023327,000010,SO00027515,C001046,MAT010188,2024-07-26,74,80216.73,6417.34,86634.07,USD,43982.01
BD00023328,000010,SO00027516,C001006,MAT010161,2024-07-22,20,26146.31,2091.7,28238.01,USD,18242.93
BD00023329,000010,SO00027517,C001044,MAT010044,2024-07-24,30,14520.18,1161.61,15681.79,USD,7578.79
BD00023330,000010,SO00027519,C001025,MAT010095,2024-07-25,90,46737.57,3739.01,50476.58,USD,27845.33
BD00023331,000010,SO00027522,C001039,MAT010090,2024-08-01,43,44047.93,3523.83,47571.76,USD,21705.78
BD00023332,000010,SO00027523,C001034,MAT010110,2024-07-29,87,101583.96,8126.72,109710.68,USD,47749.03
BD00023333,000010,SO00027524,C001003,MAT010152,2024-07-30,51,25280.58,2022.45,27303.03,USD,16236.99
BD00023334,000010,SO00027525,C001006,MAT010059,2024-07-29,45,17117.42,1369.39,18486.81,USD,11298.22
BD00023335,000010,SO00027526,C001025,MAT010037,2024-07-30,1,1326.39,106.11,1432.5,USD,608.49
BD00023336,000010,SO00027527,C001034,MAT010095,2024-07-25,46,24155.38,1932.43,26087.81,USD,15724.48
BD00023337,000010,SO00027529,C001010,MAT010052,2024-07-26,94,116286.34,9302.91,125589.25,USD,66698.11
BD00023338,000010,SO00027530,C001036,MAT010100,2024-07-22,55,77998.04,6239.84,84237.88,USD,49089.6
BD00023339,000010,SO00027531,C001001,MAT010195,2024-07-29,73,20616.53,1649.32,22265.85,USD,12881.52
BD00023340,000010,SO00027533,C001043,MAT010049,2024-07-23,3,1659.86,132.79,1792.65,USD,888.28
BD00023341,000010,SO00027534,C001034,MAT010093,2024-07-29,9,12221.91,977.75,13199.66,USD,6748.46
BD00023342,000010,SO00027535,C001002,MAT010139,2024-07-29,97,167101.04,13368.08,180469.12,USD,106562.28
BD00023343,000010,SO00027536,C001003,MAT010169,2024-07-24,36,10196.09,815.69,11011.78,USD,4876.96
BD00023344,000010,SO00027537,C001003,MAT010050,2024-07-26,56,26703.12,2136.25,28839.37,USD,17893.19
BD00023345,000010,SO00027538,C001002,MAT010154,2024-08-01,68,113063.06,9045.04,122108.1,USD,73351.06
BD00023346,000010,SO00027540,C001040,MAT010121,2024-07-24,71,9170.12,733.61,9903.73,USD,4039.39
BD00023347,000010,SO00027541,C001046,MAT010177,2024-07-31,32,24551.66,1964.13,26515.79,USD,12834.85
BD00023348,000010,SO00027542,C001041,MAT010141,2024-08-01,3,2188.17,175.05,2363.22,USD,980.62
BD00023349,000010,SO00027543,C001039,MAT010023,2024-07-23,57,97915.88,7833.27,105749.15,USD,63800.6
BD00023350,000010,SO00027544,C001040,MAT010069,2024-07-30,13,21020.43,1681.63,22702.06,USD,12620.67
BD00023351,000010,SO00027545,C001018,MAT010089,2024-07-31,38,54624.11,4369.93,58994.04,USD,30111.72
BD00023352,000010,SO00027546,C001005,MAT010123,2024-07-31,30,4935.18,394.81,5329.99,USD,2154.18
BD00023353,000010,SO00027547,C001026,MAT010017,2024-07-22,64,84910.79,6792.86,91703.65,USD,40075.22
BD00023354,000010,SO00027548,C001027,MAT010049,2024-07-30,70,31502.96,2520.24,34023.2,USD,16913.91
BD00023355,000010,SO00027549,C001034,MAT010000,2024-07-23,85,9506.15,760.49,10266.64,USD,4331.28
BD00023356,000010,SO00027550,C001046,MAT010019,2024-07-31,90,79824.21,6385.94,86210.15,USD,40673.33
BD00023357,000010,SO00027552,C001007,MAT010011,2024-07-25,99,27788.02,2223.04,30011.06,USD,16828.54
BD00023358,000010,SO00027553,C001020,MAT010156,2024-07-26,27,48482.55,3878.6,52361.15,USD,27464.46
BD00023359,000010,SO00027554,C001024,MAT010092,2024-07-26,47,80242.69,6419.42,86662.11,USD,41682.58
BD00023360,000010,SO00027555,C001026,MAT010104,2024-07-29,50,53502.45,4280.2,57782.65,USD,22869.83
BD00023361,000010,SO00027556,C001033,MAT010138,2024-07-23,23,41295.51,3303.64,44599.15,USD,26340.37
BD00023362,000010,SO00027557,C001003,MAT010035,2024-08-01,49,52558.71,4204.7,56763.41,USD,27898.08
BD00023363,000010,SO00027558,C001004,MAT010166,2024-07-30,79,155833.4,12466.67,168300.07,USD,101211.38
BD00023364,000010,SO00027559,C001043,MAT010028,2024-08-01,30,3448.03,275.84,3723.87,USD,1587.94
BD00023365,000010,SO00027560,C001017,MAT010067,2024-07-22,63,91086.46,7286.92,98373.38,USD,62438.26
BD00023366,000010,SO00027561,C001047,MAT010181,2024-07-22,52,88996.9,7119.75,96116.65,USD,47097.66
BD00023367,000010,SO00027563,C001016,MAT010115,2024-07-29,84,123457.35,9876.59,133333.94,USD,84549.51
BD00023368,000010,SO00027564,C001041,MAT010084,2024-07-29,88,57688.14,4615.05,62303.19,USD,34472.99
BD00023369,000010,SO00027565,C001043,MAT010070,2024-07-26,45,12421.03,993.68,13414.71,USD,8530.11
BD00023370,000010,SO00027567,C001035,MAT010144,2024-08-01,66,101531.81,8122.54,109654.35,USD,51349.29
BD00023371,000010,SO00027568,C001030,MAT010031,2024-08-02,87,22092.38,1767.39,23859.77,USD,13258.24
BD00023372,000010,SO00027569,C001002,MAT010077,2024-07-29,92,168849.11,13507.93,182357.04,USD,95207.87
BD00023373,000010,SO00027570,C001027,MAT010093,2024-07-25,11,12146.71,971.74,13118.45,USD,7324.76
BD00023374,000010,SO00027571,C001010,MAT010093,2024-07-30,47,34868.0,2789.44,37657.44,USD,16661.23
BD00023375,000010,SO00027572,C001010,MAT010081,2024-07-30,58,51906.83,4152.55,56059.38,USD,21147.31
BD00023376,000010,SO00027573,C001024,MAT010164,2024-07-29,33,38855.61,3108.45,41964.06,USD,21888.65
BD00023377,000010,SO00027574,C001001,MAT010121,2024-07-25,46,7512.09,600.97,8113.06,USD,3096.35
BD00023378,000010,SO00027577,C001011,MAT010080,2024-07-30,87,147638.17,11811.05,159449.22,USD,66061.21
BD00023379,000010,SO00027578,C001004,MAT010033,2024-07-25,80,11599.0,927.92,12526.92,USD,6105.94
BD00023380,000010,SO00027579,C001048,MAT010174,2024-07-31,82,107357.31,8588.58,115945.89,USD,70057.88
BD00023381,000010,SO00027580,C001005,MAT010141,2024-07-29,9,7978.87,638.31,8617.18,USD,3503.17
BD00023382,000010,SO00027581,C001041,MAT010176,2024-07-29,23,18371.92,1469.75,19841.67,USD,10577.62
BD00023383,000010,SO00027582,C001011,MAT010088,2024-07-30,19,25498.29,2039.86,27538.15,USD,11398.09
BD00023384,000010,SO00027583,C001029,MAT010098,2024-07-25,64,42082.92,3366.63,45449.55,USD,24869.31
BD00023385,000010,SO00027585,C001004,MAT010062,2024-07-29,42,10347.73,827.82,11175.55,USD,6020.65
BD00023386,000010,SO00027586,C001030,MAT010182,2024-07-24,18,16261.97,1300.96,17562.93,USD,7682.81
BD00023387,000010,SO00027587,C001024,MAT010181,2024-07-24,63,83467.03,6677.36,90144.39,USD,54143.48
BD00023388,000010,SO00027588,C001035,MAT010044,2024-07-31,14,7660.3,612.82,8273.12,USD,4337.92
BD00023389,000010,SO00027589,C001045,MAT010154,2024-08-02,39,65818.96,5265.52,71084.48,USD,34816.9
BD00023390,000010,SO00027590,C001003,MAT010072,2024-07-25,45,3457.44,276.6,3734.04,USD,1540.66
BD00023391,000010,SO00027591,C001002,MAT010141,2024-07-25,18,11455.51,916.44,12371.95,USD,6290.12
BD00023392,000010,SO00027592,C001007,MAT010183,2024-07-29,21,8910.22,712.82,9623.04,USD,5591.32
BD00023393,000010,SO00027593,C001017,MAT010109,2024-07-26,9,6886.91,550.95,7437.86,USD,2996.1
BD00023394,000010,SO00027594,C001048,MAT010134,2024-07-30,7,3127.32,250.19,3377.51,USD,1381.82
BD00023395,000010,SO00027595,C001026,MAT010057,2024-07-29,48,67134.64,5370.77,72505.41,USD,46061.41
BD00023396,000010,SO00027596,C001012,MAT010122,2024-07-31,84,52513.7,4201.1,56714.8,USD,23721.72
BD00023397,000010,SO00027597,C001034,MAT010196,2024-08-02,81,77541.25,6203.3,83744.55,USD,42729.57
BD00023398,000010,SO00027598,C001011,MAT010162,2024-07-23,30,36620.95,2929.68,39550.63,USD,18702.25
BD00023399,000010,SO00027599,C001027,MAT010126,2024-07-29,2,915.81,73.26,989.07,USD,593.08
BD00023400,000010,SO00027600,C001015,MAT010021,2024-07-26,13,24835.43,1986.83,26822.26,USD,12118.02
BD00023401,000010,SO00027601,C001047,MAT010174,2024-07-24,78,143606.28,11488.5,155094.78,USD,76685.84
BD00023402,000010,SO00027602,C001028,MAT010052,2024-08-01,9,9665.18,773.21,10438.39,USD,5174.78
BD00023403,000010,SO00027603,C001043,MAT010124,2024-07-25,51,39498.46,3159.88,42658.34,USD,21781.58
BD00023404,000010,SO00027604,C001035,MAT010061,2024-07-24,37,16586.94,1326.96,17913.9,USD,10995.16
BD00023405,000010,SO00027606,C001024,MAT010137,2024-07-24,55,22605.03,1808.4,24413.43,USD,12383.63
BD00023406,000010,SO00027607,C001009,MAT010039,2024-08-05,24,24806.51,1984.52,26791.03,USD,16918.0
BD00023407,000010,SO00027609,C001012,MAT010168,2024-07-31,20,27836.28,2226.9,30063.18,USD,18961.11
BD00023408,000010,SO00027610,C001025,MAT010159,2024-07-25,44,96219.41,7697.55,103916.96,USD,38624.36
BD00023409,000010,SO00027611,C001038,MAT010050,2024-07-31,75,49107.95,3928.64,53036.59,USD,19919.37
BD00023410,000010,SO00027612,C001004,MAT010182,2024-07-30,35,28869.4,2309.55,31178.95,USD,13793.93
BD00023411,000010,SO00027613,C001042,MAT010129,2024-07-25,97,6684.38,534.75,7219.13,USD,3683.32
BD00023412,000010,SO00027614,C001003,MAT010139,2024-07-30,44,99134.97,7930.8,107065.77,USD,53765.83
BD00023413,000010,SO00027615,C001049,MAT010176,2024-07-25,99,112156.1,8972.49,121128.59,USD,48138.59
BD00023414,000010,SO00027616,C001018,MAT010184,2024-07-30,98,72798.56,5823.88,78622.44,USD,48395.59
BD00023415,000010,SO00027617,C001009,MAT010020,2024-07-26,34,20590.3,1647.22,22237.52,USD,11856.16
BD00023416,000010,SO00027619,C001038,MAT010006,2024-07-29,23,31330.6,2506.45,33837.05,USD,15987.59
BD00023417,000010,SO00027620,C001020,MAT010089,2024-07-26,44,56313.97,4505.12,60819.09,USD,26180.0
BD00023418,000010,SO00027621,C001032,MAT010147,2024-07-29,88,114290.53,9143.24,123433.77,USD,66026.81
BD00023419,000010,SO00027622,C001045,MAT010125,2024-08-01,4,1279.64,102.37,1382.01,USD,567.48
BD00023420,000010,SO00027623,C001018,MAT010078,2024-07-26,90,193275.39,15462.03,208737.42,USD,99399.85
BD00023421,000010,SO00027624,C001017,MAT010015,2024-07-29,35,3209.77,256.78,3466.55,USD,1964.49
BD00023422,000010,SO00027625,C001013,MAT010041,2024-08-02,37,12306.42,984.51,13290.93,USD,8595.02
BD00023423,000010,SO00027626,C001046,MAT010144,2024-07-25,18,22321.83,1785.75,24107.58,USD,10864.13
BD00023424,000010,SO00027627,C001035,MAT010023,2024-08-02,37,43785.89,3502.87,47288.76,USD,23430.6
BD00023425,000010,SO00027629,C001034,MAT010074,2024-07-31,1,389.48,31.16,420.64,USD,175.58
BD00023426,000010,SO00027630,C001005,MAT010131,2024-07-29,78,117470.1,9397.61,126867.71,USD,48502.38
BD00023427,000010,SO00027631,C001046,MAT010060,2024-07-29,33,17197.43,1375.79,18573.22,USD,9448.07
BD00023428,000010,SO00027633,C001042,MAT010157,2024-07-29,85,113981.61,9118.53,123100.14,USD,51325.76
BD00023429,000010,SO00027634,C001017,MAT010031,2024-08-05,4,1273.42,101.87,1375.29,USD,546.15
BD00023430,000010,SO00027636,C001036,MAT010100,2024-07-31,65,59788.83,4783.11,64571.94,USD,40837.44
BD00023431,000010,SO00027637,C001026,MAT010199,2024-07-29,43,18419.0,1473.52,19892.52,USD,12755.64
BD00023432,000010,SO00027638,C001032,MAT010130,2024-07-30,61,68862.32,5508.99,74371.31,USD,36651.59
BD00023433,000010,SO00027639,C001009,MAT010076,2024-07-29,41,46891.93,3751.35,50643.28,USD,27855.75
BD00023434,000010,SO00027640,C001046,MAT010175,2024-07-25,83,103574.99,8286.0,111860.99,USD,51811.96
BD00023435,000010,SO00027641,C001022,MAT010096,2024-08-05,72,87768.89,7021.51,94790.4,USD,37997.59
BD00023436,000010,SO00027642,C001047,MAT010145,2024-07-29,14,14261.17,1140.89,15402.06,USD,6618.28
BD00023437,000010,SO00027643,C001014,MAT010096,2024-08-05,88,98485.6,7878.85,106364.45,USD,55998.04
BD00023438,000010,SO00027644,C001048,MAT010094,2024-07-29,66,110678.53,8854.28,119532.81,USD,74671.18
BD00023439,000010,SO00027645,C001035,MAT010126,2024-07-25,13,9120.55,729.64,9850.19,USD,3805.64
BD00023440,000010,SO00027646,C001007,MAT010014,2024-07-29,40,39639.89,3171.19,42811.08,USD,17062.34
BD00023441,000010,SO00027647,C001005,MAT010181,2024-07-29,53,103086.15,8246.89,111333.04,USD,43807.81
BD00023442,000010,SO00027648,C001045,MAT010002,2024-08-05,31,13863.06,1109.04,14972.1,USD,9166.57
BD00023443,000010,SO00027649,C001018,MAT010149,2024-07-26,26,38699.71,3095.98,41795.69,USD,23987.09
BD00023444,000010,SO00027650,C001033,MAT010154,2024-07-29,87,97868.94,7829.52,105698.46,USD,59730.86
BD00023445,000010,SO00027651,C001013,MAT010023,2024-08-05,88,93232.08,7458.57,100690.65,USD,59026.47
BD00023446,000010,SO00027652,C001006,MAT010094,2024-08-01,79,140838.08,11267.05,152105.13,USD,86220.04
BD00023447,000010,SO00027653,C001030,MAT010003,2024-07-29,68,46005.59,3680.45,49686.04,USD,28720.24
BD00023448,000010,SO00027654,C001049,MAT010161,2024-07-29,2,2777.05,222.16,2999.21,USD,1572.85
BD00023449,000010,SO00027655,C001024,MAT010094,2024-08-05,45,59656.14,4772.49,64428.63,USD,32850.5
BD00023450,000010,SO00027656,C001047,MAT010000,2024-07-31,11,1965.43,157.23,2122.66,USD,938.42
BD00023451,000010,SO00027657,C001040,MAT010057,2024-07-29,53,97223.94,7777.92,105001.86,USD,55130.44
BD00023452,000010,SO00027658,C001038,MAT010101,2024-07-30,83,106107.62,8488.61,114596.23,USD,45644.68
BD00023453,000010,SO00027659,C001027,MAT010089,2024-07-30,100,122780.42,9822.43,132602.85,USD,69534.66
BD00023454,000010,SO00027660,C001033,MAT010176,2024-08-02,2,1278.86,102.31,1381.17,USD,740.14
BD00023455,000010,SO00027661,C001025,MAT010174,2024-08-06,66,74797.79,5983.82,80781.61,USD,47914.25
BD00023456,000010,SO00027662,C001045,MAT010111,2024-08-06,88,8366.64,669.33,9035.97,USD,3497.97
BD00023457,000010,SO00027663,C001031,MAT010073,2024-07-29,72,47050.76,3764.06,50814.82,USD,25676.98
BD00023458,000010,SO00027664,C001016,MAT010021,2024-07-30,70,117936.76,9434.94,127371.7,USD,52220.78
BD00023459,000010,SO00027665,C001033,MAT010171,2024-07-30,24,34802.0,2784.16,37586.16,USD,16213.37
BD00023460,000010,SO00027666,C001029,MAT010154,2024-07-29,61,93887.79,7511.02,101398.81,USD,49257.96
BD00023461,000010,SO00027667,C001013,MAT010076,2024-07-29,20,42028.6,3362.29,45390.89,USD,28652.31
BD00023462,000010,SO00027668,C001017,MAT010062,2024-07-29,14,2015.84,161.27,2177.11,USD,869.47
BD00023463,000010,SO00027669,C001049,MAT010040,2024-08-05,36,7297.06,583.76,7880.82,USD,3708.98
BD00023464,000010,SO00027670,C001038,MAT010033,2024-08-06,99,16101.14,1288.09,17389.23,USD,7224.76
BD00023465,000010,SO00027671,C001023,MAT010073,2024-08-05,89,45923.01,3673.84,49596.85,USD,22048.2
BD00023466,000010,SO00027672,C001037,MAT010085,2024-08-02,13,21115.73,1689.26,22804.99,USD,11422.41
BD00023467,000010,SO00027674,C001048,MAT010135,2024-08-05,40,2335.45,186.84,2522.29,USD,1337.31
BD00023468,000010,SO00027675,C001044,MAT010131,2024-07-29,13,13130.69,1050.46,14181.15,USD,6129.96
BD00023469,000010,SO00027678,C001026,MAT010049,2024-08-05,65,39969.21,3197.54,43166.75,USD,26320.98
BD00023470,000010,SO00027679,C001032,MAT010119,2024-07-30,1,1165.75,93.26,1259.01,USD,639.43
BD00023471,000010,SO00027680,C001009,MAT010142,2024-08-05,12,1065.41,85.23,1150.64,USD,721.83
BD00023472,000010,SO00027681,C001002,MAT010140,2024-07-29,74,61825.49,4946.04,66771.53,USD,33000.19
BD00023473,000010,SO00027683,C001020,MAT010047,2024-08-06,98,27540.36,2203.23,29743.59,USD,13200.78
BD00023474,000010,SO00027684,C001004,MAT010197,2024-08-05,47,22071.59,1765.73,23837.32,USD,13328.84
BD00023475,000010,SO00027685,C001032,MAT010109,2024-08-02,44,37505.62,3000.45,40506.07,USD,21238.05
BD00023476,000010,SO00027686,C001014,MAT010048,2024-07-29,80,103389.44,8271.16,111660.6,USD,55814.22
BD00023477,000010,SO00027687,C001048,MAT010015,2024-08-05,49,5141.78,411.34,5553.12,USD,2653.61
BD00023478,000010,SO00027688,C001001,MAT010118,2024-08-06,5,2036.01,162.88,2198.89,USD,1268.7
BD00023479,000010,SO00027689,C001020,MAT010073,2024-08-01,50,35831.98,2866.56,38698.54,USD,24993.82
BD00023480,000010,SO00027690,C001016,MAT010173,2024-07-30,30,49274.26,3941.94,53216.2,USD,27436.74
BD00023481,000010,SO00027691,C001009,MAT010055,2024-07-29,7,5320.53,425.64,5746.17,USD,3595.32
BD00023482,000010,SO00027692,C001024,MAT010040,2024-07-29,65,8827.36,706.19,9533.55,USD,5585.64
BD00023483,000010,SO00027693,C001025,MAT010181,2024-07-30,74,100187.38,8014.99,108202.37,USD,43545.95
BD00023484,000010,SO00027694,C001016,MAT010046,2024-08-05,6,6927.38,554.19,7481.57,USD,3602.62
BD00023485,000010,SO00027695,C001009,MAT010052,2024-08-06,93,120385.32,9630.83,130016.15,USD,65945.09
BD00023486,000010,SO00027696,C001023,MAT010024,2024-07-29,98,69441.97,5555.36,74997.33,USD,33164.73
BD00023487,000010,SO00027697,C001033,MAT010006,2024-08-01,50,43757.41,3500.59,47258.0,USD,22636.48
BD00023488,000010,SO00027698,C001010,MAT010063,2024-08-07,67,52992.66,4239.41,57232.07,USD,30463.88
BD00023489,000010,SO00027699,C001047,MAT010067,2024-07-30,16,25791.45,2063.32,27854.77,USD,15003.61
BD00023490,000010,SO00027700,C001026,MAT010003,2024-07-29,3,3824.8,305.98,4130.78,USD,2567.16
BD00023491,000010,SO00027701,C001047,MAT010192,2024-08-01,11,7448.77,595.9,8044.67,USD,4113.37
BD00023492,000010,SO00027702,C001045,MAT010129,2024-08-06,44,2936.14,234.89,3171.03,USD,1887.83
BD00023493,000010,SO00027703,C001017,MAT010101,2024-08-05,14,21772.05,1741.76,23513.81,USD,15154.91
BD00023494,000010,SO00027704,C001038,MAT010085,2024-07-31,23,34272.44,2741.8,37014.24,USD,20966.9
BD00023495,000010,SO00027705,C001002,MAT010185,2024-08-05,69,40362.28,3228.98,43591.26,USD,19670.7
BD00023496,000010,SO00027706,C001003,MAT010058,2024-08-05,26,28644.41,2291.55,30935.96,USD,14087.84
BD00023497,000010,SO00027707,C001012,MAT010112,2024-08-05,12,2871.53,229.72,3101.25,USD,1791.22
BD00023498,000010,SO00027708,C001047,MAT010187,2024-08-01,14,7488.48,599.08,8087.56,USD,4905.26
BD00023499,000010,SO00027709,C001028,MAT010092,2024-08-05,82,75033.98,6002.72,81036.7,USD,37700.34
BD00023500,000010,SO00027710,C001043,MAT010007,2024-07-30,77,62230.75,4978.46,67209.21,USD,38484.63
BD00023501,000010,SO00027711,C001031,MAT010179,2024-08-06,5,1478.48,118.28,1596.76,USD,918.99
BD00023502,000010,SO00027712,C001009,MAT010169,2024-08-06,90,21376.53,1710.12,23086.65,USD,9330.94
BD00023503,000010,SO00027713,C001035,MAT010161,2024-08-05,53,48013.84,3841.11,51854.95,USD,23136.1
BD00023504,000010,SO00027714,C001016,MAT010163,2024-07-31,74,170221.8,13617.74,183839.54,USD,115843.87
BD00023505,000010,SO00027715,C001015,MAT010104,2024-08-02,15,17059.99,1364.8,18424.79,USD,7148.0
BD00023506,000010,SO00027716,C001018,MAT010073,2024-07-30,6,4889.2,391.14,5280.34,USD,3057.7
BD00023507,000010,SO00027717,C001039,MAT010104,2024-07-31,69,56045.91,4483.67,60529.58,USD,25244.35
BD00023508,000010,SO00027718,C001023,MAT010017,2024-08-05,41,68340.03,5467.2,73807.23,USD,40337.92
BD00023509,000010,SO00027719,C001036,MAT010055,2024-07-29,85,60536.8,4842.94,65379.74,USD,28594.39
BD00023510,000010,SO00027720,C001019,MAT010064,2024-08-02,82,24427.32,1954.19,26381.51,USD,15208.64
BD00023511,000010,SO00027721,C001012,MAT010001,2024-08-01,65,40826.14,3266.09,44092.23,USD,28183.48
BD00023512,000010,SO00027722,C001030,MAT010083,2024-08-05,33,10977.88,878.23,11856.11,USD,6916.69
BD00023513,000010,SO00027723,C001049,MAT010159,2024-07-29,99,221185.13,17694.81,238879.94,USD,127246.11
BD00023514,000010,SO00027724,C001020,MAT010018,2024-08-02,2,1466.13,117.29,1583.42,USD,653.09
BD00023515,000010,SO00027725,C001030,MAT010130,2024-08-01,8,6485.43,518.83,7004.26,USD,3591.87
BD00023516,000010,SO00027726,C001034,MAT010066,2024-08-05,8,370.0,29.6,399.6,USD,251.03
BD00023517,000010,SO00027727,C001015,MAT010152,2024-07-31,44,21950.87,1756.07,23706.94,USD,15217.79
BD00023518,000010,SO00027729,C001042,MAT010164,2024-08-05,61,58796.72,4703.74,63500.46,USD,36791.49
BD00023519,000010,SO00027730,C001007,MAT010102,2024-07-30,64,37029.32,2962.35,39991.67,USD,24029.08
BD00023520,000010,SO00027732,C001015,MAT010075,2024-07-31,58,67662.7,5413.02,73075.72,USD,34316.38
BD00023521,000010,SO00027733,C001003,MAT010018,2024-08-05,31,19525.23,1562.02,21087.25,USD,13531.59
BD00023522,000010,SO00027734,C001000,MAT010182,2024-07-31,11,8774.56,701.96,9476.52,USD,5197.15
BD00023523,000010,SO00027735,C001024,MAT010087,2024-08-02,31,13351.38,1068.11,14419.49,USD,5874.74
BD00023524,000010,SO00027736,C001020,MAT010149,2024-08-05,82,116406.25,9312.5,125718.75,USD,81420.2
BD00023525,000010,SO00027737,C001036,MAT010117,2024-08-06,81,169962.45,13597.0,183559.45,USD,95610.23
BD00023526,000010,SO00027738,C001031,MAT010047,2024-08-02,11,2534.65,202.77,2737.42,USD,1418.89
BD00023527,000010,SO00027740,C001047,MAT010049,2024-07-29,64,27937.7,2235.02,30172.72,USD,12144.99
BD00023528,000010,SO00027742,C001043,MAT010176,2024-07-29,69,42372.56,3389.8,45762.36,USD,19120.44
BD00023529,000010,SO00027743,C001017,MAT010013,2024-08-05,88,53890.65,4311.25,58201.9,USD,27695.47
BD00023530,000010,SO00027744,C001021,MAT010124,2024-08-02,28,25786.1,2062.89,27848.99,USD,11308.38
BD00023531,000010,SO00027745,C001042,MAT010065,2024-07-30,46,16171.26,1293.7,17464.96,USD,7095.12
BD00023532,000010,SO00027746,C001018,MAT010110,2024-07-31,78,90822.35,7265.79,98088.14,USD,41180.95
BD00023533,000010,SO00027747,C001029,MAT010011,2024-08-05,59,28601.15,2288.09,30889.24,USD,16801.27
BD00023534,000010,SO00027749,C001029,MAT010076,2024-08-05,84,95433.26,7634.66,103067.92,USD,57034.65
BD00023535,000010,SO00027750,C001029,MAT010003,2024-07-30,6,7808.66,624.69,8433.35,USD,4489.86
BD00023536,000010,SO00027752,C001029,MAT010090,2024-08-01,74,68069.5,5445.56,73515.06,USD,36365.92
BD00023537,000010,SO00027753,C001046,MAT010158,2024-08-01,26,24711.95,1976.96,26688.91,USD,14448.86
BD00023538,000010,SO00027754,C001013,MAT010079,2024-08-05,83,20085.42,1606.83,21692.25,USD,10062.84
BD00023539,000010,SO00027755,C001006,MAT010188,2024-08-08,71,73479.78,5878.38,79358.16,USD,31237.14
BD00023540,000010,SO00027756,C001017,MAT010090,2024-08-08,65,57446.8,4595.74,62042.54,USD,38251.15
BD00023541,000010,SO00027757,C001015,MAT010155,2024-07-31,23,29059.67,2324.77,31384.44,USD,14479.3
BD00023542,000010,SO00027758,C001030,MAT010093,2024-08-08,10,8186.39,654.91,8841.3,USD,5678.35
BD00023543,000010,SO00027760,C001014,MAT010060,2024-08-05,7,2790.24,223.22,3013.46,USD,1365.13
BD00023544,000010,SO00027761,C001029,MAT010147,2024-08-01,45,83659.2,6692.74,90351.94,USD,49553.18
BD00023545,000010,SO00027763,C001049,MAT010159,2024-08-08,34,45796.04,3663.68,49459.72,USD,22122.42
BD00023546,000010,SO00027764,C001045,MAT010163,2024-08-08,75,154834.08,12386.73,167220.81,USD,105616.96
BD00023547,000010,SO00027765,C001033,MAT010064,2024-07-29,100,31201.12,2496.09,33697.21,USD,19358.61
BD00023548,000010,SO00027766,C001031,MAT010092,2024-08-05,66,62209.96,4976.8,67186.76,USD,27643.56
BD00023549,000010,SO00027767,C001002,MAT010199,2024-08-07,24,10561.19,844.9,11406.09,USD,6334.59
BD00023550,000010,SO00027768,C001015,MAT010176,2024-08-05,76,66059.79,5284.78,71344.57,USD,41987.45
BD00023551,000010,SO00027769,C001048,MAT010109,2024-08-02,51,44346.47,3547.72,47894.19,USD,30067.97
BD00023552,000010,SO00027770,C001020,MAT010180,2024-08-02,41,21574.96,1726.0,23300.96,USD,12186.89
BD00023553,000010,SO00027771,C001014,MAT010111,2024-07-31,49,4953.86,396.31,5350.17,USD,2707.49
