sales_order_id,item_number,customer_id,material_id,order_date,requested_delivery_date,order_quantity,net_value,currency,sales_org,plant
SO00029387,000010,C001049,MAT010162,2024-09-06,2024-09-16,90,136172.87,USD,SO02,P003
SO00029388,000010,C001024,MAT010185,2024-09-06,2024-09-18,12,10489.74,USD,SO01,P003
SO00029389,000010,C001041,MAT010187,2024-09-06,2024-09-24,25,7260.85,USD,SO03,P001
SO00029390,000010,C001041,MAT010155,2024-09-06,2024-09-24,52,70198.17,USD,SO03,P003
SO00029391,000010,C001011,MAT010050,2024-09-06,2024-09-23,82,60606.83,USD,SO03,P003
SO00029392,000010,C001046,MAT010016,2024-09-06,2024-09-27,51,2977.43,USD,SO01,P002
SO00029393,000010,C001015,MAT010142,2024-09-06,2024-10-02,75,9434.44,USD,SO03,P001
SO00029394,000010,C001037,MAT010060,2024-09-06,2024-09-27,3,1475.79,USD,SO02,P003
SO00029395,000010,C001013,MAT010077,2024-09-06,2024-10-04,38,77422.28,USD,SO01,P002
SO00029396,000010,C001045,MAT010173,2024-09-06,2024-10-05,85,153623.9,USD,SO02,P002
SO00029397,000010,C001025,MAT010112,2024-09-06,2024-09-16,53,12345.43,USD,SO02,P002
SO00029398,000010,C001037,MAT010175,2024-09-06,2024-10-05,59,79646.97,USD,SO03,P003
SO00029399,000010,C001017,MAT010188,2024-09-06,2024-09-27,58,92700.09,USD,SO03,P003
SO00029400,000010,C001029,MAT010143,2024-09-06,2024-09-29,61,23585.55,USD,SO01,P003
SO00029401,000010,C001023,MAT010122,2024-09-06,2024-09-25,40,23572.37,USD,SO03,P002
SO00029402,000010,C001033,MAT010107,2024-09-06,2024-09-20,31,30728.09,USD,SO01,P001
SO00029403,000010,C001014,MAT010123,2024-09-06,2024-09-15,31,6691.82,USD,SO03,P003
SO00029404,000010,C001038,MAT010195,2024-09-06,2024-09-15,24,6624.26,USD,SO02,P003
SO00029405,000010,C001029,MAT010066,2024-09-06,2024-10-03,38,3101.28,USD,SO03,P002
SO00029406,000010,C001019,MAT010000,2024-09-06,2024-10-05,48,7215.25,USD,SO02,P001
SO00029407,000010,C001022,MAT010020,2024-09-06,2024-09-22,12,8601.17,USD,SO01,P001
SO00029408,000010,C001035,MAT010058,2024-09-06,2024-09-23,3,3421.32,USD,SO02,P001
SO00029409,000010,C001027,MAT010195,2024-09-06,2024-09-30,99,48546.82,USD,SO02,P001
SO00029410,000010,C001015,MAT010088,2024-09-06,2024-09-24,5,8536.7,USD,SO03,P003
SO00029411,000010,C001035,MAT010040,2024-09-06,2024-10-04,72,9111.11,USD,SO02,P003
SO00029412,000010,C001034,MAT010041,2024-09-06,2024-09-29,47,31829.0,USD,SO02,P002
SO00029413,000010,C001015,MAT010079,2024-09-06,2024-09-22,14,2672.43,USD,SO01,P003
SO00029414,000010,C001036,MAT010107,2024-09-06,2024-09-15,73,47579.06,USD,SO03,P002
SO00029415,000010,C001048,MAT010172,2024-09-06,2024-09-17,91,59071.51,USD,SO01,P001
SO00029416,000010,C001029,MAT010141,2024-09-06,2024-09-20,26,18310.57,USD,SO01,P003
SO00029417,000010,C001034,MAT010012,2024-09-06,2024-09-16,8,7296.02,USD,SO01,P001
SO00029418,000010,C001045,MAT010175,2024-09-06,2024-10-01,32,34302.56,USD,SO02,P002
SO00029419,000010,C001026,MAT010023,2024-09-09,2024-10-05,22,27398.29,USD,SO03,P002
SO00029420,000010,C001037,MAT010137,2024-09-09,2024-09-20,21,4464.98,USD,SO01,P001
SO00029421,000010,C001038,MAT010184,2024-09-09,2024-09-27,69,87292.53,USD,SO01,P001
SO00029422,000010,C001031,MAT010006,2024-09-09,2024-09-16,44,60740.24,USD,SO02,P002
SO00029423,000010,C001017,MAT010170,2024-09-09,2024-10-09,78,82112.49,USD,SO02,P003
SO00029424,000010,C001011,MAT010012,2024-09-09,2024-10-01,58,61803.75,USD,SO02,P001
SO00029425,000010,C001037,MAT010183,2024-09-09,2024-10-08,1,427.56,USD,SO01,P002
SO00029426,000010,C001000,MAT010191,2024-09-09,2024-09-30,11,5459.25,USD,SO02,P003
SO00029427,000010,C001044,MAT010034,2024-09-09,2024-09-29,12,9051.13,USD,SO01,P002
SO00029428,000010,C001011,MAT010066,2024-09-09,2024-09-19,9,540.88,USD,SO03,P002
SO00029429,000010,C001003,MAT010134,2024-09-09,2024-09-27,89,25652.87,USD,SO02,P003
SO00029430,000010,C001023,MAT010158,2024-09-09,2024-10-08,37,53785.24,USD,SO01,P003
SO00029431,000010,C001002,MAT010038,2024-09-09,2024-10-02,49,108426.81,USD,SO01,P002
SO00029432,000010,C001038,MAT010133,2024-09-09,2024-09-26,45,45653.63,USD,SO01,P002
SO00029433,000010,C001037,MAT010028,2024-09-09,2024-09-28,46,4448.96,USD,SO03,P003
SO00029434,000010,C001019,MAT010101,2024-09-09,2024-09-23,59,89340.04,USD,SO01,P003
SO00029435,000010,C001036,MAT010193,2024-09-09,2024-10-03,50,57395.51,USD,SO03,P001
SO00029436,000010,C001013,MAT010018,2024-09-09,2024-09-24,66,71570.34,USD,SO03,P002
SO00029437,000010,C001039,MAT010015,2024-09-09,2024-09-16,89,6682.65,USD,SO01,P002
SO00029438,000010,C001009,MAT010164,2024-09-09,2024-10-06,25,26374.07,USD,SO02,P003
SO00029439,000010,C001037,MAT010149,2024-09-09,2024-10-05,88,180739.95,USD,SO02,P003
SO00029440,000010,C001044,MAT010019,2024-09-09,2024-09-17,74,66659.72,USD,SO03,P003
SO00029441,000010,C001000,MAT010079,2024-09-09,2024-09-26,69,19992.58,USD,SO01,P003
SO00029442,000010,C001043,MAT010033,2024-09-09,2024-09-21,57,11526.65,USD,SO01,P002
SO00029443,000010,C001023,MAT010008,2024-09-09,2024-10-02,23,37369.35,USD,SO03,P003
SO00029444,000010,C001011,MAT010190,2024-09-09,2024-10-01,90,142729.55,USD,SO01,P003
SO00029445,000010,C001011,MAT010026,2024-09-09,2024-09-24,4,1745.83,USD,SO03,P002
SO00029446,000010,C001016,MAT010048,2024-09-09,2024-09-27,83,105349.37,USD,SO01,P002
SO00029447,000010,C001027,MAT010174,2024-09-09,2024-10-05,20,28741.05,USD,SO02,P002
SO00029448,000010,C001038,MAT010121,2024-09-09,2024-10-06,38,7242.76,USD,SO03,P001
SO00029449,000010,C001013,MAT010130,2024-09-09,2024-10-04,37,37878.72,USD,SO03,P002
SO00029450,000010,C001015,MAT010017,2024-09-09,2024-10-06,99,162293.05,USD,SO02,P001
SO00029451,000010,C001011,MAT010184,2024-09-09,2024-10-02,28,20657.57,USD,SO01,P001
SO00029452,000010,C001003,MAT010082,2024-09-09,2024-09-19,2,1564.34,USD,SO03,P002
SO00029453,000010,C001007,MAT010097,2024-09-09,2024-09-18,95,91973.83,USD,SO02,P003
SO00029454,000010,C001046,MAT010032,2024-09-09,2024-10-04,28,19725.74,USD,SO01,P001
SO00029455,000010,C001046,MAT010178,2024-09-09,2024-09-28,88,171635.33,USD,SO03,P001
SO00029456,000010,C001045,MAT010009,2024-09-09,2024-09-28,98,74913.06,USD,SO03,P001
SO00029457,000010,C001013,MAT010107,2024-09-09,2024-09-26,33,22461.07,USD,SO03,P001
SO00029458,000010,C001039,MAT010124,2024-09-09,2024-10-06,47,42387.27,USD,SO03,P002
SO00029459,000010,C001004,MAT010089,2024-09-09,2024-09-17,99,163556.4,USD,SO02,P001
SO00029460,000010,C001003,MAT010120,2024-09-09,2024-09-28,36,53163.89,USD,SO01,P002
SO00029461,000010,C001021,MAT010016,2024-09-09,2024-09-21,72,3700.01,USD,SO02,P003
SO00029462,000010,C001012,MAT010074,2024-09-09,2024-09-17,87,49677.68,USD,SO01,P002
SO00029463,000010,C001046,MAT010006,2024-09-09,2024-09-28,80,120591.62,USD,SO01,P002
SO00029464,000010,C001028,MAT010105,2024-09-09,2024-09-30,94,84939.36,USD,SO01,P001
SO00029465,000010,C001037,MAT010113,2024-09-09,2024-10-09,62,44905.67,USD,SO03,P002
SO00029466,000010,C001040,MAT010161,2024-09-09,2024-09-20,87,142778.15,USD,SO02,P001
SO00029467,000010,C001046,MAT010121,2024-09-09,2024-09-19,51,8173.04,USD,SO02,P003
SO00029468,000010,C001007,MAT010012,2024-09-09,2024-10-04,92,73352.47,USD,SO01,P001
SO00029469,000010,C001007,MAT010092,2024-09-09,2024-09-22,1,1606.01,USD,SO03,P002
SO00029470,000010,C001033,MAT010037,2024-09-09,2024-10-03,43,44254.25,USD,SO03,P001
SO00029471,000010,C001040,MAT010106,2024-09-09,2024-10-04,83,124292.25,USD,SO01,P003
SO00029472,000010,C001044,MAT010071,2024-09-09,2024-10-06,44,26792.53,USD,SO02,P001
SO00029473,000010,C001049,MAT010134,2024-09-09,2024-09-26,6,2568.46,USD,SO02,P003
SO00029474,000010,C001046,MAT010151,2024-09-09,2024-09-22,71,107626.61,USD,SO03,P002
SO00029475,000010,C001004,MAT010092,2024-09-09,2024-09-17,86,131722.29,USD,SO02,P002
SO00029476,000010,C001033,MAT010120,2024-09-09,2024-09-17,22,16918.06,USD,SO01,P001
SO00029477,000010,C001000,MAT010006,2024-09-09,2024-10-06,3,4093.02,USD,SO02,P002
SO00029478,000010,C001039,MAT010109,2024-09-09,2024-10-08,71,67568.82,USD,SO01,P003
SO00029479,000010,C001006,MAT010073,2024-09-09,2024-09-17,31,23022.98,USD,SO03,P002
SO00029480,000010,C001037,MAT010124,2024-09-09,2024-09-20,19,15138.77,USD,SO02,P001
SO00029481,000010,C001006,MAT010137,2024-09-09,2024-09-25,46,13699.9,USD,SO01,P001
SO00029482,000010,C001019,MAT010130,2024-09-09,2024-09-17,52,46042.63,USD,SO01,P003
SO00029483,000010,C001041,MAT010097,2024-09-09,2024-10-07,98,105241.5,USD,SO01,P002
SO00029484,000010,C001003,MAT010186,2024-09-09,2024-09-24,10,15185.01,USD,SO03,P001
SO00029485,000010,C001001,MAT010034,2024-09-09,2024-09-18,20,16413.34,USD,SO01,P002
SO00029486,000010,C001019,MAT010036,2024-09-09,2024-10-06,42,24535.45,USD,SO02,P002
SO00029487,000010,C001012,MAT010105,2024-09-09,2024-10-08,52,46969.2,USD,SO03,P003
SO00029488,000010,C001034,MAT010080,2024-09-09,2024-10-08,31,52032.35,USD,SO02,P001
SO00029489,000010,C001036,MAT010123,2024-09-09,2024-09-29,52,9590.19,USD,SO01,P001
SO00029490,000010,C001013,MAT010078,2024-09-09,2024-09-30,80,147478.16,USD,SO03,P003
SO00029491,000010,C001002,MAT010025,2024-09-09,2024-10-09,72,94093.56,USD,SO03,P003
SO00029492,000010,C001020,MAT010195,2024-09-09,2024-10-03,34,11090.78,USD,SO02,P002
SO00029493,000010,C001000,MAT010127,2024-09-09,2024-10-06,46,6420.65,USD,SO03,P003
SO00029494,000010,C001021,MAT010150,2024-09-09,2024-09-26,79,6417.8,USD,SO03,P002
SO00029495,000010,C001029,MAT010081,2024-09-09,2024-10-06,77,82338.64,USD,SO01,P002
SO00029496,000010,C001018,MAT010179,2024-09-09,2024-10-08,73,25334.16,USD,SO02,P003
SO00029497,000010,C001014,MAT010100,2024-09-09,2024-09-16,5,7254.82,USD,SO02,P002
SO00029498,000010,C001030,MAT010044,2024-09-09,2024-09-30,58,28679.25,USD,SO02,P001
SO00029499,000010,C001003,MAT010043,2024-09-09,2024-10-06,78,28720.81,USD,SO03,P001
SO00029500,000010,C001019,MAT010073,2024-09-09,2024-09-18,27,16744.57,USD,SO03,P003
SO00029501,000010,C001016,MAT010024,2024-09-09,2024-10-02,31,14804.91,USD,SO03,P002
SO00029502,000010,C001010,MAT010117,2024-09-09,2024-09-28,71,157812.89,USD,SO01,P003
SO00029503,000010,C001032,MAT010071,2024-09-09,2024-10-02,89,56545.96,USD,SO03,P003
SO00029504,000010,C001002,MAT010123,2024-09-09,2024-09-22,10,1449.6,USD,SO02,P003
SO00029505,000010,C001048,MAT010132,2024-09-09,2024-10-03,43,69449.47,USD,SO02,P002
SO00029506,000010,C001023,MAT010099,2024-09-09,2024-09-24,30,6134.43,USD,SO02,P002
SO00029507,000010,C001006,MAT010018,2024-09-10,2024-09-30,13,8096.01,USD,SO02,P002
SO00029508,000010,C001015,MAT010111,2024-09-10,2024-09-21,21,2001.64,USD,SO01,P002
SO00029509,000010,C001024,MAT010042,2024-09-10,2024-10-07,34,38550.76,USD,SO02,P002
SO00029510,000010,C001047,MAT010199,2024-09-10,2024-10-04,89,23968.21,USD,SO01,P003
SO00029511,000010,C001018,MAT010078,2024-09-10,2024-09-17,91,210587.43,USD,SO03,P002
SO00029512,000010,C001042,MAT010174,2024-09-10,2024-09-28,64,101800.62,USD,SO02,P001
SO00029513,000010,C001024,MAT010192,2024-09-10,2024-09-26,22,17114.57,USD,SO01,P002
SO00029514,000010,C001005,MAT010031,2024-09-10,2024-10-07,3,503.32,USD,SO01,P002
SO00029515,000010,C001028,MAT010140,2024-09-10,2024-09-30,80,100990.72,USD,SO03,P003
SO00029516,000010,C001004,MAT010162,2024-09-10,2024-10-04,28,27059.73,USD,SO02,P002
SO00029517,000010,C001037,MAT010099,2024-09-10,2024-09-26,17,1999.58,USD,SO01,P001
SO00029518,000010,C001048,MAT010163,2024-09-10,2024-10-04,98,213185.22,USD,SO02,P002
SO00029519,000010,C001042,MAT010197,2024-09-10,2024-09-18,75,48266.1,USD,SO01,P003
SO00029520,000010,C001048,MAT010010,2024-09-10,2024-09-27,2,4057.74,USD,SO03,P003
SO00029521,000010,C001005,MAT010146,2024-09-10,2024-09-17,16,33027.36,USD,SO02,P001
SO00029522,000010,C001037,MAT010035,2024-09-10,2024-10-08,76,81981.39,USD,SO03,P002
SO00029523,000010,C001000,MAT010068,2024-09-10,2024-09-28,57,13382.07,USD,SO02,P003
SO00029524,000010,C001043,MAT010051,2024-09-10,2024-10-05,8,5474.99,USD,SO03,P003
SO00029525,000010,C001030,MAT010122,2024-09-10,2024-10-03,22,12289.18,USD,SO03,P001
SO00029526,000010,C001001,MAT010086,2024-09-10,2024-09-26,32,19851.84,USD,SO01,P002
SO00029527,000010,C001021,MAT010039,2024-09-10,2024-09-17,44,40631.96,USD,SO01,P002
SO00029528,000010,C001039,MAT010158,2024-09-10,2024-10-08,34,43973.82,USD,SO03,P002
SO00029529,000010,C001005,MAT010045,2024-09-10,2024-09-26,48,43962.55,USD,SO01,P002
SO00029530,000010,C001021,MAT010144,2024-09-10,2024-10-06,13,24121.77,USD,SO02,P002
SO00029531,000010,C001001,MAT010109,2024-09-10,2024-09-17,17,13864.19,USD,SO02,P003
SO00029532,000010,C001003,MAT010035,2024-09-10,2024-09-24,56,69855.37,USD,SO01,P001
SO00029533,000010,C001016,MAT010181,2024-09-10,2024-10-05,4,7253.09,USD,SO03,P002
SO00029534,000010,C001034,MAT010026,2024-09-10,2024-09-30,69,54136.65,USD,SO01,P003
SO00029535,000010,C001007,MAT010008,2024-09-10,2024-10-06,58,87284.61,USD,SO01,P001
SO00029536,000010,C001033,MAT010066,2024-09-10,2024-09-19,9,450.04,USD,SO02,P001
SO00029537,000010,C001004,MAT010100,2024-09-10,2024-09-24,28,32326.89,USD,SO03,P002
SO00029538,000010,C001009,MAT010088,2024-09-10,2024-10-07,30,65249.4,USD,SO01,P001
SO00029539,000010,C001027,MAT010077,2024-09-10,2024-09-30,94,129085.05,USD,SO01,P003
SO00029540,000010,C001040,MAT010105,2024-09-10,2024-09-28,41,39739.94,USD,SO01,P003
SO00029541,000010,C001039,MAT010137,2024-09-10,2024-10-04,97,20629.95,USD,SO01,P001
SO00029542,000010,C001041,MAT010047,2024-09-10,2024-09-18,59,11012.43,USD,SO03,P003
SO00029543,000010,C001025,MAT010136,2024-09-10,2024-10-10,3,4506.58,USD,SO02,P003
SO00029544,000010,C001030,MAT010131,2024-09-10,2024-10-05,35,41505.94,USD,SO01,P002
SO00029545,000010,C001017,MAT010082,2024-09-10,2024-10-02,15,8476.37,USD,SO03,P003
SO00029546,000010,C001038,MAT010116,2024-09-10,2024-09-21,29,43323.17,USD,SO02,P003
SO00029547,000010,C001037,MAT010015,2024-09-10,2024-10-10,15,1466.75,USD,SO01,P002
SO00029548,000010,C001034,MAT010045,2024-09-10,2024-09-18,32,51836.31,USD,SO01,P001
SO00029549,000010,C001019,MAT010038,2024-09-10,2024-09-30,34,62994.14,USD,SO02,P001
SO00029550,000010,C001008,MAT010077,2024-09-10,2024-10-02,91,220345.01,USD,SO02,P002
SO00029551,000010,C001016,MAT010176,2024-09-10,2024-09-27,50,49037.16,USD,SO02,P002
SO00029552,000010,C001021,MAT010113,2024-09-10,2024-09-21,9,7906.37,USD,SO01,P002
SO00029553,000010,C001045,MAT010148,2024-09-10,2024-09-24,71,36814.61,USD,SO03,P001
SO00029554,000010,C001048,MAT010069,2024-09-10,2024-10-06,35,73386.01,USD,SO03,P003
SO00029555,000010,C001043,MAT010133,2024-09-10,2024-10-03,20,26099.42,USD,SO03,P001
SO00029556,000010,C001017,MAT010105,2024-09-10,2024-10-08,87,75360.73,USD,SO03,P001
SO00029557,000010,C001036,MAT010152,2024-09-10,2024-09-17,16,8607.06,USD,SO01,P003
SO00029558,000010,C001030,MAT010073,2024-09-10,2024-10-10,37,27200.26,USD,SO02,P003
SO00029559,000010,C001015,MAT010020,2024-09-10,2024-09-19,63,37783.98,USD,SO01,P002
SO00029560,000010,C001032,MAT010163,2024-09-10,2024-10-09,91,164457.36,USD,SO02,P002
SO00029561,000010,C001036,MAT010093,2024-09-10,2024-09-23,22,27343.06,USD,SO03,P001
SO00029562,000010,C001019,MAT010081,2024-09-10,2024-09-25,49,48389.41,USD,SO03,P003
SO00029563,000010,C001042,MAT010148,2024-09-10,2024-09-30,88,30086.05,USD,SO02,P002
SO00029564,000010,C001027,MAT010059,2024-09-10,2024-09-23,4,1452.38,USD,SO02,P001
SO00029565,000010,C001022,MAT010131,2024-09-10,2024-09-22,72,121585.75,USD,SO03,P001
SO00029566,000010,C001003,MAT010061,2024-09-10,2024-09-22,14,4397.16,USD,SO02,P001
SO00029567,000010,C001038,MAT010063,2024-09-10,2024-10-03,13,7354.31,USD,SO02,P003
SO00029568,000010,C001021,MAT010159,2024-09-10,2024-10-06,59,134945.49,USD,SO03,P003
SO00029569,000010,C001010,MAT010007,2024-09-10,2024-09-24,76,39199.03,USD,SO03,P002
SO00029570,000010,C001033,MAT010065,2024-09-11,2024-09-23,58,19375.86,USD,SO02,P001
SO00029571,000010,C001036,MAT010116,2024-09-11,2024-10-10,42,49848.93,USD,SO03,P001
SO00029572,000010,C001014,MAT010042,2024-09-11,2024-10-05,85,116617.4,USD,SO02,P001
SO00029573,000010,C001023,MAT010109,2024-09-11,2024-10-11,82,70663.28,USD,SO02,P002
SO00029574,000010,C001036,MAT010048,2024-09-11,2024-09-26,25,44296.42,USD,SO02,P002
SO00029575,000010,C001039,MAT010167,2024-09-11,2024-10-04,76,72627.68,USD,SO02,P001
SO00029576,000010,C001044,MAT010152,2024-09-11,2024-09-18,54,19516.45,USD,SO02,P003
SO00029577,000010,C001019,MAT010134,2024-09-11,2024-09-19,31,13580.61,USD,SO02,P001
SO00029578,000010,C001027,MAT010167,2024-09-11,2024-09-29,24,14666.7,USD,SO03,P002
SO00029579,000010,C001017,MAT010182,2024-09-11,2024-09-30,63,79555.52,USD,SO01,P002
SO00029580,000010,C001048,MAT010030,2024-09-11,2024-10-01,73,12067.46,USD,SO02,P003
SO00029581,000010,C001000,MAT010075,2024-09-11,2024-09-24,57,96979.67,USD,SO01,P002
SO00029582,000010,C001037,MAT010188,2024-09-11,2024-09-21,77,72722.3,USD,SO03,P001
SO00029583,000010,C001021,MAT010069,2024-09-11,2024-09-27,66,115203.78,USD,SO01,P003
SO00029584,000010,C001049,MAT010053,2024-09-11,2024-10-05,75,1567.93,USD,SO03,P002
SO00029585,000010,C001034,MAT010025,2024-09-11,2024-10-01,4,4148.19,USD,SO03,P002
SO00029586,000010,C001034,MAT010175,2024-09-11,2024-09-29,84,159424.55,USD,SO02,P001
SO00029587,000010,C001003,MAT010119,2024-09-11,2024-10-03,79,118392.21,USD,SO02,P003
SO00029588,000010,C001048,MAT010036,2024-09-11,2024-09-30,9,4991.43,USD,SO01,P002
SO00029589,000010,C001005,MAT010177,2024-09-11,2024-09-26,82,40151.71,USD,SO02,P001
SO00029590,000010,C001006,MAT010051,2024-09-11,2024-09-23,32,29620.35,USD,SO02,P002
SO00029591,000010,C001047,MAT010018,2024-09-11,2024-10-04,45,34959.84,USD,SO03,P001
SO00029592,000010,C001040,MAT010156,2024-09-11,2024-09-21,90,91364.11,USD,SO01,P003
SO00029593,000010,C001029,MAT010105,2024-09-11,2024-09-22,48,44831.76,USD,SO02,P001
SO00029594,000010,C001011,MAT010038,2024-09-11,2024-09-30,58,86578.1,USD,SO01,P002
SO00029595,000010,C001049,MAT010133,2024-09-11,2024-10-01,65,62211.08,USD,SO02,P002
SO00029596,000010,C001034,MAT010156,2024-09-11,2024-09-20,28,51440.22,USD,SO03,P002
SO00029597,000010,C001039,MAT010038,2024-09-11,2024-10-02,19,30025.37,USD,SO03,P003
SO00029598,000010,C001025,MAT010192,2024-09-11,2024-10-01,64,46162.02,USD,SO02,P001
SO00029599,000010,C001031,MAT010102,2024-09-11,2024-09-25,99,57765.67,USD,SO03,P003
SO00029600,000010,C001033,MAT010069,2024-09-11,2024-10-10,30,33209.13,USD,SO02,P001
SO00029601,000010,C001034,MAT010134,2024-09-11,2024-09-26,96,46162.07,USD,SO03,P002
SO00029602,000010,C001005,MAT010066,2024-09-11,2024-10-03,54,3501.15,USD,SO02,P001
SO00029603,000010,C001041,MAT010185,2024-09-11,2024-10-10,83,54011.52,USD,SO01,P003
SO00029604,000010,C001035,MAT010167,2024-09-11,2024-09-18,98,98902.62,USD,SO03,P002
SO00029605,000010,C001002,MAT010166,2024-09-11,2024-10-04,11,13713.36,USD,SO01,P001
SO00029606,000010,C001003,MAT010085,2024-09-11,2024-10-02,32,44899.24,USD,SO03,P003
SO00029607,000010,C001035,MAT010073,2024-09-11,2024-09-24,23,12990.28,USD,SO01,P001
SO00029608,000010,C001000,MAT010039,2024-09-11,2024-10-02,81,80797.59,USD,SO01,P002
SO00029609,000010,C001001,MAT010148,2024-09-11,2024-09-27,63,28190.1,USD,SO01,P003
SO00029610,000010,C001035,MAT010037,2024-09-11,2024-09-25,3,2700.09,USD,SO03,P003
SO00029611,000010,C001026,MAT010067,2024-09-11,2024-10-09,2,2252.34,USD,SO03,P001
SO00029612,000010,C001025,MAT010039,2024-09-11,2024-10-05,31,26263.92,USD,SO01,P002
SO00029613,000010,C001020,MAT010137,2024-09-11,2024-10-04,74,25942.31,USD,SO01,P003
SO00029614,000010,C001005,MAT010143,2024-09-11,2024-09-18,83,43542.91,USD,SO03,P001
SO00029615,000010,C001026,MAT010063,2024-09-11,2024-09-26,15,9791.2,USD,SO01,P001
SO00029616,000010,C001038,MAT010128,2024-09-11,2024-09-19,54,72834.64,USD,SO03,P003
SO00029617,000010,C001031,MAT010007,2024-09-11,2024-10-03,96,54101.05,USD,SO02,P002
SO00029618,000010,C001012,MAT010192,2024-09-11,2024-09-21,80,58463.05,USD,SO03,P002
SO00029619,000010,C001010,MAT010196,2024-09-11,2024-10-08,60,87953.83,USD,SO02,P003
SO00029620,000010,C001034,MAT010175,2024-09-11,2024-09-20,17,35757.57,USD,SO02,P002
SO00029621,000010,C001031,MAT010191,2024-09-11,2024-10-11,35,26812.92,USD,SO03,P002
SO00029622,000010,C001004,MAT010148,2024-09-11,2024-10-04,11,3494.92,USD,SO01,P002
SO00029623,000010,C001047,MAT010184,2024-09-11,2024-09-23,24,28957.56,USD,SO01,P002
SO00029624,000010,C001000,MAT010065,2024-09-11,2024-10-07,2,709.26,USD,SO01,P003
SO00029625,000010,C001037,MAT010005,2024-09-11,2024-09-22,36,34947.47,USD,SO01,P002
SO00029626,000010,C001035,MAT010120,2024-09-11,2024-09-24,14,14914.01,USD,SO02,P002
SO00029627,000010,C001009,MAT010107,2024-09-11,2024-09-29,32,21058.33,USD,SO01,P002
SO00029628,000010,C001041,MAT010100,2024-09-11,2024-10-06,85,115787.94,USD,SO01,P001
SO00029629,000010,C001042,MAT010086,2024-09-11,2024-09-28,10,5813.95,USD,SO01,P003
SO00029630,000010,C001003,MAT010052,2024-09-11,2024-10-04,6,8079.17,USD,SO03,P001
SO00029631,000010,C001000,MAT010001,2024-09-11,2024-10-04,59,48102.52,USD,SO01,P001
SO00029632,000010,C001021,MAT010023,2024-09-11,2024-10-11,36,41103.72,USD,SO03,P001
SO00029633,000010,C001033,MAT010069,2024-09-11,2024-10-04,78,107979.57,USD,SO02,P003
SO00029634,000010,C001046,MAT010173,2024-09-11,2024-10-06,48,45710.66,USD,SO03,P002
SO00029635,000010,C001034,MAT010084,2024-09-11,2024-10-04,36,26012.94,USD,SO02,P003
SO00029636,000010,C001041,MAT010094,2024-09-12,2024-10-05,61,125311.87,USD,SO01,P003
SO00029637,000010,C001049,MAT010013,2024-09-12,2024-09-22,34,17331.31,USD,SO02,P003
SO00029638,000010,C001036,MAT010173,2024-09-12,2024-10-09,10,11835.87,USD,SO03,P001
SO00029639,000010,C001009,MAT010174,2024-09-12,2024-10-01,68,108660.6,USD,SO02,P002
SO00029640,000010,C001048,MAT010133,2024-09-12,2024-10-10,51,46686.53,USD,SO02,P001
SO00029641,000010,C001043,MAT010160,2024-09-12,2024-09-26,27,30779.39,USD,SO03,P002
SO00029642,000010,C001005,MAT010061,2024-09-12,2024-09-21,6,3208.96,USD,SO03,P002
SO00029643,000010,C001000,MAT010003,2024-09-12,2024-10-02,84,69104.0,USD,SO01,P002
SO00029644,000010,C001039,MAT010017,2024-09-12,2024-09-26,2,3693.23,USD,SO02,P001
SO00029645,000010,C001041,MAT010017,2024-09-12,2024-10-06,64,120733.2,USD,SO01,P001
SO00029646,000010,C001016,MAT010155,2024-09-12,2024-09-25,57,54640.15,USD,SO01,P001
SO00029647,000010,C001041,MAT010001,2024-09-12,2024-09-24,36,20188.71,USD,SO03,P001
SO00029648,000010,C001005,MAT010181,2024-09-12,2024-10-06,46,76958.75,USD,SO01,P002
SO00029649,000010,C001023,MAT010163,2024-09-12,2024-09-25,70,166788.33,USD,SO01,P001
SO00029650,000010,C001026,MAT010052,2024-09-12,2024-10-01,19,29539.27,USD,SO03,P002
SO00029651,000010,C001036,MAT010089,2024-09-12,2024-10-02,65,69837.76,USD,SO01,P003
SO00029652,000010,C001035,MAT010077,2024-09-12,2024-09-19,5,8305.62,USD,SO01,P001
SO00029653,000010,C001048,MAT010162,2024-09-12,2024-09-30,26,37502.39,USD,SO02,P002
SO00029654,000010,C001027,MAT010060,2024-09-12,2024-10-10,42,16916.63,USD,SO01,P002
SO00029655,000010,C001040,MAT010111,2024-09-12,2024-10-07,37,5229.01,USD,SO01,P002
SO00029656,000010,C001006,MAT010190,2024-09-12,2024-10-12,75,112958.4,USD,SO03,P001
SO00029657,000010,C001013,MAT010002,2024-09-12,2024-09-29,51,27826.71,USD,SO03,P003
SO00029658,000010,C001020,MAT010098,2024-09-12,2024-09-26,22,15397.64,USD,SO03,P001
SO00029659,000010,C001018,MAT010047,2024-09-12,2024-10-03,2,545.34,USD,SO01,P001
SO00029660,000010,C001046,MAT010197,2024-09-12,2024-09-20,84,33455.95,USD,SO02,P001
SO00029661,000010,C001033,MAT010153,2024-09-12,2024-10-02,62,18558.49,USD,SO03,P001
SO00029662,000010,C001006,MAT010057,2024-09-12,2024-09-23,46,52601.76,USD,SO03,P003
SO00029663,000010,C001012,MAT010068,2024-09-12,2024-10-04,60,12925.91,USD,SO01,P002
SO00029664,000010,C001006,MAT010037,2024-09-12,2024-09-28,91,90534.06,USD,SO03,P003
SO00029665,000010,C001031,MAT010132,2024-09-12,2024-10-11,42,70393.6,USD,SO03,P002
