company_code,asset_number,sub_number,fiscal_year,acquisition_value,accumulated_depreciation,net_book_value,currency
IN01,A0001435,0,2024,56997.03,12327.9,44669.13,USD
IN01,A0001435,0,2025,44018.6,13919.64,30098.96,USD
IN01,A0001436,0,2023,52990.04,11896.46,41093.58,USD
IN01,A0001436,0,2024,36709.43,11909.84,24799.59,USD
IN01,A0001436,0,2025,50027.94,21230.2,28797.74,USD
DE01,A0001437,0,2023,45048.48,10113.55,34934.93,USD
DE01,A0001437,0,2024,36272.26,11768.0,24504.26,USD
DE01,A0001437,0,2025,53852.91,22853.39,30999.52,USD
US01,A0001438,0,2023,38996.47,7516.36,31480.11,USD
US01,A0001438,0,2024,71735.03,20995.14,50739.89,USD
US01,A0001438,0,2025,61761.72,24248.13,37513.59,USD
IN01,A0001439,0,2023,48348.88,10854.51,37494.37,USD
IN01,A0001439,0,2024,61185.42,19850.71,41334.71,USD
IN01,A0001439,0,2025,57913.55,24576.59,33336.96,USD
IN01,A0001440,0,2023,48656.45,3956.46,44699.99,USD
US01,A0001441,0,2023,60618.8,8182.09,52436.71,USD
US01,A0001441,0,2024,59215.94,13910.27,45305.67,USD
US01,A0001441,0,2025,58083.2,19448.53,38634.67,USD
US01,A0001442,0,2023,33464.53,5387.31,28077.22,USD
US01,A0001442,0,2024,77979.55,20346.2,57633.35,USD
US01,A0001442,0,2025,55149.15,19900.5,35248.65,USD
IN01,A0001443,0,2023,42296.58,9495.74,32800.84,USD
IN01,A0001443,0,2024,46568.5,15108.47,31460.03,USD
IN01,A0001443,0,2025,28715.78,12186.03,16529.75,USD
IN01,A0001444,0,2023,33155.86,3612.88,29542.98,USD
IN01,A0001444,0,2024,57578.37,12028.01,45550.36,USD
IN01,A0001444,0,2025,58743.91,18141.86,40602.05,USD
IN01,A0001445,0,2023,51033.87,7922.3,43111.57,USD
IN01,A0001445,0,2024,32608.01,8320.51,24287.5,USD
IN01,A0001445,0,2025,50794.0,18036.91,32757.09,USD
IN01,A0001446,0,2023,52572.0,8866.35,43705.65,USD
IN01,A0001447,0,2023,30418.04,6379.25,24038.79,USD
IN01,A0001447,0,2024,84357.63,26121.42,58236.21,USD
IN01,A0001447,0,2025,56053.35,22958.47,33094.88,USD
US01,A0001448,0,2023,49111.24,11025.66,38085.58,USD
US01,A0001448,0,2024,41582.81,13490.93,28091.88,USD
US01,A0001448,0,2025,31400.01,13325.12,18074.89,USD
IN01,A0001449,0,2023,29131.76,5280.01,23851.75,USD
IN01,A0001449,0,2024,68832.53,19354.14,49478.39,USD
IN01,A0001449,0,2025,64037.98,24405.44,39632.54,USD
IN01,A0001450,0,2023,60656.87,11790.93,48865.94,USD
IN01,A0001450,0,2024,42459.91,12496.76,29963.15,USD
IN01,A0001450,0,2025,51331.07,20237.3,31093.77,USD
DE01,A0001451,0,2023,29687.41,6664.94,23022.47,USD
DE01,A0001451,0,2024,44290.27,14369.33,29920.94,USD
DE01,A0001451,0,2025,58932.13,25008.84,33923.29,USD
IN01,A0001452,0,2023,48424.55,7848.69,40575.86,USD
IN01,A0001452,0,2024,7325.5,1919.37,5406.13,USD
IN01,A0001452,0,2025,41496.01,15019.23,26476.78,USD
DE01,A0001453,0,2023,53630.46,10880.27,42750.19,USD
DE01,A0001453,0,2024,47481.34,14377.65,33103.69,USD
DE01,A0001453,0,2025,57609.78,23201.64,34408.14,USD
US01,A0001454,0,2023,73353.5,9378.8,63974.7,USD
US01,A0001454,0,2024,59083.67,13458.62,45625.05,USD
US01,A0001454,0,2025,54377.2,17820.54,36556.66,USD
IN01,A0001455,0,2023,61427.53,13790.71,47636.82,USD
IN01,A0001455,0,2024,45050.53,14615.98,30434.55,USD
IN01,A0001455,0,2025,59922.47,25429.11,34493.36,USD
IN01,A0001456,0,2023,34646.6,7778.29,26868.31,USD
IN01,A0001456,0,2024,62765.7,20363.41,42402.29,USD
IN01,A0001456,0,2025,56290.84,23887.97,32402.87,USD
US01,A0001457,0,2023,38897.78,8104.37,30793.41,USD
US01,A0001457,0,2024,42522.74,13109.0,29413.74,USD
US01,A0001457,0,2025,40581.97,16566.11,24015.86,USD
US01,A0001458,0,2023,62336.33,12339.27,49997.06,USD
US01,A0001458,0,2024,50868.45,15152.6,35715.85,USD
US01,A0001458,0,2025,2073.23,824.75,1248.48,USD
IN01,A0001459,0,2023,48757.76,7275.29,41482.47,USD
IN01,A0001459,0,2024,2562.09,638.33,1923.76,USD
IN01,A0001459,0,2025,78677.56,27464.45,51213.11,USD
IN01,A0001460,0,2023,46766.81,8796.39,37970.42,USD
IN01,A0001460,0,2024,86695.78,24970.28,61725.5,USD
IN01,A0001460,0,2025,42040.25,16309.66,25730.59,USD
DE01,A0001461,0,2023,53029.45,11905.31,41124.14,USD
DE01,A0001461,0,2024,60244.54,19545.46,40699.08,USD
DE01,A0001461,0,2025,51434.46,21827.08,29607.38,USD
US01,A0001462,0,2023,40653.7,5732.14,34921.56,USD
US01,A0001462,0,2024,57697.18,13901.03,43796.15,USD
US01,A0001462,0,2025,55241.65,18829.8,36411.85,USD
IN01,A0001463,0,2023,82505.19,18522.73,63982.46,USD
IN01,A0001463,0,2024,66424.26,21550.38,44873.88,USD
IN01,A0001463,0,2025,69725.85,29589.34,40136.51,USD
DE01,A0001464,0,2023,63457.64,14246.48,49211.16,USD
DE01,A0001464,0,2024,44120.17,14314.14,29806.03,USD
DE01,A0001464,0,2025,43364.55,18402.48,24962.07,USD
DE01,A0001465,0,2023,23092.84,3565.88,19526.96,USD
DE01,A0001465,0,2024,52298.94,13302.04,38996.9,USD
DE01,A0001465,0,2025,49697.69,17606.79,32090.9,USD
DE01,A0001466,0,2023,62521.92,13112.06,49409.86,USD
DE01,A0001466,0,2024,48644.52,15062.82,33581.7,USD
DE01,A0001466,0,2025,53196.88,21788.51,31408.37,USD
DE01,A0001467,0,2023,54959.58,12338.63,42620.95,USD
DE01,A0001467,0,2024,64111.19,20799.93,43311.26,USD
DE01,A0001467,0,2025,52458.49,22261.65,30196.84,USD
IN01,A0001468,0,2023,37532.92,5569.57,31963.35,USD
IN01,A0001468,0,2024,60042.57,14909.96,45132.61,USD
IN01,A0001468,0,2025,48845.14,17010.55,31834.59,USD
US01,A0001469,0,2023,44191.85,9921.24,34270.61,USD
US01,A0001469,0,2024,55706.98,18073.31,37633.67,USD
US01,A0001469,0,2025,36518.66,15497.31,21021.35,USD
US01,A0001470,0,2023,57223.08,9447.1,47775.98,USD
US01,A0001470,0,2024,29982.15,7945.99,22036.16,USD
US01,A0001470,0,2025,78364.8,28599.67,49765.13,USD
DE01,A0001471,0,2023,58022.52,11628.33,46394.19,USD
DE01,A0001471,0,2024,52072.02,15639.43,36432.59,USD
DE01,A0001471,0,2025,68465.75,27405.04,41060.71,USD
US01,A0001472,0,2023,60461.14,6786.88,53674.26,USD
US01,A0001472,0,2024,42144.7,8942.41,33202.29,USD
US01,A0001472,0,2025,60828.26,18985.41,41842.85,USD
DE01,A0001473,0,2023,44342.4,5317.45,39024.95,USD
DE01,A0001473,0,2024,55250.83,12146.86,43103.97,USD
DE01,A0001473,0,2025,29613.26,9469.76,20143.5,USD
IN01,A0001474,0,2023,39552.29,6248.23,33304.06,USD
IN01,A0001474,0,2024,59544.26,15356.79,44187.47,USD
IN01,A0001474,0,2025,25084.1,8976.02,16108.08,USD
IN01,A0001475,0,2023,43770.7,5812.13,37958.57,USD
US01,A0001476,0,2023,62083.19,13937.91,48145.28,USD
US01,A0001476,0,2024,65008.24,21090.97,43917.27,USD
US01,A0001476,0,2025,51469.61,21842.0,29627.61,USD
US01,A0001477,0,2023,74312.08,15259.15,59052.93,USD
US01,A0001477,0,2024,54716.64,16703.37,38013.27,USD
US01,A0001477,0,2025,70338.71,28501.38,41837.33,USD
DE01,A0001478,0,2023,70622.3,14404.82,56217.48,USD
DE01,A0001478,0,2024,60743.08,18459.91,42283.17,USD
DE01,A0001478,0,2025,37269.27,15050.56,22218.71,USD
DE01,A0001479,0,2023,52875.07,8352.89,44522.18,USD
DE01,A0001479,0,2024,36188.93,9333.33,26855.6,USD
DE01,A0001479,0,2025,42125.07,15073.91,27051.16,USD
IN01,A0001480,0,2023,13788.77,1578.02,12210.75,USD
IN01,A0001480,0,2024,46364.48,9939.33,36425.15,USD
IN01,A0001480,0,2025,55819.62,17544.4,38275.22,USD
DE01,A0001481,0,2023,42377.16,9513.83,32863.33,USD
DE01,A0001481,0,2024,40803.44,13238.08,27565.36,USD
DE01,A0001481,0,2025,40509.9,17191.06,23318.84,USD
DE01,A0001482,0,2023,44386.25,9964.88,34421.37,USD
DE01,A0001482,0,2024,54916.48,17816.85,37099.63,USD
DE01,A0001482,0,2025,70319.34,29841.2,40478.14,USD
DE01,A0001483,0,2023,57124.24,9462.06,47662.18,USD
DE01,A0001483,0,2024,53398.83,14181.21,39217.62,USD
DE01,A0001483,0,2025,40619.62,14846.6,25773.02,USD
IN01,A0001484,0,2023,68283.2,10113.95,58169.25,USD
IN01,A0001484,0,2024,49267.75,12220.83,37046.92,USD
IN01,A0001484,0,2025,74366.8,25878.22,48488.58,USD
DE01,A0001485,0,2023,65468.43,14697.91,50770.52,USD
DE01,A0001485,0,2024,54233.92,17595.4,36638.52,USD
DE01,A0001485,0,2025,63854.06,27097.55,36756.51,USD
DE01,A0001486,0,2023,64141.92,14400.1,49741.82,USD
DE01,A0001486,0,2024,64605.21,20960.21,43645.0,USD
DE01,A0001486,0,2025,44970.65,19084.05,25886.6,USD
US01,A0001487,0,2023,60470.95,10032.96,50437.99,USD
US01,A0001487,0,2024,60698.77,16136.48,44562.29,USD
US01,A0001487,0,2025,48548.59,17757.95,30790.64,USD
DE01,A0001488,0,2023,78389.09,16847.48,61541.61,USD
DE01,A0001488,0,2024,28924.16,9106.85,19817.31,USD
DE01,A0001488,0,2025,49586.05,20567.52,29018.53,USD
IN01,A0001489,0,2023,56591.96,9652.78,46939.18,USD
IN01,A0001489,0,2024,65497.89,17717.16,47780.73,USD
IN01,A0001489,0,2025,78134.41,28943.42,49190.99,USD
IN01,A0001490,0,2023,70632.16,12434.35,58197.81,USD
IN01,A0001490,0,2024,45755.02,12627.26,33127.76,USD
IN01,A0001490,0,2025,40748.43,15317.62,25430.81,USD
DE01,A0001491,0,2023,57076.99,9532.37,47544.62,USD
DE01,A0001491,0,2024,34066.81,9093.81,24973.0,USD
DE01,A0001491,0,2025,53845.1,19754.26,34090.84,USD
US01,A0001492,0,2023,64003.11,14368.94,49634.17,USD
US01,A0001492,0,2024,73232.45,23759.19,49473.26,USD
US01,A0001492,0,2025,48338.74,20513.36,27825.38,USD
IN01,A0001493,0,2023,56620.93,11378.44,45242.49,USD
IN01,A0001493,0,2024,23890.14,7188.3,16701.84,USD
IN01,A0001493,0,2025,42191.5,16911.25,25280.25,USD
DE01,A0001494,0,2023,41388.21,8068.01,33320.2,USD
DE01,A0001494,0,2024,52055.52,15349.43,36706.09,USD
DE01,A0001494,0,2025,52274.31,20637.8,31636.51,USD
IN01,A0001495,0,2023,51514.39,8617.47,42896.92,USD
IN01,A0001495,0,2024,32263.62,8621.3,23642.32,USD
IN01,A0001495,0,2025,71317.89,26184.06,45133.83,USD
IN01,A0001496,0,2023,47524.55,8392.43,39132.12,USD
IN01,A0001496,0,2024,19403.58,5365.53,14038.05,USD
IN01,A0001496,0,2025,86619.03,32608.12,54010.91,USD
US01,A0001497,0,2023,42767.93,9601.56,33166.37,USD
US01,A0001497,0,2024,66396.65,21541.42,44855.23,USD
US01,A0001497,0,2025,45497.99,19307.84,26190.15,USD
IN01,A0001498,0,2023,67620.42,15181.04,52439.38,USD
IN01,A0001498,0,2024,51434.86,16687.29,34747.57,USD
IN01,A0001498,0,2025,16976.28,7204.17,9772.11,USD
US01,A0001499,0,2023,66755.23,11934.61,54820.62,USD
US01,A0001500,0,2023,60807.59,13651.53,47156.06,USD
US01,A0001500,0,2024,55416.23,17978.98,37437.25,USD
US01,A0001500,0,2025,32538.57,13808.29,18730.28,USD
DE01,A0001501,0,2023,23165.46,5200.73,17964.73,USD
DE01,A0001501,0,2024,32535.58,10555.69,21979.89,USD
DE01,A0001501,0,2025,51593.32,21894.5,29698.82,USD
IN01,A0001502,0,2023,46748.02,5721.11,41026.91,USD
IN01,A0001502,0,2024,47544.69,10569.83,36974.86,USD
IN01,A0001502,0,2025,73210.19,23591.62,49618.57,USD
US01,A0001503,0,2023,63887.03,8290.88,55596.15,USD
US01,A0001504,0,2023,65875.11,12859.4,53015.71,USD
US01,A0001504,0,2024,28022.28,8270.5,19751.78,USD
US01,A0001504,0,2025,49376.62,19507.31,29869.31,USD
DE01,A0001505,0,2023,35523.5,6477.39,29046.11,USD
DE01,A0001505,0,2024,58201.09,16428.56,41772.53,USD
DE01,A0001505,0,2025,56291.07,21514.67,34776.4,USD
IN01,A0001506,0,2023,59437.63,13343.97,46093.66,USD
IN01,A0001506,0,2024,47308.33,15348.49,31959.84,USD
IN01,A0001506,0,2025,49157.34,20860.75,28296.59,USD
US01,A0001507,0,2023,57047.93,12807.48,44240.45,USD
US01,A0001507,0,2024,47165.29,15302.09,31863.2,USD
US01,A0001507,0,2025,39568.0,16791.35,22776.65,USD
IN01,A0001508,0,2023,66291.64,14283.78,52007.86,USD
IN01,A0001508,0,2024,47680.46,15038.44,32642.02,USD
IN01,A0001508,0,2025,45268.75,18801.56,26467.19,USD
US01,A0001509,0,2023,44621.72,7317.84,37303.88,USD
US01,A0001509,0,2024,78706.82,20773.0,57933.82,USD
US01,A0001509,0,2025,65097.73,23686.48,41411.25,USD
DE01,A0001510,0,2023,78610.96,10782.78,67828.18,USD
DE01,A0001510,0,2024,69498.38,16477.92,53020.46,USD
DE01,A0001510,0,2025,48364.21,16300.16,32064.05,USD
IN01,A0001511,0,2023,36866.33,3310.65,33555.68,USD
IN01,A0001512,0,2023,30394.07,5958.15,24435.92,USD
IN01,A0001512,0,2024,62664.58,18546.31,44118.27,USD
IN01,A0001512,0,2025,44129.87,17470.72,26659.15,USD
US01,A0001513,0,2023,56873.59,7879.0,48994.59,USD
US01,A0001513,0,2024,58078.57,13849.81,44228.76,USD
US01,A0001513,0,2025,44488.5,15054.84,29433.66,USD
US01,A0001514,0,2023,57339.58,12794.46,44545.12,USD
US01,A0001514,0,2024,48350.26,15620.34,32729.92,USD
US01,A0001514,0,2025,50118.21,21199.9,28918.31,USD
DE01,A0001515,0,2023,47490.46,7190.21,40300.25,USD
DE01,A0001515,0,2024,61701.5,15507.73,46193.77,USD
DE01,A0001515,0,2025,39584.26,13904.61,25679.65,USD
US01,A0001516,0,2023,63350.18,8065.12,55285.06,USD
US01,A0001516,0,2024,76008.54,17272.3,58736.24,USD
US01,A0001516,0,2025,42086.26,13769.5,28316.76,USD
US01,A0001517,0,2023,60804.24,13650.78,47153.46,USD
US01,A0001517,0,2024,70510.14,22875.98,47634.16,USD
US01,A0001517,0,2025,32717.42,13884.19,18833.23,USD
DE01,A0001518,0,2023,29303.51,6578.75,22724.76,USD
DE01,A0001518,0,2024,20324.94,6594.13,13730.81,USD
DE01,A0001518,0,2025,53593.52,22743.31,30850.21,USD
US01,A0001519,0,2023,35394.87,7946.28,27448.59,USD
US01,A0001519,0,2024,32571.1,10567.22,22003.88,USD
US01,A0001519,0,2025,33936.82,14401.66,19535.16,USD
IN01,A0001520,0,2023,61313.5,13765.11,47548.39,USD
IN01,A0001520,0,2024,69656.97,22599.18,47057.79,USD
IN01,A0001520,0,2025,43018.87,18255.78,24763.09,USD
IN01,A0001521,0,2023,50084.65,5169.59,44915.06,USD
IN01,A0001521,0,2024,49949.99,10147.27,39802.72,USD
IN01,A0001521,0,2025,31497.67,9546.32,21951.35,USD
DE01,A0001522,0,2023,29734.62,6675.53,23059.09,USD
DE01,A0001522,0,2024,76432.92,24797.54,51635.38,USD
DE01,A0001522,0,2025,44638.5,18943.1,25695.4,USD
DE01,A0001523,0,2023,83489.4,17303.62,66185.78,USD
DE01,A0001523,0,2024,45008.39,13825.99,31182.4,USD
DE01,A0001523,0,2025,36386.03,14813.42,21572.61,USD
US01,A0001524,0,2023,48151.17,10216.88,37934.29,USD
US01,A0001524,0,2024,50940.69,15899.35,35041.34,USD
US01,A0001524,0,2025,63846.18,26307.6,37538.58,USD
US01,A0001525,0,2023,27417.46,3265.32,24152.14,USD
US01,A0001525,0,2024,49239.69,10784.87,38454.82,USD
US01,A0001525,0,2025,64233.56,20487.91,43745.65,USD
IN01,A0001526,0,2023,40645.43,5497.29,35148.14,USD
IN01,A0001526,0,2024,29706.4,6986.39,22720.01,USD
IN01,A0001526,0,2025,46334.33,15527.23,30807.1,USD
IN01,A0001527,0,2023,45825.63,10288.03,35537.6,USD
IN01,A0001527,0,2024,34110.9,11066.78,23044.12,USD
IN01,A0001527,0,2025,52214.68,22158.18,30056.5,USD
US01,A0001528,0,2023,63939.64,12324.03,51615.61,USD
US01,A0001528,0,2024,51907.42,15192.07,36715.35,USD
US01,A0001528,0,2025,49792.92,19549.09,30243.83,USD
IN01,A0001529,0,2023,42342.87,9285.87,33057.0,USD
IN01,A0001529,0,2024,60506.39,19315.66,41190.73,USD
IN01,A0001529,0,2025,57054.19,23915.12,33139.07,USD
DE01,A0001530,0,2023,59671.82,11321.72,48350.1,USD
DE01,A0001530,0,2024,51451.27,14903.61,36547.66,USD
DE01,A0001530,0,2025,75003.69,29221.15,45782.54,USD
US01,A0001531,0,2023,60827.43,7544.1,53283.33,USD
US01,A0001531,0,2024,45672.93,10228.74,35444.19,USD
US01,A0001531,0,2025,56823.25,18404.35,38418.9,USD
DE01,A0001532,0,2023,50918.16,11431.32,39486.84,USD
DE01,A0001532,0,2024,12465.37,4044.21,8421.16,USD
DE01,A0001532,0,2025,64421.91,27338.52,37083.39,USD
IN01,A0001533,0,2023,51289.63,11514.72,39774.91,USD
IN01,A0001533,0,2024,40958.14,13288.27,27669.87,USD
IN01,A0001533,0,2025,47441.88,20132.76,27309.12,USD
DE01,A0001534,0,2023,55589.08,5981.25,49607.83,USD
DE01,A0001534,0,2024,53549.73,11113.13,42436.6,USD
DE01,A0001534,0,2025,47324.9,14550.54,32774.36,USD
DE01,A0001535,0,2023,32895.1,7385.07,25510.03,USD
DE01,A0001535,0,2024,68551.39,22240.49,46310.9,USD
DE01,A0001535,0,2025,53464.06,22688.38,30775.68,USD
DE01,A0001536,0,2023,64176.72,14407.92,49768.8,USD
DE01,A0001536,0,2024,55316.73,17946.7,37370.03,USD
DE01,A0001536,0,2025,42826.3,18174.06,24652.24,USD
US01,A0001537,0,2023,39265.88,5267.7,33998.18,USD
US01,A0001537,0,2024,63961.1,14972.41,48988.69,USD
US01,A0001537,0,2025,46968.85,15688.43,31280.42,USD
US01,A0001538,0,2023,82810.31,9953.11,72857.2,USD
US01,A0001538,0,2024,41186.24,9066.05,32120.19,USD
US01,A0001538,0,2025,39208.45,12548.85,26659.6,USD
DE01,A0001539,0,2023,51404.76,11540.56,39864.2,USD
DE01,A0001539,0,2024,60962.2,19778.29,41183.91,USD
DE01,A0001539,0,2025,63274.74,26851.7,36423.04,USD
IN01,A0001540,0,2023,36455.91,6657.38,29798.53,USD
IN01,A0001540,0,2024,53582.52,15139.54,38442.98,USD
IN01,A0001540,0,2025,32249.13,12334.57,19914.56,USD
US01,A0001541,0,2023,25972.9,5831.01,20141.89,USD
US01,A0001541,0,2024,71655.87,23247.69,48408.18,USD
US01,A0001541,0,2025,60514.98,25680.55,34834.43,USD
DE01,A0001542,0,2023,40210.61,9027.43,31183.18,USD
DE01,A0001542,0,2024,52581.78,17059.39,35522.39,USD
DE01,A0001542,0,2025,84290.16,35769.95,48520.21,USD
US01,A0001543,0,2023,34967.27,4413.39,30553.88,USD
IN01,A0001544,0,2023,68073.12,13568.03,54505.09,USD
IN01,A0001544,0,2024,31005.48,9278.3,21727.18,USD
IN01,A0001544,0,2025,52175.13,20827.2,31347.93,USD
DE01,A0001545,0,2023,19522.23,2330.37,17191.86,USD
DE01,A0001545,0,2024,53600.8,11754.75,41846.05,USD
DE01,A0001545,0,2025,50456.27,16107.33,34348.94,USD
US01,A0001546,0,2023,73864.22,14014.48,59849.74,USD
US01,A0001546,0,2024,31482.88,9119.48,22363.4,USD
US01,A0001546,0,2025,39152.33,15253.6,23898.73,USD
IN01,A0001547,0,2023,50754.53,11394.58,39359.95,USD
IN01,A0001547,0,2024,62695.87,20340.75,42355.12,USD
IN01,A0001547,0,2025,51180.71,21719.4,29461.31,USD
IN01,A0001548,0,2023,49929.41,11209.34,38720.07,USD
IN01,A0001548,0,2024,54726.95,17755.36,36971.59,USD
IN01,A0001548,0,2025,45611.99,19356.22,26255.77,USD
US01,A0001549,0,2023,62865.07,13304.5,49560.57,USD
US01,A0001549,0,2024,69299.94,21591.6,47708.34,USD
US01,A0001549,0,2025,60618.85,24944.59,35674.26,USD
IN01,A0001550,0,2023,44522.17,4656.39,39865.78,USD
IN01,A0001550,0,2024,53367.92,10914.67,42453.25,USD
IN01,A0001550,0,2025,39403.94,11996.49,27407.45,USD
DE01,A0001551,0,2023,46894.9,5122.81,41772.09,USD
DE01,A0001551,0,2024,56963.75,11915.21,45048.54,USD
DE01,A0001551,0,2025,75260.18,23263.17,51997.01,USD
US01,A0001552,0,2023,55841.33,7904.17,47937.16,USD
US01,A0001552,0,2024,52102.12,12581.54,39520.58,USD
US01,A0001552,0,2025,46128.7,15748.8,30379.9,USD
US01,A0001553,0,2023,45053.44,10114.67,34938.77,USD
US01,A0001553,0,2024,61334.0,19898.92,41435.08,USD
US01,A0001553,0,2025,72427.46,30735.81,41691.65,USD
IN01,A0001554,0,2023,23825.0,5250.96,18574.04,USD
IN01,A0001554,0,2024,49318.2,15798.03,33520.17,USD
IN01,A0001554,0,2025,69790.24,29330.05,40460.19,USD
DE01,A0001555,0,2023,79966.87,15238.04,64728.83,USD
DE01,A0001555,0,2024,68621.6,19933.61,48687.99,USD
DE01,A0001555,0,2025,31358.82,12243.03,19115.79,USD
US01,A0001556,0,2023,50430.92,11321.93,39108.99,USD
US01,A0001556,0,2024,67901.66,22029.7,45871.96,USD
US01,A0001556,0,2025,53485.07,22697.29,30787.78,USD
DE01,A0001557,0,2023,73116.47,16414.92,56701.55,USD
DE01,A0001557,0,2024,46594.11,15116.77,31477.34,USD
DE01,A0001557,0,2025,30386.0,12894.81,17491.19,USD
DE01,A0001558,0,2023,46307.92,10307.55,36000.37,USD
DE01,A0001558,0,2024,59458.89,19176.61,40282.28,USD
DE01,A0001558,0,2025,32665.26,13799.45,18865.81,USD
IN01,A0001559,0,2023,48170.6,9113.18,39057.42,USD
IN01,A0001559,0,2024,24852.91,7185.4,17667.51,USD
IN01,A0001559,0,2025,57052.87,22196.34,34856.53,USD
US01,A0001560,0,2023,49110.39,10716.22,38394.17,USD
US01,A0001560,0,2024,47194.12,15014.26,32179.86,USD
US01,A0001560,0,2025,35743.91,14943.45,20800.46,USD
IN01,A0001561,0,2023,48127.32,7958.63,40168.69,USD
IN01,A0001561,0,2024,74885.28,19866.9,55018.38,USD
IN01,A0001561,0,2025,39804.72,14537.85,25266.87,USD
US01,A0001562,0,2023,61214.79,6335.17,54879.62,USD
US01,A0001562,0,2024,49346.14,10038.11,39308.03,USD
US01,A0001562,0,2025,10449.24,3169.82,7279.42,USD
IN01,A0001563,0,2023,49849.27,7711.11,42138.16,USD
IN01,A0001563,0,2024,70427.64,17932.29,52495.35,USD
IN01,A0001563,0,2025,18504.89,6560.94,11943.95,USD
IN01,A0001564,0,2023,40294.12,6894.96,33399.16,USD
IN01,A0001564,0,2024,38968.22,10562.23,28405.99,USD
IN01,A0001564,0,2025,51722.68,19188.02,32534.66,USD
US01,A0001565,0,2023,50299.38,10466.13,39833.25,USD
US01,A0001565,0,2024,65688.62,20232.63,45455.99,USD
US01,A0001565,0,2025,47456.46,19359.38,28097.08,USD
US01,A0001566,0,2023,51440.18,11548.51,39891.67,USD
US01,A0001566,0,2024,53311.2,17296.04,36015.16,USD
US01,A0001566,0,2025,58080.31,24647.36,33432.95,USD
IN01,A0001567,0,2023,39542.53,8877.45,30665.08,USD
IN01,A0001567,0,2024,33785.33,10961.15,22824.18,USD
IN01,A0001567,0,2025,32565.99,13819.93,18746.06,USD
US01,A0001568,0,2023,25384.95,4663.46,20721.49,USD
US01,A0001568,0,2024,17431.61,4944.33,12487.28,USD
US01,A0001568,0,2025,34574.5,13261.84,21312.66,USD
US01,A0001569,0,2023,49769.63,8993.28,40776.35,USD
US01,A0001569,0,2024,56124.94,15750.33,40374.61,USD
US01,A0001569,0,2025,56388.47,21459.27,34929.2,USD
DE01,A0001570,0,2023,39841.41,5181.29,34660.12,USD
DE01,A0001570,0,2024,77842.1,17902.08,59940.02,USD
DE01,A0001570,0,2025,51644.17,17037.98,34606.19,USD
IN01,A0001571,0,2023,45965.65,10319.46,35646.19,USD
IN01,A0001571,0,2024,32174.88,10438.67,21736.21,USD
IN01,A0001571,0,2025,44392.26,18838.6,25553.66,USD
DE01,A0001572,0,2023,69071.44,7942.51,61128.93,USD
DE01,A0001572,0,2024,68920.95,14812.58,54108.37,USD
DE01,A0001572,0,2025,29899.93,9414.08,20485.85,USD
US01,A0001573,0,2023,65535.95,10514.46,55021.49,USD
US01,A0001573,0,2024,51663.61,13451.63,38211.98,USD
US01,A0001573,0,2025,49026.23,17664.21,31362.02,USD
US01,A0001574,0,2023,69171.32,15264.09,53907.23,USD
US01,A0001574,0,2024,41169.89,13199.16,27970.73,USD
US01,A0001574,0,2025,49097.2,20647.04,28450.16,USD
US01,A0001575,0,2023,46412.35,10419.75,35992.6,USD
US01,A0001575,0,2024,64395.14,20892.06,43503.08,USD
US01,A0001575,0,2025,63407.0,26907.83,36499.17,USD
IN01,A0001576,0,2023,36778.02,5336.71,31441.31,USD
IN01,A0001576,0,2024,31649.41,7755.3,23894.11,USD
IN01,A0001576,0,2025,31289.36,10793.87,20495.49,USD
IN01,A0001577,0,2023,72941.43,16375.63,56565.8,USD
IN01,A0001577,0,2024,70569.32,22895.18,47674.14,USD
IN01,A0001577,0,2025,61070.34,25916.23,35154.11,USD
IN01,A0001578,0,2023,57345.9,11225.82,46120.08,USD
IN01,A0001578,0,2024,49144.7,14531.49,34613.21,USD
IN01,A0001578,0,2025,56727.4,22442.46,34284.94,USD
US01,A0001579,0,2023,58401.72,7339.19,51062.53,USD
US01,A0001579,0,2024,41748.85,9418.49,32330.36,USD
US01,A0001579,0,2025,61845.45,20132.58,41712.87,USD
US01,A0001580,0,2023,75062.04,16851.71,58210.33,USD
US01,A0001580,0,2024,49480.48,16053.22,33427.26,USD
US01,A0001580,0,2025,66913.32,28395.8,38517.52,USD
IN01,A0001581,0,2023,32938.87,6907.92,26030.95,USD
IN01,A0001581,0,2024,77499.42,23997.77,53501.65,USD
IN01,A0001581,0,2025,72734.55,29790.8,42943.75,USD
IN01,A0001582,0,2023,77208.37,17333.57,59874.8,USD
IN01,A0001582,0,2024,74436.3,24149.76,50286.54,USD
IN01,A0001582,0,2025,38513.46,16343.84,22169.62,USD
US01,A0001583,0,2023,62027.28,11598.8,50428.48,USD
US01,A0001583,0,2024,48908.33,14033.11,34875.22,USD
US01,A0001583,0,2025,23778.9,9199.07,14579.83,USD
US01,A0001584,0,2023,55203.96,11607.57,43596.39,USD
US01,A0001584,0,2024,55154.64,17108.89,38045.75,USD
US01,A0001584,0,2025,51795.27,21242.8,30552.47,USD
US01,A0001585,0,2023,85732.6,19247.29,66485.31,USD
US01,A0001585,0,2024,70884.67,22997.49,47887.18,USD
US01,A0001585,0,2025,53354.87,22642.04,30712.83,USD
DE01,A0001586,0,2023,35171.15,4631.71,30539.44,USD
DE01,A0001586,0,2024,45580.87,10557.54,35023.33,USD
