vendor_id,company_code,document_number,line_item,posting_date,document_date,clearing_date,amount_in_doc_currency,currency,debit_credit_indicator,clearing_document,open_item_status,due_date
VEND267,DE01,POINV00021043,1,2024-03-04,2024-03-04,,-405.42,EUR,H,,Open,2024-04-22
VEND154,US01,POINV00021044,1,2024-03-04,2024-03-04,,-613.89,USD,H,,Open,2024-04-24
VEND085,US01,POINV00021045,1,2024-03-04,2024-03-04,2024-03-22,-621.32,USD,H,VPAY00021046,Cleared,2024-05-03
VEND085,US01,VPAY00021046,1,2024-03-22,2024-03-22,2024-03-22,621.32,USD,S,POINV00021045,Cleared,
VEND287,DE01,POINV00021047,1,2024-03-04,2024-03-04,,-621.71,EUR,H,,Open,2024-04-26
VEND419,DE01,POINV00021048,1,2024-03-04,2024-03-04,,-242.41,EUR,H,,Open,2024-04-20
VEND382,US01,POINV00021049,1,2024-03-04,2024-03-04,2024-03-13,-1683.92,USD,H,VPAY00021050,Cleared,2024-04-27
VEND382,US01,VPAY00021050,1,2024-03-13,2024-03-13,2024-03-13,1683.92,USD,S,POINV00021049,Cleared,
VEND492,DE01,POINV00021051,1,2024-03-04,2024-03-04,2024-03-27,-840.63,EUR,H,VPAY00021052,Cleared,2024-04-25
VEND492,DE01,VPAY00021052,1,2024-03-27,2024-03-27,2024-03-27,840.63,EUR,S,POINV00021051,Cleared,
VEND399,IN01,POINV00021053,1,2024-03-04,2024-03-04,2024-03-21,-982.7,INR,H,VPAY00021054,Cleared,2024-04-26
VEND399,IN01,VPAY00021054,1,2024-03-21,2024-03-21,2024-03-21,982.7,INR,S,POINV00021053,Cleared,
VEND428,IN01,POINV00021055,1,2024-03-04,2024-03-04,,-1160.37,INR,H,,Open,2024-04-20
VEND019,US01,POINV00021056,1,2024-03-04,2024-03-04,,-791.81,USD,H,,Open,2024-04-23
VEND207,DE01,POINV00021057,1,2024-03-04,2024-03-04,,-1211.66,EUR,H,,Open,2024-05-02
VEND455,IN01,POINV00021058,1,2024-03-04,2024-03-04,2024-03-21,-255.17,INR,H,VPAY00021059,Cleared,2024-04-24
VEND455,IN01,VPAY00021059,1,2024-03-21,2024-03-21,2024-03-21,255.17,INR,S,POINV00021058,Cleared,
VEND470,DE01,POINV00021060,1,2024-03-04,2024-03-04,,-1172.15,EUR,H,,Open,2024-05-02
VEND400,DE01,POINV00021061,1,2024-03-04,2024-03-04,,-934.49,EUR,H,,Open,2024-04-18
VEND009,DE01,POINV00021062,1,2024-03-04,2024-03-04,2024-03-20,-1015.43,EUR,H,VPAY00021063,Cleared,2024-04-30
VEND009,DE01,VPAY00021063,1,2024-03-20,2024-03-20,2024-03-20,1015.43,EUR,S,POINV00021062,Cleared,
VEND441,US01,POINV00021064,1,2024-03-04,2024-03-04,,-771.63,USD,H,,Open,2024-04-29
VEND432,US01,POINV00021065,1,2024-03-04,2024-03-04,2024-03-18,-321.35,USD,H,VPAY00021066,Cleared,2024-04-24
VEND432,US01,VPAY00021066,1,2024-03-18,2024-03-18,2024-03-18,321.35,USD,S,POINV00021065,Cleared,
VEND274,US01,POINV00021067,1,2024-03-04,2024-03-04,,-151.71,USD,H,,Open,2024-04-20
VEND169,DE01,POINV00021068,1,2024-03-04,2024-03-04,,-995.1,EUR,H,,Open,2024-04-30
VEND123,DE01,POINV00021069,1,2024-03-04,2024-03-04,2024-03-22,-311.57,EUR,H,VPAY00021070,Cleared,2024-04-30
VEND123,DE01,VPAY00021070,1,2024-03-22,2024-03-22,2024-03-22,311.57,EUR,S,POINV00021069,Cleared,
VEND178,US01,POINV00021071,1,2024-03-04,2024-03-04,,-628.84,USD,H,,Open,2024-05-02
VEND471,US01,POINV00021072,1,2024-03-04,2024-03-04,,-937.97,USD,H,,Open,2024-04-23
VEND403,US01,POINV00021073,1,2024-03-04,2024-03-04,,-466.7,USD,H,,Open,2024-04-25
VEND413,DE01,POINV00021074,1,2024-03-04,2024-03-04,,-376.59,EUR,H,,Open,2024-04-20
VEND229,US01,POINV00021075,1,2024-03-04,2024-03-04,2024-03-18,-481.78,USD,H,VPAY00021076,Cleared,2024-05-01
VEND229,US01,VPAY00021076,1,2024-03-18,2024-03-18,2024-03-18,481.78,USD,S,POINV00021075,Cleared,
VEND291,US01,POINV00021077,1,2024-03-04,2024-03-04,,-1014.0,USD,H,,Open,2024-04-23
VEND060,DE01,POINV00021078,1,2024-03-04,2024-03-04,,-770.42,EUR,H,,Open,2024-05-01
VEND421,IN01,POINV00021079,1,2024-03-04,2024-03-04,,-1402.08,INR,H,,Open,2024-04-21
VEND226,DE01,POINV00021080,1,2024-03-05,2024-03-05,,-403.74,EUR,H,,Open,2024-04-19
VEND360,DE01,POINV00021081,1,2024-03-05,2024-03-05,,-949.87,EUR,H,,Open,2024-04-22
VEND444,IN01,POINV00021082,1,2024-03-05,2024-03-05,,-855.7,INR,H,,Open,2024-04-27
VEND458,DE01,POINV00021083,1,2024-03-05,2024-03-05,,-1598.32,EUR,H,,Open,2024-04-23
VEND259,DE01,POINV00021084,1,2024-03-05,2024-03-05,2024-03-21,-1002.7,EUR,H,VPAY00021085,Cleared,2024-04-20
VEND259,DE01,VPAY00021085,1,2024-03-21,2024-03-21,2024-03-21,1002.7,EUR,S,POINV00021084,Cleared,
VEND448,IN01,POINV00021086,1,2024-03-05,2024-03-05,2024-03-18,-1035.07,INR,H,VPAY00021087,Cleared,2024-04-21
VEND448,IN01,VPAY00021087,1,2024-03-18,2024-03-18,2024-03-18,1035.07,INR,S,POINV00021086,Cleared,
VEND401,US01,POINV00021088,1,2024-03-05,2024-03-05,,-608.68,USD,H,,Open,2024-04-19
VEND383,IN01,POINV00021089,1,2024-03-05,2024-03-05,,-1067.76,INR,H,,Open,2024-04-19
VEND128,DE01,POINV00021090,1,2024-03-05,2024-03-05,2024-03-16,-913.7,EUR,H,VPAY00021091,Cleared,2024-05-01
VEND128,DE01,VPAY00021091,1,2024-03-16,2024-03-16,2024-03-16,913.7,EUR,S,POINV00021090,Cleared,
VEND011,DE01,POINV00021092,1,2024-03-05,2024-03-05,2024-03-31,-1016.84,EUR,H,VPAY00021093,Cleared,2024-04-27
VEND011,DE01,VPAY00021093,1,2024-03-31,2024-03-31,2024-03-31,1016.84,EUR,S,POINV00021092,Cleared,
VEND461,US01,POINV00021094,1,2024-03-05,2024-03-05,,-575.66,USD,H,,Open,2024-04-20
VEND078,IN01,POINV00021095,1,2024-03-05,2024-03-05,,-758.15,INR,H,,Open,2024-04-20
VEND347,US01,POINV00021096,1,2024-03-05,2024-03-05,,-1233.29,USD,H,,Open,2024-05-03
VEND223,US01,POINV00021097,1,2024-03-05,2024-03-05,,-731.53,USD,H,,Open,2024-04-20
VEND194,IN01,POINV00021098,1,2024-03-05,2024-03-05,,-1015.57,INR,H,,Open,2024-04-28
VEND181,US01,POINV00021099,1,2024-03-05,2024-03-05,,-724.97,USD,H,,Open,2024-04-30
VEND213,US01,POINV00021100,1,2024-03-05,2024-03-05,2024-03-19,-579.57,USD,H,VPAY00021101,Cleared,2024-05-03
VEND213,US01,VPAY00021101,1,2024-03-19,2024-03-19,2024-03-19,579.57,USD,S,POINV00021100,Cleared,
VEND229,DE01,POINV00021102,1,2024-03-05,2024-03-05,2024-03-27,-631.88,EUR,H,VPAY00021103,Cleared,2024-05-03
VEND229,DE01,VPAY00021103,1,2024-03-27,2024-03-27,2024-03-27,631.88,EUR,S,POINV00021102,Cleared,
VEND277,DE01,POINV00021104,1,2024-03-05,2024-03-05,2024-03-19,-636.03,EUR,H,VPAY00021105,Cleared,2024-04-19
VEND277,DE01,VPAY00021105,1,2024-03-19,2024-03-19,2024-03-19,636.03,EUR,S,POINV00021104,Cleared,
VEND263,US01,POINV00021106,1,2024-03-05,2024-03-05,,-1003.7,USD,H,,Open,2024-04-22
VEND339,US01,POINV00021107,1,2024-03-05,2024-03-05,2024-03-30,-957.75,USD,H,VPAY00021108,Cleared,2024-04-30
VEND339,US01,VPAY00021108,1,2024-03-30,2024-03-30,2024-03-30,957.75,USD,S,POINV00021107,Cleared,
VEND234,DE01,POINV00021109,1,2024-03-05,2024-03-05,,-1016.84,EUR,H,,Open,2024-04-20
VEND219,IN01,POINV00021110,1,2024-03-05,2024-03-05,,-731.89,INR,H,,Open,2024-04-22
VEND124,IN01,POINV00021111,1,2024-03-05,2024-03-05,2024-03-11,-1187.48,INR,H,VPAY00021112,Cleared,2024-05-01
VEND124,IN01,VPAY00021112,1,2024-03-11,2024-03-11,2024-03-11,1187.48,INR,S,POINV00021111,Cleared,
VEND380,DE01,POINV00021113,1,2024-03-05,2024-03-05,,-1208.33,EUR,H,,Open,2024-05-02
VEND048,IN01,POINV00021114,1,2024-03-05,2024-03-05,2024-03-25,-920.16,INR,H,VPAY00021115,Cleared,2024-05-01
VEND048,IN01,VPAY00021115,1,2024-03-25,2024-03-25,2024-03-25,920.16,INR,S,POINV00021114,Cleared,
VEND104,DE01,POINV00021116,1,2024-03-05,2024-03-05,,-953.56,EUR,H,,Open,2024-04-24
VEND164,DE01,POINV00021117,1,2024-03-05,2024-03-05,,-86.05,EUR,H,,Open,2024-04-29
VEND321,DE01,POINV00021118,1,2024-03-05,2024-03-05,,-924.61,EUR,H,,Open,2024-05-02
VEND359,IN01,POINV00021119,1,2024-03-05,2024-03-05,,-549.64,INR,H,,Open,2024-04-30
VEND466,US01,POINV00021120,1,2024-03-05,2024-03-05,2024-03-28,-801.85,USD,H,VPAY00021121,Cleared,2024-05-01
VEND466,US01,VPAY00021121,1,2024-03-28,2024-03-28,2024-03-28,801.85,USD,S,POINV00021120,Cleared,
VEND383,DE01,POINV00021122,1,2024-03-05,2024-03-05,,-677.29,EUR,H,,Open,2024-04-29
VEND321,DE01,POINV00021123,1,2024-03-05,2024-03-05,,-446.4,EUR,H,,Open,2024-04-22
VEND290,DE01,POINV00021124,1,2024-03-05,2024-03-05,2024-03-31,-1031.43,EUR,H,VPAY00021125,Cleared,2024-04-28
VEND290,DE01,VPAY00021125,1,2024-03-31,2024-03-31,2024-03-31,1031.43,EUR,S,POINV00021124,Cleared,
VEND050,US01,POINV00021126,1,2024-03-05,2024-03-05,2024-03-27,-910.82,USD,H,VPAY00021127,Cleared,2024-04-30
VEND050,US01,VPAY00021127,1,2024-03-27,2024-03-27,2024-03-27,910.82,USD,S,POINV00021126,Cleared,
VEND479,US01,POINV00021128,1,2024-03-05,2024-03-05,,-672.01,USD,H,,Open,2024-04-23
VEND106,IN01,POINV00021129,1,2024-03-05,2024-03-05,,-883.54,INR,H,,Open,2024-04-19
VEND303,DE01,POINV00021130,1,2024-03-05,2024-03-05,,-328.31,EUR,H,,Open,2024-04-20
VEND216,IN01,POINV00021131,1,2024-03-05,2024-03-05,,-915.73,INR,H,,Open,2024-05-04
VEND368,DE01,POINV00021132,1,2024-03-05,2024-03-05,,-882.2,EUR,H,,Open,2024-04-20
VEND492,IN01,POINV00021133,1,2024-03-05,2024-03-05,,-732.21,INR,H,,Open,2024-04-25
VEND115,IN01,POINV00021134,1,2024-03-05,2024-03-05,,-939.13,INR,H,,Open,2024-04-26
VEND476,IN01,POINV00021135,1,2024-03-05,2024-03-05,2024-03-23,-1399.85,INR,H,VPAY00021136,Cleared,2024-04-25
VEND476,IN01,VPAY00021136,1,2024-03-23,2024-03-23,2024-03-23,1399.85,INR,S,POINV00021135,Cleared,
VEND320,DE01,POINV00021137,1,2024-03-05,2024-03-05,,-827.71,EUR,H,,Open,2024-04-24
VEND055,DE01,POINV00021138,1,2024-03-05,2024-03-05,,-741.95,EUR,H,,Open,2024-04-28
VEND341,DE01,POINV00021139,1,2024-03-05,2024-03-05,2024-03-14,-863.76,EUR,H,VPAY00021140,Cleared,2024-04-25
VEND341,DE01,VPAY00021140,1,2024-03-14,2024-03-14,2024-03-14,863.76,EUR,S,POINV00021139,Cleared,
VEND033,DE01,POINV00021141,1,2024-03-05,2024-03-05,,-711.71,EUR,H,,Open,2024-04-30
VEND210,IN01,POINV00021142,1,2024-03-05,2024-03-05,,-1129.09,INR,H,,Open,2024-04-23
VEND451,DE01,POINV00021143,1,2024-03-05,2024-03-05,2024-03-26,-1232.26,EUR,H,VPAY00021144,Cleared,2024-04-28
VEND451,DE01,VPAY00021144,1,2024-03-26,2024-03-26,2024-03-26,1232.26,EUR,S,POINV00021143,Cleared,
VEND055,IN01,POINV00021145,1,2024-03-05,2024-03-05,,-1157.13,INR,H,,Open,2024-04-24
VEND119,US01,POINV00021146,1,2024-03-05,2024-03-05,,-775.14,USD,H,,Open,2024-04-20
VEND225,DE01,POINV00021147,1,2024-03-05,2024-03-05,,-1027.65,EUR,H,,Open,2024-04-25
VEND136,DE01,POINV00021148,1,2024-03-05,2024-03-05,2024-03-26,-713.24,EUR,H,VPAY00021149,Cleared,2024-05-01
VEND136,DE01,VPAY00021149,1,2024-03-26,2024-03-26,2024-03-26,713.24,EUR,S,POINV00021148,Cleared,
VEND084,US01,POINV00021150,1,2024-03-05,2024-03-05,2024-03-11,-589.9,USD,H,VPAY00021151,Cleared,2024-04-24
VEND084,US01,VPAY00021151,1,2024-03-11,2024-03-11,2024-03-11,589.9,USD,S,POINV00021150,Cleared,
VEND302,DE01,POINV00021152,1,2024-03-05,2024-03-05,2024-03-28,-683.41,EUR,H,VPAY00021153,Cleared,2024-05-01
VEND302,DE01,VPAY00021153,1,2024-03-28,2024-03-28,2024-03-28,683.41,EUR,S,POINV00021152,Cleared,
VEND480,US01,POINV00021154,1,2024-03-06,2024-03-06,,-914.37,USD,H,,Open,2024-04-24
VEND203,US01,POINV00021155,1,2024-03-06,2024-03-06,,-940.24,USD,H,,Open,2024-04-20
VEND111,IN01,POINV00021156,1,2024-03-06,2024-03-06,2024-03-11,-724.94,INR,H,VPAY00021157,Cleared,2024-04-21
VEND111,IN01,VPAY00021157,1,2024-03-11,2024-03-11,2024-03-11,724.94,INR,S,POINV00021156,Cleared,
VEND108,IN01,POINV00021158,1,2024-03-06,2024-03-06,,-1091.03,INR,H,,Open,2024-05-01
VEND434,US01,POINV00021159,1,2024-03-06,2024-03-06,,-442.07,USD,H,,Open,2024-04-24
VEND350,DE01,POINV00021160,1,2024-03-06,2024-03-06,,-766.58,EUR,H,,Open,2024-05-02
VEND330,US01,POINV00021161,1,2024-03-06,2024-03-06,,-502.84,USD,H,,Open,2024-05-01
VEND223,US01,POINV00021162,1,2024-03-06,2024-03-06,,-874.32,USD,H,,Open,2024-05-04
VEND291,DE01,POINV00021163,1,2024-03-06,2024-03-06,,-755.98,EUR,H,,Open,2024-04-29
VEND391,US01,POINV00021164,1,2024-03-06,2024-03-06,,-712.96,USD,H,,Open,2024-04-22
VEND015,IN01,POINV00021165,1,2024-03-06,2024-03-06,,-897.07,INR,H,,Open,2024-04-30
VEND207,US01,POINV00021166,1,2024-03-06,2024-03-06,,-459.6,USD,H,,Open,2024-04-23
VEND126,IN01,POINV00021167,1,2024-03-06,2024-03-06,,-495.32,INR,H,,Open,2024-05-03
VEND279,US01,POINV00021168,1,2024-03-06,2024-03-06,2024-03-23,-688.72,USD,H,VPAY00021169,Cleared,2024-04-25
VEND279,US01,VPAY00021169,1,2024-03-23,2024-03-23,2024-03-23,688.72,USD,S,POINV00021168,Cleared,
VEND381,DE01,POINV00021170,1,2024-03-06,2024-03-06,,-824.12,EUR,H,,Open,2024-04-28
VEND041,US01,POINV00021171,1,2024-03-06,2024-03-06,,-1197.25,USD,H,,Open,2024-04-25
VEND050,US01,POINV00021172,1,2024-03-06,2024-03-06,,-140.84,USD,H,,Open,2024-05-04
VEND483,US01,POINV00021173,1,2024-03-06,2024-03-06,,-816.08,USD,H,,Open,2024-04-20
VEND043,DE01,POINV00021174,1,2024-03-06,2024-03-06,,-828.03,EUR,H,,Open,2024-04-28
VEND246,US01,POINV00021175,1,2024-03-06,2024-03-06,2024-03-18,-528.75,USD,H,VPAY00021176,Cleared,2024-05-04
VEND246,US01,VPAY00021176,1,2024-03-18,2024-03-18,2024-03-18,528.75,USD,S,POINV00021175,Cleared,
VEND097,US01,POINV00021177,1,2024-03-06,2024-03-06,2024-03-14,-692.15,USD,H,VPAY00021178,Cleared,2024-04-30
VEND097,US01,VPAY00021178,1,2024-03-14,2024-03-14,2024-03-14,692.15,USD,S,POINV00021177,Cleared,
VEND128,US01,POINV00021179,1,2024-03-06,2024-03-06,,-1107.42,USD,H,,Open,2024-04-22
VEND164,US01,POINV00021180,1,2024-03-06,2024-03-06,,-794.52,USD,H,,Open,2024-04-27
VEND344,IN01,POINV00021181,1,2024-03-06,2024-03-06,,-949.88,INR,H,,Open,2024-04-27
VEND225,IN01,POINV00021182,1,2024-03-06,2024-03-06,,-603.08,INR,H,,Open,2024-04-29
VEND402,DE01,POINV00021183,1,2024-03-06,2024-03-06,,-792.25,EUR,H,,Open,2024-04-22
VEND121,IN01,POINV00021184,1,2024-03-06,2024-03-06,,-803.93,INR,H,,Open,2024-04-22
VEND461,US01,POINV00021185,1,2024-03-06,2024-03-06,,-979.28,USD,H,,Open,2024-04-23
VEND480,DE01,POINV00021186,1,2024-03-06,2024-03-06,,-676.16,EUR,H,,Open,2024-04-21
VEND342,IN01,POINV00021187,1,2024-03-06,2024-03-06,,-851.02,INR,H,,Open,2024-05-01
VEND071,US01,POINV00021188,1,2024-03-06,2024-03-06,2024-03-17,-1210.61,USD,H,VPAY00021189,Cleared,2024-04-25
VEND071,US01,VPAY00021189,1,2024-03-17,2024-03-17,2024-03-17,1210.61,USD,S,POINV00021188,Cleared,
VEND451,DE01,POINV00021190,1,2024-03-06,2024-03-06,,-928.71,EUR,H,,Open,2024-05-02
VEND121,DE01,POINV00021191,1,2024-03-06,2024-03-06,,-641.02,EUR,H,,Open,2024-04-24
VEND400,US01,POINV00021192,1,2024-03-06,2024-03-06,2024-03-13,-996.39,USD,H,VPAY00021193,Cleared,2024-05-05
VEND400,US01,VPAY00021193,1,2024-03-13,2024-03-13,2024-03-13,996.39,USD,S,POINV00021192,Cleared,
VEND445,IN01,POINV00021194,1,2024-03-06,2024-03-06,,-965.75,INR,H,,Open,2024-04-24
VEND186,IN01,POINV00021195,1,2024-03-06,2024-03-06,,-871.05,INR,H,,Open,2024-05-04
VEND398,IN01,POINV00021196,1,2024-03-06,2024-03-06,2024-03-16,-481.16,INR,H,VPAY00021197,Cleared,2024-05-01
VEND398,IN01,VPAY00021197,1,2024-03-16,2024-03-16,2024-03-16,481.16,INR,S,POINV00021196,Cleared,
VEND030,IN01,POINV00021198,1,2024-03-06,2024-03-06,,-1025.05,INR,H,,Open,2024-04-26
VEND424,DE01,POINV00021199,1,2024-03-06,2024-03-06,,-1287.05,EUR,H,,Open,2024-04-22
VEND388,US01,POINV00021200,1,2024-03-06,2024-03-06,2024-03-11,-842.02,USD,H,VPAY00021201,Cleared,2024-04-24
VEND388,US01,VPAY00021201,1,2024-03-11,2024-03-11,2024-03-11,842.02,USD,S,POINV00021200,Cleared,
VEND382,IN01,POINV00021202,1,2024-03-06,2024-03-06,,-1079.54,INR,H,,Open,2024-04-25
VEND269,US01,POINV00021203,1,2024-03-06,2024-03-06,,-1197.79,USD,H,,Open,2024-04-30
VEND258,DE01,POINV00021204,1,2024-03-06,2024-03-06,,-547.29,EUR,H,,Open,2024-04-23
VEND066,US01,POINV00021205,1,2024-03-06,2024-03-06,2024-03-19,-811.04,USD,H,VPAY00021206,Cleared,2024-04-29
VEND066,US01,VPAY00021206,1,2024-03-19,2024-03-19,2024-03-19,811.04,USD,S,POINV00021205,Cleared,
VEND263,IN01,POINV00021207,1,2024-03-06,2024-03-06,2024-03-30,-987.27,INR,H,VPAY00021208,Cleared,2024-04-27
VEND263,IN01,VPAY00021208,1,2024-03-30,2024-03-30,2024-03-30,987.27,INR,S,POINV00021207,Cleared,
VEND359,US01,POINV00021209,1,2024-03-06,2024-03-06,2024-03-12,-697.79,USD,H,VPAY00021210,Cleared,2024-04-27
VEND359,US01,VPAY00021210,1,2024-03-12,2024-03-12,2024-03-12,697.79,USD,S,POINV00021209,Cleared,
VEND190,IN01,POINV00021211,1,2024-03-06,2024-03-06,,-856.81,INR,H,,Open,2024-04-22
VEND163,US01,POINV00021212,1,2024-03-06,2024-03-06,,-633.18,USD,H,,Open,2024-05-04
VEND260,DE01,POINV00021213,1,2024-03-06,2024-03-06,2024-03-24,-1521.67,EUR,H,VPAY00021214,Cleared,2024-04-27
VEND260,DE01,VPAY00021214,1,2024-03-24,2024-03-24,2024-03-24,1521.67,EUR,S,POINV00021213,Cleared,
VEND253,DE01,POINV00021215,1,2024-03-06,2024-03-06,,-666.75,EUR,H,,Open,2024-04-26
VEND104,US01,POINV00021216,1,2024-03-06,2024-03-06,2024-03-12,-233.02,USD,H,VPAY00021217,Cleared,2024-04-29
VEND104,US01,VPAY00021217,1,2024-03-12,2024-03-12,2024-03-12,233.02,USD,S,POINV00021216,Cleared,
VEND379,DE01,POINV00021218,1,2024-03-06,2024-03-06,2024-03-23,-896.81,EUR,H,VPAY00021219,Cleared,2024-04-22
VEND379,DE01,VPAY00021219,1,2024-03-23,2024-03-23,2024-03-23,896.81,EUR,S,POINV00021218,Cleared,
VEND043,US01,POINV00021220,1,2024-03-06,2024-03-06,,-772.84,USD,H,,Open,2024-05-03
VEND337,US01,POINV00021221,1,2024-03-06,2024-03-06,2024-03-21,-1007.73,USD,H,VPAY00021222,Cleared,2024-04-21
VEND337,US01,VPAY00021222,1,2024-03-21,2024-03-21,2024-03-21,1007.73,USD,S,POINV00021221,Cleared,
VEND157,US01,POINV00021223,1,2024-03-06,2024-03-06,,-856.55,USD,H,,Open,2024-04-28
VEND459,DE01,POINV00021224,1,2024-03-07,2024-03-07,,-953.03,EUR,H,,Open,2024-04-23
VEND013,US01,POINV00021225,1,2024-03-07,2024-03-07,,-643.19,USD,H,,Open,2024-04-29
VEND447,IN01,POINV00021226,1,2024-03-07,2024-03-07,,-718.28,INR,H,,Open,2024-05-02
VEND044,DE01,POINV00021227,1,2024-03-07,2024-03-07,2024-03-29,-721.92,EUR,H,VPAY00021228,Cleared,2024-04-29
VEND044,DE01,VPAY00021228,1,2024-03-29,2024-03-29,2024-03-29,721.92,EUR,S,POINV00021227,Cleared,
VEND353,IN01,POINV00021229,1,2024-03-07,2024-03-07,,-1207.04,INR,H,,Open,2024-05-06
VEND064,US01,POINV00021230,1,2024-03-07,2024-03-07,2024-03-28,-980.72,USD,H,VPAY00021231,Cleared,2024-04-24
VEND064,US01,VPAY00021231,1,2024-03-28,2024-03-28,2024-03-28,980.72,USD,S,POINV00021230,Cleared,
VEND274,IN01,POINV00021232,1,2024-03-07,2024-03-07,2024-03-25,-775.63,INR,H,VPAY00021233,Cleared,2024-05-01
VEND274,IN01,VPAY00021233,1,2024-03-25,2024-03-25,2024-03-25,775.63,INR,S,POINV00021232,Cleared,
VEND255,US01,POINV00021234,1,2024-03-07,2024-03-07,2024-03-27,-1281.82,USD,H,VPAY00021235,Cleared,2024-04-27
VEND255,US01,VPAY00021235,1,2024-03-27,2024-03-27,2024-03-27,1281.82,USD,S,POINV00021234,Cleared,
VEND054,US01,POINV00021236,1,2024-03-07,2024-03-07,2024-03-25,-1396.52,USD,H,VPAY00021237,Cleared,2024-04-29
VEND054,US01,VPAY00021237,1,2024-03-25,2024-03-25,2024-03-25,1396.52,USD,S,POINV00021236,Cleared,
VEND317,IN01,POINV00021238,1,2024-03-07,2024-03-07,,-512.84,INR,H,,Open,2024-04-27
VEND468,DE01,POINV00021239,1,2024-03-07,2024-03-07,,-757.93,EUR,H,,Open,2024-05-06
VEND300,IN01,POINV00021240,1,2024-03-07,2024-03-07,,-351.1,INR,H,,Open,2024-04-28
VEND496,DE01,POINV00021241,1,2024-03-07,2024-03-07,2024-03-16,-813.78,EUR,H,VPAY00021242,Cleared,2024-04-28
VEND496,DE01,VPAY00021242,1,2024-03-16,2024-03-16,2024-03-16,813.78,EUR,S,POINV00021241,Cleared,
VEND356,IN01,POINV00021243,1,2024-03-07,2024-03-07,,-1285.16,INR,H,,Open,2024-04-27
VEND172,DE01,POINV00021244,1,2024-03-07,2024-03-07,,-939.85,EUR,H,,Open,2024-05-06
VEND357,US01,POINV00021245,1,2024-03-07,2024-03-07,,-607.34,USD,H,,Open,2024-04-21
VEND160,IN01,POINV00021246,1,2024-03-07,2024-03-07,2024-03-16,-947.81,INR,H,VPAY00021247,Cleared,2024-04-30
VEND160,IN01,VPAY00021247,1,2024-03-16,2024-03-16,2024-03-16,947.81,INR,S,POINV00021246,Cleared,
VEND420,DE01,POINV00021248,1,2024-03-07,2024-03-07,2024-03-20,-554.68,EUR,H,VPAY00021249,Cleared,2024-04-28
VEND420,DE01,VPAY00021249,1,2024-03-20,2024-03-20,2024-03-20,554.68,EUR,S,POINV00021248,Cleared,
VEND460,DE01,POINV00021250,1,2024-03-07,2024-03-07,,-1036.03,EUR,H,,Open,2024-04-22
VEND220,DE01,POINV00021251,1,2024-03-07,2024-03-07,,-295.3,EUR,H,,Open,2024-04-29
VEND339,IN01,POINV00021252,1,2024-03-07,2024-03-07,,-914.72,INR,H,,Open,2024-04-26
VEND387,IN01,POINV00021253,1,2024-03-07,2024-03-07,,-802.11,INR,H,,Open,2024-05-06
VEND023,US01,POINV00021254,1,2024-03-07,2024-03-07,2024-03-22,-477.75,USD,H,VPAY00021255,Cleared,2024-04-24
VEND023,US01,VPAY00021255,1,2024-03-22,2024-03-22,2024-03-22,477.75,USD,S,POINV00021254,Cleared,
VEND074,DE01,POINV00021256,1,2024-03-07,2024-03-07,2024-03-12,-452.21,EUR,H,VPAY00021257,Cleared,2024-05-03
VEND074,DE01,VPAY00021257,1,2024-03-12,2024-03-12,2024-03-12,452.21,EUR,S,POINV00021256,Cleared,
VEND197,DE01,POINV00021258,1,2024-03-07,2024-03-07,2024-03-29,-823.1,EUR,H,VPAY00021259,Cleared,2024-04-27
VEND197,DE01,VPAY00021259,1,2024-03-29,2024-03-29,2024-03-29,823.1,EUR,S,POINV00021258,Cleared,
VEND402,DE01,POINV00021260,1,2024-03-07,2024-03-07,2024-03-15,-1128.03,EUR,H,VPAY00021261,Cleared,2024-04-25
VEND402,DE01,VPAY00021261,1,2024-03-15,2024-03-15,2024-03-15,1128.03,EUR,S,POINV00021260,Cleared,
VEND489,DE01,POINV00021262,1,2024-03-07,2024-03-07,,-796.23,EUR,H,,Open,2024-05-01
VEND012,US01,POINV00021263,1,2024-03-07,2024-03-07,,-949.7,USD,H,,Open,2024-05-06
VEND036,US01,POINV00021264,1,2024-03-07,2024-03-07,,-1256.63,USD,H,,Open,2024-04-25
VEND290,IN01,POINV00021265,1,2024-03-07,2024-03-07,,-452.51,INR,H,,Open,2024-04-29
VEND059,IN01,POINV00021266,1,2024-03-07,2024-03-07,,-799.08,INR,H,,Open,2024-04-21
VEND029,DE01,POINV00021267,1,2024-03-07,2024-03-07,2024-03-15,-1380.81,EUR,H,VPAY00021268,Cleared,2024-05-03
VEND029,DE01,VPAY00021268,1,2024-03-15,2024-03-15,2024-03-15,1380.81,EUR,S,POINV00021267,Cleared,
VEND175,IN01,POINV00021269,1,2024-03-07,2024-03-07,2024-03-24,-644.53,INR,H,VPAY00021270,Cleared,2024-04-30
VEND175,IN01,VPAY00021270,1,2024-03-24,2024-03-24,2024-03-24,644.53,INR,S,POINV00021269,Cleared,
VEND235,DE01,POINV00021271,1,2024-03-07,2024-03-07,,-580.21,EUR,H,,Open,2024-05-03
VEND188,DE01,POINV00021272,1,2024-03-07,2024-03-07,,-1042.83,EUR,H,,Open,2024-05-05
VEND345,IN01,POINV00021273,1,2024-03-07,2024-03-07,2024-03-21,-1262.53,INR,H,VPAY00021274,Cleared,2024-05-04
