material_number,plant,valuation_type,valuation_area,standard_price,moving_average_price,total_stock,total_value_stock,last_update_date
MAT0001044,PL03,,PL03,28.89,29.38,602.0,17686.76,2024-03-12
MAT0001045,PL02,,PL02,10.0,10.42,490.0,5105.8,2024-03-17
MAT0001046,PL02,,PL02,10.0,9.88,409.0,4040.92,2024-03-30
MAT0001047,PL03,,PL03,11.59,11.33,412.0,4667.96,2024-03-14
MAT0001048,PL01,,PL01,19.97,19.41,635.0,12325.35,2024-03-03
MAT0001049,PL01,,PL01,17.41,17.83,609.0,10858.47,2024-03-31
MAT0001050,PL01,,PL01,38.66,38.97,780.0,30396.6,2024-03-26
MAT0001051,PL02,,PL02,10.0,10.01,389.0,3893.89,2024-03-24
MAT0001052,PL03,,PL03,16.21,16.68,336.0,5604.48,2024-03-30
MAT0001053,PL02,,PL02,46.09,46.94,729.0,34219.26,2024-03-23
MAT0001054,PL03,,PL03,19.57,18.94,695.0,13163.3,2024-03-09
MAT0001055,PL02,,PL02,10.0,10.38,327.0,3394.26,2024-03-23
MAT0001056,PL01,,PL01,10.0,9.61,846.0,8130.06,2024-03-03
MAT0001057,PL02,,PL02,11.9,12.21,600.0,7326.0,2024-03-16
MAT0001058,PL02,,PL02,20.75,21.65,297.0,6430.05,2024-03-10
MAT0001059,PL01,,PL01,25.91,25.43,723.0,18385.89,2024-03-30
MAT0001060,PL02,,PL02,23.28,24.11,436.0,10511.96,2024-03-29
MAT0001061,PL02,,PL02,10.0,10.5,837.0,8788.5,2024-03-15
MAT0001062,PL01,,PL01,10.51,10.7,438.0,4686.6,2024-03-27
MAT0001063,PL02,,PL02,17.25,16.95,367.0,6220.65,2024-03-28
MAT0001064,PL03,,PL03,52.41,50.36,497.0,25028.92,2024-03-13
MAT0001065,PL03,,PL03,14.77,14.43,503.0,7258.29,2024-03-19
MAT0001066,PL03,,PL03,57.87,56.52,262.0,14808.24,2024-03-19
MAT0001067,PL01,,PL01,10.0,10.3,257.0,2647.1,2024-03-02
MAT0001068,PL02,,PL02,26.18,26.44,346.0,9148.24,2024-03-12
MAT0001069,PL01,,PL01,10.0,10.41,191.0,1988.31,2024-03-05
MAT0001070,PL03,,PL03,40.35,41.53,408.0,16944.24,2024-03-18
MAT0001071,PL02,,PL02,15.88,15.46,373.0,5766.58,2024-03-13
MAT0001072,PL01,,PL01,10.0,9.81,548.0,5375.88,2024-03-28
MAT0001073,PL02,,PL02,10.0,9.52,472.0,4493.44,2024-03-15
MAT0001074,PL03,,PL03,49.93,50.89,279.0,14198.31,2024-03-22
MAT0001075,PL01,,PL01,10.0,10.17,664.0,6752.88,2024-03-13
MAT0001076,PL03,,PL03,10.0,10.31,287.0,2958.97,2024-03-30
MAT0001077,PL02,,PL02,28.68,27.98,714.0,19977.72,2024-03-09
MAT0001078,PL03,,PL03,22.96,22.33,0.0,0.0,2024-03-29
MAT0001079,PL03,,PL03,27.69,27.7,291.0,8060.7,2024-03-21
MAT0001080,PL01,,PL01,10.0,9.99,432.0,4315.68,2024-03-05
MAT0001081,PL02,,PL02,110.74,108.01,346.0,37371.46,2024-03-22
MAT0001082,PL03,,PL03,32.77,33.92,681.0,23099.52,2024-03-29
MAT0001083,PL03,,PL03,10.0,10.08,570.0,5745.6,2024-03-11
MAT0001084,PL01,,PL01,23.34,23.51,657.0,15446.07,2024-03-08
MAT0001085,PL01,,PL01,29.47,28.4,190.0,5396.0,2024-03-22
MAT0001086,PL03,,PL03,33.31,33.67,504.0,16969.68,2024-03-21
MAT0001087,PL01,,PL01,10.44,10.19,614.0,6256.66,2024-03-02
MAT0001088,PL01,,PL01,10.88,10.53,984.0,10361.52,2024-03-28
MAT0001089,PL03,,PL03,10.97,11.1,355.0,3940.5,2024-03-25
MAT0001090,PL01,,PL01,10.0,10.13,611.0,6189.43,2024-03-04
MAT0001091,PL01,,PL01,10.0,10.43,616.0,6424.88,2024-03-21
MAT0001092,PL03,,PL03,10.0,9.72,288.0,2799.36,2024-03-13
MAT0001093,PL03,,PL03,10.0,9.78,507.0,4958.46,2024-03-27
MAT0001094,PL01,,PL01,11.06,11.53,277.0,3193.81,2024-03-26
MAT0001095,PL03,,PL03,11.05,10.89,539.0,5869.71,2024-03-01
MAT0001096,PL02,,PL02,10.0,9.58,205.0,1963.9,2024-03-31
MAT0001097,PL01,,PL01,13.58,13.29,595.0,7907.55,2024-03-30
MAT0001098,PL01,,PL01,10.0,10.5,233.0,2446.5,2024-03-02
MAT0001099,PL01,,PL01,10.0,9.88,765.0,7558.2,2024-03-01
MAT0001100,PL02,,PL02,39.49,39.68,540.0,21427.2,2024-03-02
MAT0001101,PL02,,PL02,10.0,9.67,249.0,2407.83,2024-03-30
MAT0001102,PL02,,PL02,10.0,9.85,447.0,4402.95,2024-03-02
MAT0001103,PL03,,PL03,10.0,9.57,421.0,4028.97,2024-03-12
MAT0001104,PL02,,PL02,10.38,9.93,389.0,3862.77,2024-03-02
MAT0001105,PL03,,PL03,39.82,40.32,479.0,19313.28,2024-03-03
MAT0001106,PL02,,PL02,15.01,14.69,1005.0,14763.45,2024-03-01
MAT0001107,PL02,,PL02,26.34,27.09,760.0,20588.4,2024-03-07
MAT0001108,PL01,,PL01,18.74,19.19,160.0,3070.4,2024-03-29
MAT0001109,PL03,,PL03,13.16,13.38,68.0,909.84,2024-03-12
MAT0001110,PL01,,PL01,11.27,11.57,480.0,5553.6,2024-03-21
MAT0001111,PL03,,PL03,31.2,30.15,30.0,904.5,2024-03-05
MAT0001112,PL03,,PL03,18.58,18.42,409.0,7533.78,2024-03-08
MAT0001113,PL03,,PL03,17.67,17.08,539.0,9206.12,2024-03-12
MAT0001114,PL01,,PL01,12.31,11.98,212.0,2539.76,2024-03-12
MAT0001115,PL03,,PL03,17.13,17.91,873.0,15635.43,2024-03-11
MAT0001116,PL01,,PL01,10.0,9.64,0.0,0.0,2024-03-28
MAT0001117,PL01,,PL01,12.69,12.61,547.0,6897.67,2024-03-08
MAT0001118,PL03,,PL03,29.35,30.39,502.0,15255.78,2024-03-29
MAT0001119,PL01,,PL01,10.0,10.35,392.0,4057.2,2024-03-06
MAT0001120,PL02,,PL02,10.0,9.73,683.0,6645.59,2024-03-06
MAT0001121,PL03,,PL03,10.0,9.8,547.0,5360.6,2024-03-05
MAT0001122,PL02,,PL02,101.93,102.12,549.0,56063.88,2024-03-15
MAT0001123,PL01,,PL01,10.0,9.88,574.0,5671.12,2024-03-30
MAT0001124,PL03,,PL03,14.95,15.56,665.0,10347.4,2024-03-26
MAT0001125,PL01,,PL01,10.0,10.23,635.0,6496.05,2024-03-20
MAT0001126,PL02,,PL02,10.0,9.89,576.0,5696.64,2024-03-20
MAT0001127,PL01,,PL01,20.31,20.04,494.0,9899.76,2024-03-16
MAT0001128,PL03,,PL03,45.21,45.8,315.0,14427.0,2024-03-31
MAT0001129,PL02,,PL02,52.21,52.73,676.0,35645.48,2024-03-31
MAT0001130,PL02,,PL02,10.0,9.79,739.0,7234.81,2024-03-21
MAT0001131,PL01,,PL01,49.49,50.84,515.0,26182.6,2024-03-24
MAT0001132,PL01,,PL01,26.21,26.98,576.0,15540.48,2024-03-19
MAT0001133,PL01,,PL01,24.7,24.62,968.0,23832.16,2024-03-05
MAT0001134,PL03,,PL03,10.0,10.0,640.0,6400.0,2024-03-09
MAT0001135,PL01,,PL01,10.0,9.65,499.0,4815.35,2024-03-28
MAT0001136,PL03,,PL03,10.1,10.0,797.0,7970.0,2024-03-24
MAT0001137,PL03,,PL03,92.82,91.86,401.0,36835.86,2024-03-03
MAT0001138,PL01,,PL01,10.0,10.35,944.0,9770.4,2024-03-13
MAT0001139,PL02,,PL02,10.0,10.41,717.0,7463.97,2024-03-31
MAT0001140,PL03,,PL03,10.36,10.71,694.0,7432.74,2024-03-12
MAT0001141,PL03,,PL03,15.97,16.27,679.0,11047.33,2024-03-10
MAT0001142,PL03,,PL03,20.6,20.14,294.0,5921.16,2024-03-11
MAT0001143,PL03,,PL03,10.0,10.33,609.0,6290.97,2024-03-20
MAT0001144,PL03,,PL03,10.0,9.81,297.0,2913.57,2024-03-15
MAT0001145,PL01,,PL01,10.0,9.69,536.0,5193.84,2024-03-22
MAT0001146,PL02,,PL02,10.0,10.14,325.0,3295.5,2024-03-23
MAT0001147,PL02,,PL02,18.79,19.5,867.0,16906.5,2024-03-24
MAT0001148,PL03,,PL03,10.0,10.17,154.0,1566.18,2024-03-21
MAT0001149,PL03,,PL03,10.0,10.35,677.0,7006.95,2024-03-20
MAT0001150,PL03,,PL03,22.54,21.44,471.0,10098.24,2024-03-21
MAT0001151,PL03,,PL03,10.0,10.45,381.0,3981.45,2024-03-16
MAT0001152,PL02,,PL02,16.93,17.54,482.0,8454.28,2024-03-28
MAT0001153,PL03,,PL03,10.0,9.89,411.0,4064.79,2024-03-04
MAT0001154,PL01,,PL01,11.71,12.0,284.0,3408.0,2024-03-18
MAT0001155,PL01,,PL01,14.85,14.11,644.0,9086.84,2024-03-03
MAT0001156,PL02,,PL02,10.0,10.14,255.0,2585.7,2024-03-24
MAT0001157,PL01,,PL01,23.86,24.64,560.0,13798.4,2024-03-31
MAT0001158,PL03,,PL03,10.0,9.59,158.0,1515.22,2024-03-07
MAT0001159,PL03,,PL03,10.0,9.7,570.0,5529.0,2024-03-22
MAT0001160,PL02,,PL02,16.22,16.39,228.0,3736.92,2024-03-21
MAT0001161,PL01,,PL01,10.0,9.92,294.0,2916.48,2024-03-02
MAT0001162,PL03,,PL03,10.0,9.94,729.0,7246.26,2024-03-01
MAT0001163,PL03,,PL03,32.59,33.72,455.0,15342.6,2024-03-12
MAT0001164,PL01,,PL01,10.0,10.04,412.0,4136.48,2024-03-23
MAT0001165,PL01,,PL01,20.62,19.74,303.0,5981.22,2024-03-27
MAT0001166,PL01,,PL01,10.0,10.33,515.0,5319.95,2024-03-31
MAT0001167,PL03,,PL03,10.0,9.79,653.0,6392.87,2024-03-18
MAT0001168,PL02,,PL02,10.0,9.53,512.0,4879.36,2024-03-28
MAT0001169,PL03,,PL03,10.0,9.54,842.0,8032.68,2024-03-06
MAT0001170,PL01,,PL01,10.0,9.59,374.0,3586.66,2024-03-25
MAT0001171,PL01,,PL01,35.8,37.06,687.0,25460.22,2024-03-03
MAT0001172,PL01,,PL01,23.31,23.76,788.0,18722.88,2024-03-08
MAT0001173,PL02,,PL02,24.76,25.89,237.0,6135.93,2024-03-29
MAT0001174,PL03,,PL03,15.66,15.34,648.0,9940.32,2024-03-24
MAT0001175,PL01,,PL01,10.0,9.6,615.0,5904.0,2024-03-07
MAT0001176,PL02,,PL02,12.35,12.74,304.0,3872.96,2024-03-01
MAT0001177,PL01,,PL01,10.0,9.63,828.0,7973.64,2024-03-23
MAT0001178,PL02,,PL02,17.14,16.56,609.0,10085.04,2024-03-03
MAT0001179,PL02,,PL02,10.0,9.92,423.0,4196.16,2024-03-08
MAT0001180,PL01,,PL01,22.99,23.67,293.0,6935.31,2024-03-11
MAT0001181,PL01,,PL01,38.06,37.35,792.0,29581.2,2024-03-16
MAT0001182,PL03,,PL03,13.53,13.13,281.0,3689.53,2024-03-22
MAT0001183,PL02,,PL02,15.11,15.57,200.0,3114.0,2024-03-28
MAT0001184,PL02,,PL02,21.19,22.15,290.0,6423.5,2024-03-24
MAT0001185,PL03,,PL03,10.0,10.42,238.0,2479.96,2024-03-10
MAT0001186,PL01,,PL01,10.0,9.89,679.0,6715.31,2024-03-08
MAT0001187,PL02,,PL02,10.0,9.96,343.0,3416.28,2024-03-06
MAT0001188,PL03,,PL03,10.0,9.93,402.0,3991.86,2024-03-15
MAT0001189,PL02,,PL02,10.0,10.2,690.0,7038.0,2024-03-09
MAT0001190,PL02,,PL02,10.0,9.83,784.0,7706.72,2024-03-21
MAT0001191,PL01,,PL01,11.27,11.6,346.0,4013.6,2024-03-02
MAT0001192,PL02,,PL02,18.69,17.84,318.0,5673.12,2024-03-09
MAT0001193,PL02,,PL02,15.73,15.3,533.0,8154.9,2024-03-11
MAT0001194,PL03,,PL03,10.0,9.84,462.0,4546.08,2024-03-16
MAT0001195,PL03,,PL03,40.57,42.39,440.0,18651.6,2024-03-03
MAT0001196,PL03,,PL03,10.0,10.19,676.0,6888.44,2024-03-01
MAT0001197,PL03,,PL03,31.6,30.77,298.0,9169.46,2024-03-01
MAT0001198,PL02,,PL02,10.0,10.39,535.0,5558.65,2024-03-18
MAT0001199,PL03,,PL03,25.45,24.27,453.0,10994.31,2024-03-08
MAT0001200,PL01,,PL01,10.6,11.08,224.0,2481.92,2024-03-30
MAT0001201,PL01,,PL01,24.59,24.32,670.0,16294.4,2024-03-25
MAT0001202,PL02,,PL02,10.42,10.01,451.0,4514.51,2024-03-17
MAT0001203,PL01,,PL01,10.0,9.55,1091.0,10419.05,2024-03-19
MAT0001204,PL01,,PL01,57.43,54.8,252.0,13809.6,2024-03-01
MAT0001205,PL01,,PL01,10.0,10.35,433.0,4481.55,2024-03-31
MAT0001206,PL01,,PL01,14.28,14.16,328.0,4644.48,2024-03-10
MAT0001207,PL03,,PL03,10.0,9.87,691.0,6820.17,2024-03-24
MAT0001208,PL02,,PL02,16.17,16.82,996.0,16752.72,2024-03-02
MAT0001209,PL03,,PL03,59.37,58.64,636.0,37295.04,2024-03-09
MAT0001210,PL02,,PL02,30.28,31.24,407.0,12714.68,2024-03-04
MAT0001211,PL03,,PL03,29.15,28.02,136.0,3810.72,2024-03-16
MAT0001212,PL02,,PL02,31.91,30.49,493.0,15031.57,2024-03-17
MAT0001213,PL03,,PL03,10.0,9.65,719.0,6938.35,2024-03-08
MAT0001214,PL02,,PL02,10.0,9.79,424.0,4150.96,2024-03-27
MAT0001215,PL03,,PL03,10.0,10.13,442.0,4477.46,2024-03-27
MAT0001216,PL01,,PL01,12.7,12.62,282.0,3558.84,2024-03-25
MAT0001217,PL02,,PL02,13.83,14.43,374.0,5396.82,2024-03-14
MAT0001218,PL02,,PL02,25.61,24.38,730.0,17797.4,2024-03-03
MAT0001219,PL02,,PL02,10.0,9.57,473.0,4526.61,2024-03-10
MAT0001220,PL03,,PL03,10.0,9.56,635.0,6070.6,2024-03-19
MAT0001221,PL03,,PL03,25.93,25.02,607.0,15187.14,2024-03-12
MAT0001222,PL02,,PL02,37.4,35.53,245.0,8704.85,2024-03-29
MAT0001223,PL02,,PL02,16.69,17.05,374.0,6376.7,2024-03-02
MAT0001224,PL01,,PL01,14.32,14.29,632.0,9031.28,2024-03-31
MAT0001225,PL02,,PL02,14.02,13.43,795.0,10676.85,2024-03-13
MAT0001226,PL03,,PL03,10.0,9.63,581.0,5595.03,2024-03-01
MAT0001227,PL01,,PL01,58.75,61.23,114.0,6980.22,2024-03-26
MAT0001228,PL02,,PL02,16.84,16.57,853.0,14134.21,2024-03-13
MAT0001229,PL02,,PL02,10.0,9.58,569.0,5451.02,2024-03-26
MAT0001230,PL01,,PL01,32.94,33.14,831.0,27539.34,2024-03-12
MAT0001231,PL03,,PL03,15.04,14.95,336.0,5023.2,2024-03-11
MAT0001232,PL02,,PL02,10.0,10.36,729.0,7552.44,2024-03-07
MAT0001233,PL01,,PL01,12.8,12.46,508.0,6329.68,2024-03-29
MAT0001234,PL01,,PL01,10.0,9.66,655.0,6327.3,2024-03-23
MAT0001235,PL02,,PL02,45.47,43.73,478.0,20902.94,2024-03-23
MAT0001236,PL01,,PL01,13.8,13.25,826.0,10944.5,2024-03-28
MAT0001237,PL01,,PL01,10.0,10.29,629.0,6472.41,2024-03-18
MAT0001238,PL02,,PL02,15.77,15.43,161.0,2484.23,2024-03-19
MAT0001239,PL01,,PL01,10.61,10.43,575.0,5997.25,2024-03-30
MAT0001240,PL01,,PL01,16.4,16.99,714.0,12130.86,2024-03-08
MAT0001241,PL03,,PL03,16.5,16.34,119.0,1944.46,2024-03-04
MAT0001242,PL01,,PL01,10.0,9.75,529.0,5157.75,2024-03-31
MAT0001243,PL03,,PL03,10.0,10.21,245.0,2501.45,2024-03-27
MAT0001244,PL02,,PL02,26.13,26.57,819.0,21760.83,2024-03-13
MAT0001245,PL02,,PL02,10.0,9.87,304.0,3000.48,2024-03-26
MAT0001246,PL01,,PL01,14.35,15.07,539.0,8122.73,2024-03-15
MAT0001247,PL02,,PL02,22.34,22.27,525.0,11691.75,2024-03-01
MAT0001248,PL02,,PL02,10.0,9.88,410.0,4050.8,2024-03-01
MAT0001249,PL01,,PL01,10.0,10.36,465.0,4817.4,2024-03-01
MAT0001250,PL02,,PL02,10.97,10.73,503.0,5397.19,2024-03-19
MAT0001251,PL01,,PL01,10.0,9.66,291.0,2811.06,2024-03-23
MAT0001252,PL03,,PL03,10.0,9.78,544.0,5320.32,2024-03-20
MAT0001253,PL01,,PL01,12.0,11.78,439.0,5171.42,2024-03-16
MAT0001254,PL02,,PL02,30.11,31.49,377.0,11871.73,2024-03-09
MAT0001255,PL02,,PL02,12.45,12.74,688.0,8765.12,2024-03-27
MAT0001256,PL02,,PL02,28.07,27.08,678.0,18360.24,2024-03-29
MAT0001257,PL03,,PL03,10.0,9.73,903.0,8786.19,2024-03-11
MAT0001258,PL03,,PL03,17.31,16.54,592.0,9791.68,2024-03-18
MAT0001259,PL02,,PL02,16.09,16.19,637.0,10313.03,2024-03-01
MAT0001260,PL03,,PL03,10.0,10.39,802.0,8332.78,2024-03-28
MAT0001261,PL02,,PL02,10.43,10.07,314.0,3161.98,2024-03-31
MAT0001262,PL01,,PL01,10.0,10.27,583.0,5987.41,2024-03-30
MAT0001263,PL03,,PL03,29.13,30.43,314.0,9555.02,2024-03-23
MAT0001264,PL01,,PL01,10.0,9.87,633.0,6247.71,2024-03-19
MAT0001265,PL01,,PL01,18.86,18.63,186.0,3465.18,2024-03-21
MAT0001266,PL02,,PL02,17.41,16.84,625.0,10525.0,2024-03-09
MAT0001267,PL03,,PL03,10.0,9.84,491.0,4831.44,2024-03-09
MAT0001268,PL01,,PL01,10.0,10.01,463.0,4634.63,2024-03-10
MAT0001269,PL01,,PL01,10.0,10.22,634.0,6479.48,2024-03-09
MAT0001270,PL01,,PL01,10.96,10.78,648.0,6985.44,2024-03-06
MAT0001271,PL03,,PL03,10.9,11.31,712.0,8052.72,2024-03-02
MAT0001272,PL03,,PL03,10.0,10.12,615.0,6223.8,2024-03-24
MAT0001273,PL02,,PL02,10.0,10.46,233.0,2437.18,2024-03-27
MAT0001274,PL01,,PL01,10.0,10.21,507.0,5176.47,2024-03-10
MAT0001275,PL03,,PL03,10.0,9.86,787.0,7759.82,2024-03-12
MAT0001276,PL03,,PL03,10.0,10.33,296.0,3057.68,2024-03-27
MAT0001277,PL01,,PL01,25.74,26.18,287.0,7513.66,2024-03-20
MAT0001278,PL02,,PL02,54.12,53.69,377.0,20241.13,2024-03-01
MAT0001279,PL03,,PL03,10.0,10.48,253.0,2651.44,2024-03-30
MAT0001280,PL03,,PL03,10.0,10.32,647.0,6677.04,2024-03-16
MAT0001281,PL01,,PL01,11.8,11.95,554.0,6620.3,2024-03-04
MAT0001282,PL03,,PL03,45.87,43.92,713.0,31314.96,2024-03-02
MAT0001283,PL01,,PL01,44.71,42.79,553.0,23662.87,2024-03-07
MAT0001284,PL02,,PL02,38.7,36.83,692.0,25486.36,2024-03-15
MAT0001285,PL03,,PL03,10.0,9.55,31.0,296.05,2024-03-29
MAT0001286,PL01,,PL01,10.0,9.95,383.0,3810.85,2024-03-11
MAT0001287,PL02,,PL02,15.01,14.39,787.0,11324.93,2024-03-25
MAT0001288,PL01,,PL01,10.0,9.52,634.0,6035.68,2024-03-14
MAT0001289,PL03,,PL03,10.0,10.17,322.0,3274.74,2024-03-17
MAT0001290,PL03,,PL03,10.0,10.49,506.0,5307.94,2024-03-23
MAT0001291,PL01,,PL01,10.0,10.26,525.0,5386.5,2024-03-18
MAT0001292,PL03,,PL03,12.85,12.84,526.0,6753.84,2024-03-09
MAT0001293,PL03,,PL03,19.64,19.23,313.0,6018.99,2024-03-14
MAT0001294,PL01,,PL01,10.0,9.9,650.0,6435.0,2024-03-09
MAT0001295,PL02,,PL02,10.0,10.38,111.0,1152.18,2024-03-22
MAT0001296,PL02,,PL02,16.95,16.74,444.0,7432.56,2024-03-02
MAT0001297,PL02,,PL02,13.98,13.9,307.0,4267.3,2024-03-14
MAT0001298,PL01,,PL01,12.13,12.09,276.0,3336.84,2024-03-24
MAT0001299,PL01,,PL01,33.38,32.51,529.0,17197.79,2024-03-22
MAT0001300,PL02,,PL02,10.0,10.21,264.0,2695.44,2024-03-16
MAT0001301,PL01,,PL01,46.6,47.37,555.0,26290.35,2024-03-29
MAT0001302,PL03,,PL03,10.96,11.35,491.0,5572.85,2024-03-20
MAT0001303,PL02,,PL02,18.28,18.21,786.0,14313.06,2024-03-01
MAT0001304,PL01,,PL01,24.68,23.56,402.0,9471.12,2024-03-30
MAT0001305,PL02,,PL02,26.02,25.62,1166.0,29872.92,2024-03-20
MAT0001306,PL03,,PL03,14.27,14.16,545.0,7717.2,2024-03-22
MAT0001307,PL03,,PL03,10.0,9.59,409.0,3922.31,2024-03-27
MAT0001308,PL01,,PL01,10.0,10.13,322.0,3261.86,2024-03-27
MAT0001309,PL01,,PL01,15.36,15.83,463.0,7329.29,2024-03-15
MAT0001310,PL02,,PL02,10.0,10.04,602.0,6044.08,2024-03-06
MAT0001311,PL03,,PL03,14.27,13.74,835.0,11472.9,2024-03-01
MAT0001312,PL03,,PL03,10.0,10.08,41.0,413.28,2024-03-12
MAT0001313,PL01,,PL01,10.0,9.65,411.0,3966.15,2024-03-16
MAT0001314,PL03,,PL03,34.9,35.0,204.0,7140.0,2024-03-17
MAT0001315,PL03,,PL03,10.71,11.16,446.0,4977.36,2024-03-03
MAT0001316,PL03,,PL03,10.0,10.24,439.0,4495.36,2024-03-16
MAT0001317,PL03,,PL03,10.0,10.32,512.0,5283.84,2024-03-25
MAT0001318,PL01,,PL01,10.0,10.41,610.0,6350.1,2024-03-26
MAT0001319,PL02,,PL02,10.0,9.74,462.0,4499.88,2024-03-09
MAT0001320,PL02,,PL02,34.78,35.08,617.0,21644.36,2024-03-26
MAT0001321,PL02,,PL02,10.19,9.78,715.0,6992.7,2024-03-12
MAT0001322,PL02,,PL02,10.0,9.66,473.0,4569.18,2024-03-21
MAT0001323,PL02,,PL02,13.18,13.25,287.0,3802.75,2024-03-11
MAT0001324,PL01,,PL01,60.81,61.21,724.0,44316.04,2024-03-03
MAT0001325,PL01,,PL01,10.0,10.06,500.0,5030.0,2024-03-17
MAT0001326,PL02,,PL02,10.0,10.33,316.0,3264.28,2024-03-18
MAT0001327,PL02,,PL02,26.42,26.42,344.0,9088.48,2024-03-20
MAT0001328,PL01,,PL01,18.97,18.69,482.0,9008.58,2024-03-22
MAT0001329,PL02,,PL02,10.0,10.34,543.0,5614.62,2024-03-19
MAT0001330,PL02,,PL02,10.0,10.14,394.0,3995.16,2024-03-21
MAT0001331,PL02,,PL02,43.72,43.86,431.0,18903.66,2024-03-03
MAT0001332,PL02,,PL02,23.07,23.99,577.0,13842.23,2024-03-18
MAT0001333,PL01,,PL01,10.68,10.79,654.0,7056.66,2024-03-22
MAT0001334,PL03,,PL03,11.66,12.13,881.0,10686.53,2024-03-23
MAT0001335,PL01,,PL01,13.24,13.14,791.0,10393.74,2024-03-05
MAT0001336,PL02,,PL02,10.0,9.84,745.0,7330.8,2024-03-23
MAT0001337,PL01,,PL01,10.0,10.43,438.0,4568.34,2024-03-23
MAT0001338,PL01,,PL01,10.0,10.45,257.0,2685.65,2024-03-18
MAT0001339,PL01,,PL01,10.0,10.4,698.0,7259.2,2024-03-10
MAT0001340,PL02,,PL02,17.25,17.68,888.0,15699.84,2024-03-09
MAT0001341,PL02,,PL02,17.48,18.06,683.0,12334.98,2024-03-16
MAT0001342,PL02,,PL02,12.35,12.29,240.0,2949.6,2024-03-22
MAT0001343,PL03,,PL03,66.53,65.08,645.0,41976.6,2024-03-13
MAT0001344,PL03,,PL03,12.85,13.12,577.0,7570.24,2024-03-20
MAT0001345,PL03,,PL03,14.51,15.21,472.0,7179.12,2024-03-23
MAT0001346,PL03,,PL03,32.47,34.06,760.0,25885.6,2024-03-15
MAT0001347,PL01,,PL01,11.85,11.29,552.0,6232.08,2024-03-16
MAT0001348,PL02,,PL02,10.0,9.98,512.0,5109.76,2024-03-26
MAT0001349,PL01,,PL01,10.0,10.46,529.0,5533.34,2024-03-24
MAT0001350,PL03,,PL03,10.0,10.0,690.0,6900.0,2024-03-24
MAT0001351,PL01,,PL01,10.0,10.44,535.0,5585.4,2024-03-07
MAT0001352,PL03,,PL03,10.0,10.44,758.0,7913.52,2024-03-12
MAT0001353,PL03,,PL03,10.0,10.11,204.0,2062.44,2024-03-17
MAT0001354,PL01,,PL01,10.0,9.97,611.0,6091.67,2024-03-09
MAT0001355,PL02,,PL02,10.0,10.15,388.0,3938.2,2024-03-29
MAT0001356,PL01,,PL01,10.97,11.27,460.0,5184.2,2024-03-01
MAT0001357,PL02,,PL02,11.39,11.29,606.0,6841.74,2024-03-05
MAT0001358,PL03,,PL03,10.0,9.99,254.0,2537.46,2024-03-27
MAT0001359,PL01,,PL01,10.0,10.46,501.0,5240.46,2024-03-03
MAT0001360,PL01,,PL01,10.0,10.23,443.0,4531.89,2024-03-22
MAT0001361,PL01,,PL01,10.0,9.67,437.0,4225.79,2024-03-08
MAT0001362,PL03,,PL03,46.89,46.16,523.0,24141.68,2024-03-26
MAT0001363,PL03,,PL03,10.0,10.06,854.0,8591.24,2024-03-11
MAT0001364,PL03,,PL03,10.0,9.93,573.0,5689.89,2024-03-29
MAT0001365,PL02,,PL02,10.0,10.35,530.0,5485.5,2024-03-21
MAT0001366,PL03,,PL03,29.19,30.42,197.0,5992.74,2024-03-20
MAT0001367,PL01,,PL01,10.0,10.16,381.0,3870.96,2024-03-11
MAT0001368,PL02,,PL02,11.81,11.94,885.0,10566.9,2024-03-20
MAT0001369,PL01,,PL01,18.92,18.46,137.0,2529.02,2024-03-27
MAT0001370,PL01,,PL01,20.05,19.66,618.0,12149.88,2024-03-15
MAT0001371,PL03,,PL03,10.0,9.77,521.0,5090.17,2024-03-20
MAT0001372,PL03,,PL03,10.0,9.72,541.0,5258.52,2024-03-20
MAT0001373,PL01,,PL01,10.0,10.22,818.0,8359.96,2024-03-13
MAT0001374,PL01,,PL01,10.0,9.58,794.0,7606.52,2024-03-19
MAT0001375,PL02,,PL02,10.0,10.41,508.0,5288.28,2024-03-12
MAT0001376,PL02,,PL02,31.89,33.04,482.0,15925.28,2024-03-18
MAT0001377,PL03,,PL03,10.0,10.41,465.0,4840.65,2024-03-06
MAT0001378,PL03,,PL03,10.0,9.92,326.0,3233.92,2024-03-16
MAT0001379,PL02,,PL02,10.0,10.31,359.0,3701.29,2024-03-01
MAT0001380,PL01,,PL01,27.02,26.85,484.0,12995.4,2024-03-30
MAT0001381,PL02,,PL02,10.0,10.38,383.0,3975.54,2024-03-22
MAT0001382,PL02,,PL02,10.1,10.12,641.0,6486.92,2024-03-08
MAT0001383,PL01,,PL01,11.93,11.95,654.0,7815.3,2024-03-08
MAT0001384,PL02,,PL02,36.11,36.49,341.0,12443.09,2024-03-17
MAT0001385,PL02,,PL02,39.75,39.14,522.0,20431.08,2024-03-06
MAT0001386,PL01,,PL01,157.3,161.25,654.0,105457.5,2024-03-04
MAT0001387,PL03,,PL03,10.0,9.89,376.0,3718.64,2024-03-26
MAT0001388,PL03,,PL03,26.61,26.72,778.0,20788.16,2024-03-07
MAT0001389,PL01,,PL01,10.0,9.86,389.0,3835.54,2024-03-03
MAT0001390,PL03,,PL03,10.0,9.95,354.0,3522.3,2024-03-22
MAT0001391,PL03,,PL03,10.62,10.53,405.0,4264.65,2024-03-16
