customer_id,customer_name,customer_tier,payment_terms
CUST-03783,Nelson PLC,B,NET30
CUST-03784,Marshall Inc,B,NET30
CUST-03785,Jackson-White,B,NET45
CUST-03786,Richards-Hampton,C,NET30
CUST-03787,Mason Group,C,NET30
CUST-03788,Neal-Bautista,C,NET30
CUST-03789,Sanders-Andrade,C,NET30
CUST-03790,Adams-Williams,B,NET30
CUST-03791,Compton and Sons,C,NET60
CUST-03792,Miller Ltd,C,NET30
CUST-03793,Howard-Garcia,B,NET30
CUST-03794,"Garcia, Cruz and Chambers",B,NET30
CUST-03795,Andrews-Bonilla,A,NET45
CUST-03796,Dennis-Martin,C,NET45
CUST-03797,Rodgers-Wood,B,NET30
CUST-03798,Bailey-Navarro,B,NET30
CUST-03799,"Dixon, Grant and Cox",B,NET30
CUST-03800,Castillo-Stone,C,NET30
CUST-03801,"Carey, Harris and Anderson",B,NET60
CUST-03802,Jones-Miles,C,NET30
CUST-03803,Davies and Sons,A,NET60
CUST-03804,"Martinez, Patrick and Stewart",B,NET30
CUST-03805,"Jones, Reed and Vasquez",A,NET30
CUST-03806,Garcia and Sons,B,NET30
CUST-03807,Murphy-Davis,B,NET30
CUST-03808,Washington-Tate,B,NET30
CUST-03809,Davis LLC,C,NET30
CUST-03810,Rivera-Lynch,B,NET45
CUST-03811,"Brown, Leblanc and Lewis",C,NET30
CUST-03812,Herrera and Sons,C,NET30
CUST-03813,Schneider Inc,C,NET30
CUST-03814,Brown PLC,A,NET30
CUST-03815,Stevens-Moore,B,NET30
CUST-03816,Benson-Patterson,C,NET30
CUST-03817,Patel and Sons,C,NET45
CUST-03818,"Walker, Ramsey and Schmidt",C,NET30
CUST-03819,"Jones, Bailey and Miller",C,NET30
CUST-03820,Le-Norris,C,NET30
CUST-03821,"Reyes, Acosta and Flowers",C,NET30
CUST-03822,Hale-Carroll,C,NET30
CUST-03823,"Cooper, Poole and King",C,NET30
CUST-03824,Hall-Campbell,C,NET30
CUST-03825,"Harris, Evans and Williams",B,NET45
CUST-03826,Carlson-Hamilton,C,NET60
CUST-03827,"Scott, Davis and Gonzalez",C,NET30
CUST-03828,Russell-Diaz,A,NET45
CUST-03829,"Lewis, Castaneda and Barnes",A,NET30
CUST-03830,"Bennett, Huynh and Baker",C,NET45
CUST-03831,Aguirre Group,A,NET30
CUST-03832,"Best, Aguirre and Morrison",B,NET30
CUST-03833,Wilson-Vargas,C,NET30
CUST-03834,Swanson Ltd,B,NET30
CUST-03835,Kane-Morris,B,NET30
CUST-03836,"Archer, Clark and Butler",A,NET30
CUST-03837,Richardson PLC,A,NET30
CUST-03838,Castro and Sons,C,NET30
CUST-03839,"Riley, Wilson and Jones",B,NET30
CUST-03840,Lee LLC,A,NET60
CUST-03841,Evans and Sons,C,NET30
CUST-03842,"Chandler, King and Peters",C,NET30
CUST-03843,Miles-Padilla,A,NET30
CUST-03844,"Robbins, Warren and Swanson",A,NET30
CUST-03845,Myers Group,B,NET30
CUST-03846,Lopez Ltd,C,NET30
CUST-03847,Holland and Sons,A,NET45
CUST-03848,"Nelson, Little and Mills",B,NET30
CUST-03849,Morales-Vargas,B,NET30
CUST-03850,Roberts-Santos,B,NET60
CUST-03851,Brown-Reid,B,NET30
CUST-03852,Jackson Group,A,NET45
CUST-03853,Scott Ltd,C,NET30
CUST-03854,"Edwards, Bennett and Peterson",B,NET30
CUST-03855,Brown Inc,A,NET60
CUST-03856,Crawford-Roberts,C,NET60
CUST-03857,Goodman-Russell,C,NET30
CUST-03858,Jennings LLC,C,NET45
CUST-03859,Hall-Fuller,C,NET30
CUST-03860,Koch-Blair,C,NET30
CUST-03861,"Gonzalez, Morrison and Baker",B,NET45
CUST-03862,"Wilson, Chan and Mitchell",B,NET30
CUST-03863,Brown and Sons,C,NET30
CUST-03864,"Kennedy, Dunn and Diaz",A,NET30
CUST-03865,Thomas-Newman,A,NET45
CUST-03866,Powell Ltd,C,NET30
CUST-03867,Schwartz Ltd,C,NET45
CUST-03868,"Russell, Rodriguez and Miller",C,NET30
CUST-03869,Knox and Sons,C,NET30
CUST-03870,Kennedy-Schneider,A,NET60
CUST-03871,"Park, Bowen and Reynolds",A,NET30
CUST-03872,Greene Group,C,NET30
CUST-03873,"Small, Howe and Richardson",C,NET30
CUST-03874,Wilson-Gillespie,C,NET30
CUST-03875,Aguirre-Romero,A,NET30
CUST-03876,"Stewart, Davis and Torres",B,NET30
CUST-03877,Carlson-Smith,B,NET45
CUST-03878,Villanueva Inc,C,NET45
CUST-03879,Morales PLC,C,NET30
CUST-03880,"Miller, Brown and Alexander",A,NET60
CUST-03881,"Zimmerman, Love and Smith",C,NET30
CUST-03882,Hardy Inc,B,NET45
CUST-03883,Clarke-Lopez,A,NET30
CUST-03884,Jordan-Kelley,C,NET60
CUST-03885,"Gonzalez, Flores and Burke",B,NET60
CUST-03886,King-James,B,NET30
CUST-03887,Harris LLC,C,NET60
CUST-03888,Lamb Inc,B,NET60
CUST-03889,Wiley Group,C,NET45
CUST-03890,Reynolds Group,B,NET30
CUST-03891,Hammond-Myers,C,NET30
CUST-03892,Brown PLC,A,NET60
CUST-03893,Smith PLC,B,NET30
CUST-03894,Lester-Hopkins,C,NET30
CUST-03895,Rivera-Weaver,B,NET30
CUST-03896,Figueroa and Sons,C,NET30
CUST-03897,"Morris, Sanchez and Miller",A,NET60
CUST-03898,"Smith, Hill and Barnes",C,NET30
CUST-03899,Fernandez Ltd,B,NET60
CUST-03900,Middleton and Sons,B,NET30
CUST-03901,Harvey LLC,C,NET30
CUST-03902,"Torres, Fisher and Terry",B,NET30
CUST-03903,White Ltd,B,NET45
CUST-03904,"Jackson, Meyer and Brennan",B,NET45
CUST-03905,"Moore, Henderson and Moore",C,NET45
CUST-03906,Stewart-Goodman,C,NET60
CUST-03907,Turner Inc,B,NET30
CUST-03908,"Jacobson, Huff and Simmons",A,NET45
CUST-03909,"Contreras, Ortiz and King",A,NET30
CUST-03910,Soto Group,A,NET30
CUST-03911,Mosley-Phillips,C,NET30
CUST-03912,"Harris, Collins and Martinez",C,NET45
CUST-03913,Harris PLC,A,NET30
CUST-03914,Rodgers-Clark,B,NET60
CUST-03915,Sullivan and Sons,C,NET30
CUST-03916,Castillo Ltd,A,NET45
CUST-03917,Lopez Inc,A,NET30
CUST-03918,Mitchell and Sons,C,NET45
CUST-03919,Reynolds-Paul,C,NET60
CUST-03920,Cummings-Smith,C,NET30
CUST-03921,Lee-Cole,C,NET30
CUST-03922,Harris and Sons,A,NET30
CUST-03923,Thomas-Espinoza,C,NET45
CUST-03924,Gray LLC,C,NET30
CUST-03925,Gibbs Group,C,NET30
CUST-03926,Cochran Group,C,NET30
CUST-03927,Zimmerman-Boyd,B,NET30
CUST-03928,Avery Group,B,NET30
CUST-03929,Vasquez Inc,C,NET30
CUST-03930,Johnson-Jacobs,C,NET30
CUST-03931,Allen Group,B,NET30
CUST-03932,Morris LLC,C,NET30
CUST-03933,Clark-Barajas,C,NET45
CUST-03934,Lowe and Sons,A,NET30
CUST-03935,Bender and Sons,B,NET30
CUST-03936,"Suarez, Landry and Strickland",C,NET60
CUST-03937,Watkins Ltd,C,NET60
CUST-03938,"White, Everett and Stewart",C,NET30
CUST-03939,Farmer Inc,B,NET30
CUST-03940,"Cervantes, Brown and Arroyo",B,NET60
CUST-03941,Morales-Ramos,C,NET30
CUST-03942,"Jacobs, Clark and Melton",C,NET45
CUST-03943,Barton and Sons,C,NET30
CUST-03944,Anderson-Sparks,C,NET30
CUST-03945,"Ramos, Fitzgerald and Jordan",C,NET30
CUST-03946,Gonzalez and Sons,C,NET45
CUST-03947,Brown-Garcia,B,NET30
CUST-03948,"Reid, Torres and Boyd",A,NET45
CUST-03949,Flores Group,B,NET45
CUST-03950,Baker Inc,A,NET30
CUST-03951,"Garrett, Mendoza and King",B,NET30
CUST-03952,Case-Sosa,C,NET60
CUST-03953,Schroeder LLC,C,NET30
CUST-03954,"Taylor, Russell and Brooks",A,NET30
CUST-03955,Miller Ltd,C,NET30
CUST-03956,Mcintyre Inc,B,NET45
CUST-03957,Fields-Schneider,A,NET30
CUST-03958,"Barron, Daniel and Fleming",C,NET45
CUST-03959,Cole-Norman,C,NET60
CUST-03960,Scott Ltd,C,NET30
CUST-03961,Levine-Bennett,A,NET30
CUST-03962,"Keller, Carrillo and Butler",A,NET45
CUST-03963,Carter LLC,C,NET30
CUST-03964,Kaiser-Sanchez,C,NET45
CUST-03965,Cross and Sons,B,NET30
CUST-03966,Lucas-Hill,C,NET30
CUST-03967,"Cruz, Sullivan and Hall",C,NET30
CUST-03968,Ramirez-Durham,C,NET30
CUST-03969,"Jones, Edwards and Smith",A,NET45
CUST-03970,Martinez-Graham,A,NET60
CUST-03971,"Howard, Johnson and Williams",B,NET30
CUST-03972,Daugherty and Sons,C,NET30
CUST-03973,Strong PLC,B,NET45
CUST-03974,"Ross, Perry and Stewart",A,NET30
CUST-03975,Wiggins Group,C,NET30
CUST-03976,"Campbell, Hart and Jordan",A,NET30
CUST-03977,"Campos, Kirk and Rodriguez",B,NET30
CUST-03978,"Smith, Mora and Davis",C,NET30
CUST-03979,"Myers, Johnson and Sanchez",B,NET45
CUST-03980,Mills Inc,C,NET45
CUST-03981,"Mathews, Hughes and Boyer",C,NET30
CUST-03982,"Cannon, Duke and Campbell",C,NET45
CUST-03983,"Blake, Brown and Evans",C,NET30
CUST-03984,Mcclain-Mullins,C,NET30
CUST-03985,Roberts-Bryan,C,NET60
CUST-03986,"Rose, Brown and Hensley",C,NET30
CUST-03987,"Cruz, Leon and Ramos",C,NET30
CUST-03988,Rivera-Lopez,B,NET30
CUST-03989,Parker Group,B,NET45
CUST-03990,Vaughn-Johnson,C,NET60
CUST-03991,Howard and Sons,C,NET30
CUST-03992,Jackson-Salazar,C,NET30
CUST-03993,Esparza PLC,C,NET45
CUST-03994,"Buckley, Frost and Holmes",C,NET30
CUST-03995,Duarte LLC,B,NET30
CUST-03996,"Rodriguez, Gardner and Roberts",B,NET60
CUST-03997,"Brown, Johnson and Mcfarland",C,NET30
CUST-03998,Humphrey-Silva,C,NET30
CUST-03999,Smith-Lynch,B,NET45
CUST-04000,Hunt-Hoffman,A,NET30
CUST-04001,Henry-Morales,C,NET45
CUST-04002,"Drake, Perez and Allen",C,NET45
CUST-04003,Jones-Allen,A,NET30
CUST-04004,Davidson Inc,A,NET30
CUST-04005,Watson PLC,C,NET60
CUST-04006,Atkinson-Gutierrez,B,NET45
CUST-04007,Boyle-Powers,B,NET30
CUST-04008,Lee and Sons,B,NET45
CUST-04009,Richardson PLC,C,NET30
CUST-04010,White-Parrish,C,NET30
CUST-04011,Williams Group,C,NET30
CUST-04012,Robertson Group,B,NET30
CUST-04013,Scott-Dalton,B,NET60
CUST-04014,Johnson-Hardin,B,NET30
CUST-04015,James Group,B,NET60
CUST-04016,Hansen Inc,B,NET45
CUST-04017,Jones Group,C,NET45
CUST-04018,Williams PLC,B,NET45
CUST-04019,Dean LLC,C,NET30
CUST-04020,Ward-Miller,C,NET45
CUST-04021,Burns LLC,A,NET30
CUST-04022,Crane LLC,A,NET60
CUST-04023,Horton-Ryan,C,NET30
CUST-04024,Graves-Phillips,A,NET30
CUST-04025,Burns-Holmes,C,NET30
CUST-04026,Hunter-Wilson,C,NET30
CUST-04027,Hughes Ltd,A,NET60
CUST-04028,"Perry, Herrera and Reed",B,NET30
CUST-04029,Kelly and Sons,B,NET45
CUST-04030,Simpson-Garcia,C,NET30
CUST-04031,Martinez-Valdez,C,NET45
CUST-04032,Hill-Hill,B,NET30
CUST-04033,Romero-Ramirez,C,NET30
CUST-04034,Thomas Ltd,C,NET30
CUST-04035,Gutierrez Group,B,NET30
CUST-04036,Williams-Welch,A,NET45
CUST-04037,"Bean, Burns and Pratt",C,NET45
CUST-04038,"Ochoa, Perez and Jenkins",A,NET45
CUST-04039,Jones-Hamilton,A,NET30
CUST-04040,Wood-Webb,B,NET30
CUST-04041,English and Sons,C,NET45
CUST-04042,Garcia-Smith,B,NET45
CUST-04043,"Marshall, Washington and Gill",B,NET30
CUST-04044,"Schmitt, Mcbride and Manning",C,NET45
CUST-04045,Dorsey-Jackson,A,NET30
CUST-04046,Barnes LLC,C,NET45
CUST-04047,Ellis LLC,A,NET30
CUST-04048,"Carrillo, Burns and Johnson",C,NET30
CUST-04049,Sherman PLC,C,NET30
CUST-04050,"Johnson, Weber and Guerrero",B,NET30
CUST-04051,Perez PLC,C,NET30
CUST-04052,Johnson LLC,B,NET30
CUST-04053,Martin and Sons,A,NET45
CUST-04054,Morgan-Young,B,NET30
CUST-04055,"Osborne, Davenport and Wilson",C,NET45
CUST-04056,Smith-Brown,B,NET45
CUST-04057,Mccall-Smith,C,NET45
CUST-04058,Delgado and Sons,C,NET60
CUST-04059,Brown-Stein,C,NET30
CUST-04060,Harrison-Neal,C,NET30
CUST-04061,Parrish-Ramos,B,NET30
CUST-04062,Nelson Ltd,C,NET60
CUST-04063,"Williams, Jackson and Small",C,NET45
CUST-04064,Cantrell PLC,C,NET30
CUST-04065,Weeks-Smith,C,NET45
CUST-04066,Michael-Walker,B,NET30
CUST-04067,Cooper-Griffin,B,NET30
CUST-04068,Santos Group,B,NET30
CUST-04069,"Lawrence, Flowers and Curry",C,NET30
CUST-04070,"Decker, English and Mendez",B,NET30
CUST-04071,Perkins Ltd,C,NET30
CUST-04072,"Murray, Brown and Smith",C,NET45
CUST-04073,Ramos Ltd,B,NET30
CUST-04074,White-Shaw,B,NET30
CUST-04075,"Leon, Shelton and Baker",B,NET45
CUST-04076,"Blair, Miller and Perez",C,NET30
CUST-04077,Cowan-Mendez,C,NET30
CUST-04078,Hernandez Group,C,NET60
CUST-04079,Sosa-Davis,C,NET30
CUST-04080,Griffin-Wong,C,NET60
CUST-04081,"Hays, Henry and Camacho",C,NET45
CUST-04082,Crawford LLC,C,NET45
CUST-04083,Sharp-Cook,C,NET30
CUST-04084,"Jackson, Gray and Richard",C,NET30
CUST-04085,"Young, Mora and Manning",C,NET30
CUST-04086,"Lewis, Gomez and Decker",C,NET60
CUST-04087,Lutz-Lee,A,NET30
CUST-04088,"Stevenson, Price and Moore",C,NET30
CUST-04089,Taylor LLC,A,NET30
CUST-04090,"Wilson, Johnson and Arias",C,NET30
CUST-04091,"Stevens, Ortiz and Payne",C,NET30
CUST-04092,"Dillon, Johnson and Williams",A,NET30
CUST-04093,Schroeder-Ramos,C,NET45
CUST-04094,Brown Inc,A,NET60
CUST-04095,Robinson PLC,B,NET30
CUST-04096,Vega-Cuevas,C,NET30
CUST-04097,"Snyder, Peterson and Newman",A,NET30
CUST-04098,Choi-Tucker,C,NET30
CUST-04099,Reyes Inc,A,NET30
CUST-04100,"Perez, Simmons and May",A,NET30
CUST-04101,Walker LLC,C,NET30
CUST-04102,Nguyen Inc,B,NET30
CUST-04103,Jimenez-Castro,C,NET45
CUST-04104,"Roy, Miller and Pena",C,NET30
CUST-04105,Ellison PLC,B,NET30
CUST-04106,Anthony LLC,C,NET30
CUST-04107,"Armstrong, Garcia and Howell",C,NET30
CUST-04108,Cooper-Hudson,B,NET45
CUST-04109,Patel-Hall,A,NET30
CUST-04110,Brooks PLC,C,NET30
CUST-04111,Combs Inc,A,NET45
CUST-04112,"Harris, Griffin and Wright",B,NET60
CUST-04113,Holmes Inc,B,NET45
CUST-04114,"Ferrell, Garcia and Johnson",C,NET45
CUST-04115,Kelly LLC,B,NET60
CUST-04116,Cabrera-Lucas,B,NET45
CUST-04117,Jones-Schneider,A,NET30
CUST-04118,Black Ltd,A,NET30
CUST-04119,Jones-Barron,A,NET60
CUST-04120,Evans PLC,A,NET60
CUST-04121,Wood-West,B,NET30
CUST-04122,Owen Group,A,NET30
CUST-04123,"Johnson, Valencia and Clark",B,NET60
CUST-04124,Jones-Floyd,B,NET30
CUST-04125,"Cervantes, Johnson and Peterson",A,NET45
CUST-04126,Wagner PLC,C,NET60
CUST-04127,Davis Ltd,B,NET30
CUST-04128,"Best, Turner and Walker",A,NET30
CUST-04129,Morgan and Sons,A,NET30
CUST-04130,"Ramirez, Gonzalez and King",B,NET60
CUST-04131,"Stokes, Sanford and Jacobson",B,NET45
CUST-04132,Hill Group,B,NET30
CUST-04133,"Brown, Perez and Kline",B,NET30
CUST-04134,Cruz LLC,B,NET30
CUST-04135,"Hart, Larsen and Fletcher",C,NET45
CUST-04136,"Moss, Cook and Fry",A,NET30
CUST-04137,Potter LLC,B,NET45
CUST-04138,"Summers, Lawrence and Sanchez",C,NET45
CUST-04139,Martinez and Sons,C,NET30
CUST-04140,Grimes-Grant,B,NET30
CUST-04141,Turner-Peterson,C,NET60
CUST-04142,Hernandez Inc,B,NET30
CUST-04143,Hogan-Olson,A,NET30
CUST-04144,"Bailey, Henson and Franco",A,NET30
CUST-04145,Hicks Inc,B,NET30
CUST-04146,"Turner, Hill and Cook",B,NET30
CUST-04147,Allen-Collier,B,NET30
CUST-04148,Williams PLC,B,NET60
CUST-04149,Cameron PLC,B,NET30
CUST-04150,Turner Group,C,NET30
CUST-04151,Johnson-Cooper,B,NET30
CUST-04152,Jones-Hall,C,NET30
CUST-04153,"Jenkins, Thompson and Castro",C,NET30
CUST-04154,Mendoza PLC,B,NET45
CUST-04155,Simpson Group,C,NET30
CUST-04156,"Johnson, Knight and Morris",C,NET30
CUST-04157,"Smith, Bowman and Benton",B,NET30
CUST-04158,Stevens-Klein,B,NET45
CUST-04159,"Owens, Wilkerson and Ramos",A,NET30
CUST-04160,Wright Group,C,NET60
CUST-04161,Douglas LLC,B,NET45
CUST-04162,Kelly-Torres,C,NET45
CUST-04163,"Medina, Jackson and Andersen",B,NET30
CUST-04164,"Davis, Harris and Pearson",C,NET45
CUST-04165,"Hooper, Goodwin and Nelson",C,NET60
CUST-04166,Castaneda-Watson,C,NET60
CUST-04167,"Reilly, Camacho and Clark",B,NET30
CUST-04168,"Smith, Miller and Lee",C,NET30
CUST-04169,Harding PLC,B,NET30
CUST-04170,Nichols-Cameron,A,NET30
CUST-04171,"Walker, Huynh and Reynolds",B,NET30
CUST-04172,Cisneros-Hernandez,C,NET30
CUST-04173,Brown-Gardner,B,NET45
CUST-04174,"Wright, Alexander and Rodriguez",C,NET60
CUST-04175,Pugh-Pena,A,NET30
CUST-04176,Sanders-Davis,C,NET30
CUST-04177,"Hayes, Peters and Andrade",B,NET30
CUST-04178,Price PLC,C,NET30
CUST-04179,Munoz Ltd,C,NET30
CUST-04180,Miller-Chavez,B,NET30
CUST-04181,Murray and Sons,B,NET45
CUST-04182,Tanner Inc,C,NET30
CUST-04183,Hardy-Smith,C,NET30
CUST-04184,Medina-Murphy,C,NET60
CUST-04185,"Johnson, Pierce and Stevens",A,NET30
CUST-04186,Lewis Ltd,C,NET30
CUST-04187,"Andrade, Griffith and Morales",C,NET45
CUST-04188,Fox LLC,B,NET45
CUST-04189,White-Burke,B,NET30
CUST-04190,Sherman and Sons,A,NET30
CUST-04191,"Reynolds, Jones and Woodard",A,NET45
CUST-04192,"Smith, Bennett and Harris",C,NET30
CUST-04193,Johnson-Sutton,B,NET30
CUST-04194,Anderson Ltd,B,NET30
CUST-04195,Booth-Rodriguez,C,NET30
CUST-04196,"Juarez, Mcdowell and Mccoy",C,NET30
CUST-04197,Richardson and Sons,B,NET30
CUST-04198,"Stewart, Johnson and Collins",C,NET60
CUST-04199,Blevins-Brewer,B,NET30
CUST-04200,Jimenez-Gray,B,NET60
CUST-04201,Austin Ltd,C,NET30
CUST-04202,"Mcconnell, Hernandez and Rodriguez",B,NET30
CUST-04203,Jones Group,B,NET30
CUST-04204,"Torres, Rose and Garrison",C,NET30
CUST-04205,Hall and Sons,B,NET30
CUST-04206,Duran-Bennett,B,NET30
CUST-04207,Thomas-Hanson,C,NET30
CUST-04208,"Ward, Pena and Ross",A,NET45
CUST-04209,Black and Sons,C,NET45
CUST-04210,Holden-Rivera,C,NET30
CUST-04211,Taylor-Best,A,NET30
CUST-04212,Hall Ltd,B,NET30
CUST-04213,Tucker-Brown,C,NET30
CUST-04214,Smith LLC,C,NET60
CUST-04215,Johnston PLC,B,NET30
CUST-04216,Jones Ltd,C,NET30
CUST-04217,Vasquez-Wilson,C,NET45
CUST-04218,"Black, Campbell and Black",C,NET30
CUST-04219,"Cooley, Adams and Hughes",C,NET30
CUST-04220,Trevino-Hampton,C,NET30
CUST-04221,Wiggins-Ray,C,NET60
CUST-04222,"Morris, Green and Lynch",A,NET30
CUST-04223,Mccormick-Holmes,A,NET30
CUST-04224,"Gross, Newton and Thompson",C,NET30
CUST-04225,Young-Hunter,C,NET60
CUST-04226,"Ellis, Wright and Gaines",C,NET30
CUST-04227,Hernandez Inc,B,NET30
CUST-04228,Olson Inc,C,NET30
CUST-04229,King LLC,C,NET30
CUST-04230,Buchanan PLC,B,NET60
CUST-04231,Salas PLC,A,NET30
CUST-04232,Porter LLC,C,NET45
CUST-04233,"Wilkins, Martinez and Chavez",C,NET60
CUST-04234,"Smith, Soto and Davis",A,NET30
CUST-04235,"Brown, Barker and Mccarty",B,NET30
CUST-04236,"Morton, Boyer and Henson",C,NET30
CUST-04237,Macdonald-Bradley,B,NET30
CUST-04238,Lozano Group,B,NET30
CUST-04239,Whitaker-Mendez,A,NET45
CUST-04240,Bishop LLC,B,NET60
CUST-04241,Carter-Lucas,C,NET30
CUST-04242,Nolan-Flores,B,NET30
CUST-04243,Davis and Sons,A,NET45
CUST-04244,Smith-Morales,C,NET45
CUST-04245,"Gates, Johnson and Walker",B,NET45
CUST-04246,Davis-Perkins,C,NET30
CUST-04247,Johnson Group,B,NET30
CUST-04248,"Shepard, Mcpherson and Foster",B,NET45
CUST-04249,Kelly-Rivera,B,NET30
CUST-04250,"Cook, Ramos and Singh",B,NET30
CUST-04251,Pennington Group,C,NET30
CUST-04252,Williams-Johnson,C,NET60
CUST-04253,Parker Group,B,NET60
CUST-04254,Brown Inc,A,NET45
CUST-04255,Garcia PLC,C,NET30
CUST-04256,Murphy-Bray,B,NET30
CUST-04257,Edwards and Sons,C,NET30
CUST-04258,"Miranda, Bush and Lowe",C,NET30
CUST-04259,Williams LLC,B,NET30
CUST-04260,"Hall, Andrews and Stephens",C,NET60
CUST-04261,"Little, Lambert and Stephens",C,NET30
CUST-04262,Roberts-Johnson,C,NET30
CUST-04263,"Calderon, Meyers and Brooks",C,NET60
CUST-04264,"Wright, Davis and Byrd",C,NET60
CUST-04265,Bentley PLC,A,NET60
CUST-04266,Young and Sons,A,NET60
CUST-04267,Novak Group,A,NET30
CUST-04268,Vargas LLC,B,NET30
CUST-04269,"Padilla, Turner and King",C,NET30
CUST-04270,"Wolf, Newman and Davis",B,NET30
CUST-04271,"Douglas, Aguilar and Ballard",C,NET30
CUST-04272,Mckinney LLC,C,NET30
CUST-04273,Martin-Newman,A,NET30
CUST-04274,Moreno Inc,C,NET30
CUST-04275,"Curtis, Black and Gibson",C,NET45
CUST-04276,"Nguyen, Griffin and Lucas",C,NET30
CUST-04277,Mejia-Martinez,C,NET30
CUST-04278,"Arnold, Miller and Maynard",B,NET30
CUST-04279,"Jones, Wilson and Peterson",C,NET60
CUST-04280,Crane-Reyes,B,NET60
CUST-04281,"Moore, Russell and Everett",C,NET45
CUST-04282,Floyd and Sons,C,NET60
CUST-04283,"Dalton, Ford and Newton",C,NET45
CUST-04284,"Peterson, Brown and Rodriguez",A,NET45
CUST-04285,Brown Group,C,NET30
CUST-04286,Brady-Singh,B,NET30
CUST-04287,Monroe-Middleton,C,NET30
CUST-04288,Mckay Ltd,B,NET30
CUST-04289,"Bruce, Barber and Hood",C,NET30
CUST-04290,Harris-Cox,B,NET30
CUST-04291,"Griffin, Snyder and Andersen",B,NET30
CUST-04292,Sawyer Ltd,C,NET30
CUST-04293,Griffin PLC,C,NET30
CUST-04294,"Hill, Hurley and Kelly",B,NET30
CUST-04295,"Oliver, Hamilton and Lane",B,NET30
CUST-04296,Hernandez-Lucero,B,NET30
CUST-04297,Rice-Ramirez,B,NET30
CUST-04298,Guerrero-Ellis,A,NET60
CUST-04299,Figueroa Inc,A,NET30
CUST-04300,Baker-Powers,A,NET30
CUST-04301,Davis-Dunn,C,NET30
CUST-04302,Pittman Inc,A,NET30
CUST-04303,"Leon, Cantu and Patrick",C,NET30
CUST-04304,Porter Group,C,NET30
CUST-04305,"Everett, Turner and Holmes",B,NET30
CUST-04306,"Lowe, Flores and Hartman",A,NET30
CUST-04307,Noble Ltd,B,NET60
CUST-04308,Lucas PLC,A,NET45
CUST-04309,Rivera and Sons,B,NET45
CUST-04310,Houston LLC,C,NET30
CUST-04311,"Juarez, Williams and Smith",A,NET30
CUST-04312,Sherman-Alexander,B,NET30
CUST-04313,Jones-Adams,C,NET60
CUST-04314,"Black, Wright and Fisher",C,NET30
CUST-04315,"Kaiser, Goodman and Craig",C,NET30
CUST-04316,"Campbell, Waller and Ellis",B,NET60
CUST-04317,"Williams, Jackson and Hall",B,NET30
CUST-04318,Riggs-Barber,A,NET30
CUST-04319,Smith and Sons,B,NET45
CUST-04320,White Group,B,NET30
CUST-04321,Atkins Ltd,A,NET30
CUST-04322,"Jimenez, Parker and Bennett",B,NET30
CUST-04323,Burton-Scott,C,NET30
CUST-04324,"Turner, Rogers and Lang",C,NET60
CUST-04325,"Jones, James and Estrada",C,NET30
CUST-04326,Rodriguez and Sons,C,NET45
CUST-04327,"Krueger, Henson and Torres",C,NET45
CUST-04328,Curtis-Heath,C,NET45
CUST-04329,Holland PLC,C,NET30
CUST-04330,Hanson Ltd,A,NET30
CUST-04331,"Jackson, Munoz and Rivers",A,NET30
CUST-04332,Sheppard-Reed,A,NET30
CUST-04333,George-Jones,B,NET60
CUST-04334,Garrett Group,C,NET30
CUST-04335,"Mathews, Moore and Singh",A,NET60
CUST-04336,Jones Inc,A,NET45
CUST-04337,Olsen PLC,C,NET45
CUST-04338,"Watson, Long and Harmon",B,NET30
CUST-04339,Collins Inc,B,NET30
CUST-04340,Shaffer PLC,C,NET30
CUST-04341,Mclaughlin Inc,A,NET30
CUST-04342,Molina-Barnes,C,NET30
CUST-04343,"Riddle, Foster and Johnson",C,NET60
CUST-04344,Chavez-Graham,B,NET30
CUST-04345,Klein-Wilkins,B,NET30
CUST-04346,"Ferguson, Meyer and Martin",A,NET60
CUST-04347,"King, Anderson and Ortiz",C,NET30
CUST-04348,Haney-Arias,B,NET30
CUST-04349,"Chandler, Martinez and Harvey",C,NET45
CUST-04350,Roberts and Sons,C,NET45
CUST-04351,Pace-Golden,A,NET60
CUST-04352,Garner-Snyder,B,NET60
CUST-04353,Miller-Underwood,C,NET45
CUST-04354,Gonzalez-Watson,C,NET30
CUST-04355,Jones-Hughes,C,NET45
CUST-04356,Dougherty and Sons,B,NET30
CUST-04357,Garcia-Hanson,C,NET30
CUST-04358,Thompson-Miller,C,NET30
CUST-04359,Scott-Mason,B,NET30
CUST-04360,"Durham, Johnston and Andersen",B,NET45
CUST-04361,Scott Group,A,NET30
CUST-04362,"Frank, Rowland and Little",A,NET30
CUST-04363,Rodriguez-Dalton,C,NET45
CUST-04364,"Adams, Hunt and Thomas",A,NET30
CUST-04365,Tucker-Lopez,C,NET30
CUST-04366,Estes-Martin,A,NET45
CUST-04367,Johnson and Sons,C,NET45
CUST-04368,"Brown, White and Powell",C,NET30
CUST-04369,Robertson Group,B,NET30
CUST-04370,Gonzalez-Bruce,B,NET30
CUST-04371,Lewis and Sons,C,NET30
CUST-04372,Wright Group,B,NET30
CUST-04373,Garner-Thomas,B,NET60
CUST-04374,"Martin, Hansen and Fernandez",C,NET45
CUST-04375,"Brown, Maldonado and Fitzgerald",A,NET30
CUST-04376,Hickman Group,B,NET30
CUST-04377,Velez-Stevens,B,NET30
CUST-04378,"Butler, Smith and Ross",C,NET30
