delivery_id,delivery_item,material_id,plant_id,delivery_quantity,delivery_status,delivery_date,sales_order,sales_order_item,fiscal_period
DL202410160000007889,1,MAT-00419,5,8,A,17-10-2024,OR202410160000009125,1,10
DL202410160000007061,2,MAT-00940,3,11,A,19-10-2024,OR202410160000009125,2,10
DL202410160000006781,3,MAT-01238,3,31,A,17-10-2024,OR202410160000009125,3,10
DL202410160000002694,4,MAT-01236,1,29,A,19-10-2024,OR202410160000009125,4,10
DL202410160000007863,1,MAT-00727,5,26,A,19-10-2024,OR202410160000004272,1,10
DL202410160000008056,2,MAT-00224,5,28,A,17-10-2024,OR202410160000004272,2,10
DL202410160000006860,3,MAT-01356,1,0,C,19-10-2024,OR202410160000004272,3,10
DL202410160000002532,1,MAT-01486,1,49,A,18-10-2024,OR202410160000005309,1,10
DL202410160000001469,2,MAT-01103,5,48,A,19-10-2024,OR202410160000005309,2,10
DL202410160000008712,1,MAT-00496,3,0,B,18-10-2024,OR202410160000004110,1,10
DL202410160000001841,2,MAT-01181,5,18,A,19-10-2024,OR202410160000004110,2,10
DL202410160000004015,1,MAT-00923,2,10,A,17-10-2024,OR202410160000006221,1,10
DL202410160000002532,2,MAT-01466,2,48,A,17-10-2024,OR202410160000006221,2,10
DL202410160000008336,3,MAT-00659,5,10,A,19-10-2024,OR202410160000006221,3,10
DL202410160000009053,4,MAT-01208,1,15,A,19-10-2024,OR202410160000006221,4,10
DL202410160000006492,5,MAT-00093,5,46,A,18-10-2024,OR202410160000006221,5,10
DL202410160000002194,1,MAT-00968,4,32,A,19-10-2024,OR202410160000004267,1,10
DL202410160000002866,2,MAT-00683,5,7,A,17-10-2024,OR202410160000004267,2,10
DL202410160000006107,3,MAT-00673,5,48,A,19-10-2024,OR202410160000004267,3,10
DL202410160000009235,4,MAT-00220,2,4,A,17-10-2024,OR202410160000004267,4,10
DL202410160000009097,5,MAT-01403,5,48,A,17-10-2024,OR202410160000004267,5,10
DL202410160000001467,1,MAT-00554,3,23,A,19-10-2024,OR202410160000006916,1,10
DL202410160000005864,2,MAT-01335,2,1,B,17-10-2024,OR202410160000006916,2,10
DL202410160000002913,1,MAT-00423,3,47,A,18-10-2024,OR202410160000002980,1,10
DL202410160000008802,2,MAT-00236,1,19,A,17-10-2024,OR202410160000002980,2,10
DL202410160000001788,3,MAT-01206,4,42,A,18-10-2024,OR202410160000002980,3,10
DL202410160000008270,1,MAT-00029,1,9,A,18-10-2024,OR202410160000001291,1,10
DL202410160000002471,2,MAT-00894,5,17,A,18-10-2024,OR202410160000001291,2,10
DL202410160000006370,3,MAT-00197,4,48,A,18-10-2024,OR202410160000001291,3,10
DL202410160000009469,4,MAT-00008,2,11,A,18-10-2024,OR202410160000001291,4,10
DL202410160000009959,1,MAT-00444,3,0,C,18-10-2024,OR202410160000008638,1,10
DL202410160000005073,2,MAT-00539,1,9,A,19-10-2024,OR202410160000008638,2,10
DL202410160000009402,3,MAT-01466,1,4,B,17-10-2024,OR202410160000008638,3,10
DL202410160000006922,4,MAT-00580,2,0,C,17-10-2024,OR202410160000008638,4,10
DL202410160000006393,1,MAT-00141,1,21,A,19-10-2024,OR202410160000007503,1,10
DL202410160000006922,2,MAT-01435,2,16,A,19-10-2024,OR202410160000007503,2,10
DL202410160000008431,3,MAT-00587,1,25,A,18-10-2024,OR202410160000007503,3,10
DL202410160000001540,4,MAT-00937,5,43,A,19-10-2024,OR202410160000007503,4,10
DL202410160000004407,1,MAT-01367,2,27,A,18-10-2024,OR202410160000006444,1,10
DL202410160000001493,2,MAT-01330,2,18,A,17-10-2024,OR202410160000006444,2,10
DL202410160000001493,3,MAT-00547,1,39,A,17-10-2024,OR202410160000006444,3,10
DL202410160000006269,4,MAT-00053,1,12,A,17-10-2024,OR202410160000006444,4,10
DL202410160000001739,5,MAT-00475,1,38,A,17-10-2024,OR202410160000006444,5,10
DL202410160000001640,1,MAT-00534,1,42,A,17-10-2024,OR202410160000002546,1,10
DL202410160000009652,2,MAT-00679,3,0,C,17-10-2024,OR202410160000002546,2,10
DL202410160000007164,3,MAT-00316,2,6,A,18-10-2024,OR202410160000002546,3,10
DL202410160000001408,4,MAT-00571,3,0,C,18-10-2024,OR202410160000002546,4,10
DL202410160000002804,5,MAT-00966,3,45,A,19-10-2024,OR202410160000002546,5,10
DL202410160000005725,1,MAT-00680,1,20,A,18-10-2024,OR202410160000004911,1,10
DL202410160000009143,2,MAT-00383,2,45,A,18-10-2024,OR202410160000004911,2,10
DL202410160000001146,3,MAT-01222,2,25,A,17-10-2024,OR202410160000004911,3,10
DL202410160000008148,1,MAT-01044,1,47,A,18-10-2024,OR202410160000002042,1,10
DL202410160000003063,2,MAT-01069,1,28,A,19-10-2024,OR202410160000002042,2,10
DL202410160000001827,3,MAT-00557,5,46,A,19-10-2024,OR202410160000002042,3,10
DL202410160000006256,1,MAT-00117,3,14,A,19-10-2024,OR202410160000001121,1,10
DL202410160000001469,2,MAT-00759,3,8,B,18-10-2024,OR202410160000001121,2,10
DL202410160000004490,3,MAT-01027,4,0,C,19-10-2024,OR202410160000001121,3,10
DL202410160000002476,4,MAT-00622,3,0,C,17-10-2024,OR202410160000001121,4,10
DL202410160000007776,1,MAT-00875,1,34,A,17-10-2024,OR202410160000005405,1,10
DL202410160000001597,2,MAT-00358,1,30,A,17-10-2024,OR202410160000005405,2,10
DL202410160000008577,3,MAT-00770,1,6,A,18-10-2024,OR202410160000005405,3,10
DL202410160000008388,4,MAT-00914,2,20,A,19-10-2024,OR202410160000005405,4,10
DL202410160000004645,5,MAT-00189,1,42,A,18-10-2024,OR202410160000005405,5,10
DL202410170000005351,1,MAT-01025,4,12,A,20-10-2024,OR202410170000005638,1,10
DL202410170000001386,2,MAT-00946,5,27,A,18-10-2024,OR202410170000005638,2,10
DL202410170000002747,3,MAT-01152,2,25,A,18-10-2024,OR202410170000005638,3,10
DL202410170000008067,4,MAT-00128,1,36,A,19-10-2024,OR202410170000005638,4,10
DL202410170000007680,1,MAT-00829,2,21,A,18-10-2024,OR202410170000006144,1,10
DL202410170000007960,2,MAT-00917,2,44,A,19-10-2024,OR202410170000006144,2,10
DL202410170000004392,3,MAT-00498,5,46,A,19-10-2024,OR202410170000006144,3,10
DL202410170000009866,1,MAT-01088,4,11,B,18-10-2024,OR202410170000004431,1,10
DL202410170000003805,1,MAT-01310,1,14,A,19-10-2024,OR202410170000002536,1,10
DL202410170000006465,2,MAT-00108,4,0,C,20-10-2024,OR202410170000002536,2,10
DL202410170000008901,3,MAT-01312,1,25,A,19-10-2024,OR202410170000002536,3,10
DL202410170000006370,4,MAT-01062,3,38,A,20-10-2024,OR202410170000002536,4,10
DL202410170000008061,5,MAT-00578,5,14,A,18-10-2024,OR202410170000002536,5,10
DL202410170000007262,1,MAT-00082,1,32,A,20-10-2024,OR202410170000002998,1,10
DL202410170000007995,2,MAT-01034,1,14,B,18-10-2024,OR202410170000002998,2,10
DL202410170000009975,3,MAT-00040,3,39,B,20-10-2024,OR202410170000002998,3,10
DL202410170000004307,4,MAT-00110,3,11,B,18-10-2024,OR202410170000002998,4,10
DL202410170000007047,1,MAT-01327,4,17,A,18-10-2024,OR202410170000008430,1,10
DL202410170000002962,2,MAT-00005,5,10,A,18-10-2024,OR202410170000008430,2,10
DL202410170000008330,3,MAT-01272,5,13,A,18-10-2024,OR202410170000008430,3,10
DL202410170000008221,1,MAT-00104,2,4,A,20-10-2024,OR202410170000001775,1,10
DL202410170000002419,2,MAT-01146,5,32,A,18-10-2024,OR202410170000001775,2,10
DL202410170000004519,1,MAT-00739,3,19,A,19-10-2024,OR202410170000003308,1,10
DL202410170000003895,2,MAT-00122,5,39,A,19-10-2024,OR202410170000003308,2,10
DL202410170000004729,3,MAT-00448,3,32,A,18-10-2024,OR202410170000003308,3,10
DL202410170000004533,1,MAT-00539,2,35,A,18-10-2024,OR202410170000002614,1,10
DL202410170000002693,2,MAT-00008,3,13,B,18-10-2024,OR202410170000002614,2,10
DL202410170000007769,1,MAT-00274,3,27,B,19-10-2024,OR202410170000005906,1,10
DL202410170000004131,2,MAT-00862,1,32,A,19-10-2024,OR202410170000005906,2,10
DL202410170000008383,1,MAT-00248,1,0,A,20-10-2024,OR202410170000005745,1,10
DL202410170000004839,2,MAT-01033,1,34,A,18-10-2024,OR202410170000005745,2,10
DL202410170000007984,3,MAT-01273,2,4,A,20-10-2024,OR202410170000005745,3,10
DL202410170000001541,4,MAT-01195,3,22,A,19-10-2024,OR202410170000005745,4,10
DL202410170000006204,1,MAT-00334,3,40,A,18-10-2024,OR202410170000007008,1,10
DL202410170000005250,2,MAT-00343,5,12,A,19-10-2024,OR202410170000007008,2,10
DL202410170000002606,3,MAT-00441,1,10,A,19-10-2024,OR202410170000007008,3,10
DL202410170000008874,1,MAT-00304,5,46,A,19-10-2024,OR202410170000005104,1,10
DL202410170000005502,2,MAT-00149,1,0,C,20-10-2024,OR202410170000005104,2,10
DL202410170000006617,3,MAT-00058,1,14,B,18-10-2024,OR202410170000005104,3,10
DL202410170000008011,1,MAT-00789,5,7,A,20-10-2024,OR202410170000004261,1,10
DL202410170000002113,2,MAT-00148,3,4,A,18-10-2024,OR202410170000004261,2,10
DL202410170000004635,3,MAT-01384,2,47,A,19-10-2024,OR202410170000004261,3,10
DL202410170000009275,4,MAT-01369,1,5,A,19-10-2024,OR202410170000004261,4,10
DL202410170000008437,1,MAT-00812,4,28,A,19-10-2024,OR202410170000006544,1,10
DL202410170000009970,2,MAT-01149,2,3,A,19-10-2024,OR202410170000006544,2,10
DL202410170000008865,1,MAT-00651,3,16,A,20-10-2024,OR202410170000001321,1,10
DL202410170000004328,2,MAT-00492,2,36,A,19-10-2024,OR202410170000001321,2,10
DL202410170000002612,3,MAT-01224,1,12,A,20-10-2024,OR202410170000001321,3,10
DL202410170000006100,4,MAT-00950,1,38,A,20-10-2024,OR202410170000001321,4,10
DL202410170000004405,5,MAT-01474,4,6,A,18-10-2024,OR202410170000001321,5,10
DL202410170000003833,1,MAT-00496,3,38,A,20-10-2024,OR202410170000004156,1,10
DL202410170000005513,2,MAT-01336,1,35,A,19-10-2024,OR202410170000004156,2,10
DL202410170000009648,3,MAT-00330,1,21,A,19-10-2024,OR202410170000004156,3,10
DL202410170000004216,4,MAT-01056,3,18,A,20-10-2024,OR202410170000004156,4,10
DL202410170000005437,5,MAT-01290,2,0,A,18-10-2024,OR202410170000004156,5,10
DL202410170000005375,1,MAT-00064,5,47,A,20-10-2024,OR202410170000003886,1,10
DL202410170000008925,2,MAT-00027,3,1,A,20-10-2024,OR202410170000003886,2,10
DL202410170000006875,3,MAT-01157,5,17,A,19-10-2024,OR202410170000003886,3,10
DL202410170000005194,4,MAT-00825,4,42,A,19-10-2024,OR202410170000003886,4,10
DL202410170000001999,5,MAT-00383,3,37,A,18-10-2024,OR202410170000003886,5,10
DL202410170000003222,1,MAT-00523,4,16,A,18-10-2024,OR202410170000007723,1,10
DL202410170000009549,2,MAT-01400,5,11,A,19-10-2024,OR202410170000007723,2,10
DL202410170000006174,3,MAT-01287,4,4,B,20-10-2024,OR202410170000007723,3,10
DL202410170000004686,4,MAT-01012,4,36,A,19-10-2024,OR202410170000007723,4,10
DL202410170000005027,1,MAT-00714,5,14,A,20-10-2024,OR202410170000006951,1,10
DL202410170000009446,1,MAT-00517,3,29,A,20-10-2024,OR202410170000006285,1,10
DL202410170000003974,1,MAT-00253,4,13,A,18-10-2024,OR202410170000006630,1,10
DL202410170000007426,2,MAT-00049,2,36,A,19-10-2024,OR202410170000006630,2,10
DL202410170000006090,3,MAT-00847,4,10,B,20-10-2024,OR202410170000006630,3,10
DL202410170000005171,1,MAT-00113,4,14,A,19-10-2024,OR202410170000006073,1,10
DL202410170000006686,2,MAT-00853,3,20,A,18-10-2024,OR202410170000006073,2,10
DL202410170000006541,3,MAT-00115,1,17,A,18-10-2024,OR202410170000006073,3,10
DL202410170000005949,4,MAT-00908,4,3,A,18-10-2024,OR202410170000006073,4,10
DL202410170000009388,1,MAT-00397,4,37,A,19-10-2024,OR202410170000003524,1,10
DL202410170000001525,2,MAT-01346,5,48,A,18-10-2024,OR202410170000003524,2,10
DL202410170000006649,3,MAT-01172,5,24,A,18-10-2024,OR202410170000003524,3,10
DL202410170000003285,1,MAT-00414,2,18,A,18-10-2024,OR202410170000004203,1,10
DL202410170000006790,2,MAT-00260,5,1,A,19-10-2024,OR202410170000004203,2,10
DL202410170000007552,1,MAT-00023,3,22,A,18-10-2024,OR202410170000002031,1,10
DL202410170000008274,2,MAT-00907,5,7,B,18-10-2024,OR202410170000002031,2,10
DL202410170000007583,3,MAT-00889,5,26,A,20-10-2024,OR202410170000002031,3,10
DL202410170000009197,4,MAT-00446,1,37,A,20-10-2024,OR202410170000002031,4,10
DL202410170000005480,5,MAT-01341,4,0,C,18-10-2024,OR202410170000002031,5,10
DL202410170000006294,1,MAT-00065,5,11,A,19-10-2024,OR202410170000005879,1,10
DL202410170000004935,1,MAT-01026,3,45,A,18-10-2024,OR202410170000001729,1,10
DL202410170000002385,2,MAT-00686,4,41,A,18-10-2024,OR202410170000001729,2,10
DL202410170000007354,3,MAT-00547,4,23,A,18-10-2024,OR202410170000001729,3,10
DL202410170000004083,4,MAT-01173,4,26,A,19-10-2024,OR202410170000001729,4,10
DL202410170000005486,1,MAT-00944,5,22,A,20-10-2024,OR202410170000004237,1,10
DL202410170000008048,2,MAT-00465,2,5,A,20-10-2024,OR202410170000004237,2,10
DL202410170000001935,3,MAT-00943,5,32,A,18-10-2024,OR202410170000004237,3,10
DL202410170000006407,1,MAT-00814,5,26,A,18-10-2024,OR202410170000005279,1,10
DL202410170000009447,2,MAT-00151,5,0,A,20-10-2024,OR202410170000005279,2,10
DL202410180000003086,1,MAT-01418,3,0,C,20-10-2024,OR202410180000006285,1,10
DL202410180000003516,2,MAT-00757,2,16,B,20-10-2024,OR202410180000006285,2,10
DL202410180000003512,3,MAT-01146,2,10,A,21-10-2024,OR202410180000006285,3,10
DL202410180000007193,4,MAT-00917,3,25,A,20-10-2024,OR202410180000006285,4,10
DL202410180000004069,5,MAT-00164,1,36,A,19-10-2024,OR202410180000006285,5,10
DL202410180000004827,1,MAT-01102,1,14,B,19-10-2024,OR202410180000003304,1,10
DL202410180000007632,2,MAT-00713,2,15,A,20-10-2024,OR202410180000003304,2,10
DL202410180000004858,3,MAT-01169,3,20,A,19-10-2024,OR202410180000003304,3,10
DL202410180000007095,4,MAT-01486,2,0,C,20-10-2024,OR202410180000003304,4,10
DL202410180000006976,1,MAT-00653,5,45,A,21-10-2024,OR202410180000008260,1,10
DL202410180000006562,1,MAT-00235,2,22,A,20-10-2024,OR202410180000001970,1,10
DL202410180000006905,2,MAT-01224,5,0,C,21-10-2024,OR202410180000001970,2,10
DL202410180000009784,3,MAT-01488,3,0,C,20-10-2024,OR202410180000001970,3,10
DL202410180000004310,1,MAT-00318,4,17,A,19-10-2024,OR202410180000001924,1,10
DL202410180000008113,2,MAT-01014,2,24,B,21-10-2024,OR202410180000001924,2,10
DL202410180000008268,3,MAT-01371,4,27,A,19-10-2024,OR202410180000001924,3,10
DL202410180000009355,4,MAT-00072,2,34,A,19-10-2024,OR202410180000001924,4,10
DL202410180000002920,5,MAT-00519,4,24,A,20-10-2024,OR202410180000001924,5,10
DL202410180000002043,1,MAT-00703,3,9,A,21-10-2024,OR202410180000003895,1,10
DL202410180000006239,2,MAT-00280,4,45,A,19-10-2024,OR202410180000003895,2,10
DL202410180000007486,3,MAT-01488,4,20,A,21-10-2024,OR202410180000003895,3,10
DL202410180000009034,4,MAT-01333,2,31,A,20-10-2024,OR202410180000003895,4,10
DL202410180000002756,1,MAT-00122,5,14,A,20-10-2024,OR202410180000001306,1,10
DL202410180000003746,2,MAT-01313,4,3,B,21-10-2024,OR202410180000001306,2,10
DL202410180000006159,1,MAT-00062,2,0,C,19-10-2024,OR202410180000002379,1,10
DL202410180000009439,1,MAT-00784,2,28,A,19-10-2024,OR202410180000003148,1,10
DL202410180000005619,2,MAT-00221,2,6,A,20-10-2024,OR202410180000003148,2,10
DL202410180000002617,3,MAT-00629,3,5,A,20-10-2024,OR202410180000003148,3,10
DL202410180000004882,1,MAT-00413,3,2,A,20-10-2024,OR202410180000009527,1,10
DL202410180000006480,2,MAT-00914,1,0,A,20-10-2024,OR202410180000009527,2,10
DL202410180000003379,3,MAT-00546,3,10,A,19-10-2024,OR202410180000009527,3,10
DL202410180000001646,4,MAT-00286,2,10,A,21-10-2024,OR202410180000009527,4,10
DL202410180000007487,5,MAT-00149,1,6,A,19-10-2024,OR202410180000009527,5,10
DL202410180000004313,1,MAT-00838,4,46,A,20-10-2024,OR202410180000003080,1,10
DL202410180000008363,2,MAT-00157,4,48,A,20-10-2024,OR202410180000003080,2,10
DL202410180000009635,1,MAT-00653,5,43,A,19-10-2024,OR202410180000004383,1,10
DL202410180000007135,2,MAT-00746,3,30,A,20-10-2024,OR202410180000004383,2,10
DL202410180000001608,3,MAT-00586,2,0,C,20-10-2024,OR202410180000004383,3,10
DL202410180000003976,4,MAT-01453,2,45,A,21-10-2024,OR202410180000004383,4,10
DL202410180000006243,5,MAT-01183,2,34,A,21-10-2024,OR202410180000004383,5,10
DL202410180000002405,1,MAT-00920,1,2,A,19-10-2024,OR202410180000009654,1,10
DL202410180000002181,2,MAT-00657,1,22,A,21-10-2024,OR202410180000009654,2,10
DL202410180000007664,1,MAT-00202,2,33,A,20-10-2024,OR202410180000004732,1,10
DL202410180000007822,2,MAT-00476,2,34,A,21-10-2024,OR202410180000004732,2,10
DL202410180000005118,3,MAT-00027,5,16,A,19-10-2024,OR202410180000004732,3,10
DL202410180000006179,4,MAT-01102,2,0,C,19-10-2024,OR202410180000004732,4,10
DL202410180000003663,1,MAT-00699,4,23,A,19-10-2024,OR202410180000005928,1,10
DL202410180000006887,1,MAT-00170,5,8,A,20-10-2024,OR202410180000004476,1,10
DL202410180000004501,2,MAT-01189,3,22,A,21-10-2024,OR202410180000004476,2,10
DL202410180000001119,1,MAT-01335,3,2,A,19-10-2024,OR202410180000002887,1,10
DL202410180000005961,2,MAT-00972,1,25,B,19-10-2024,OR202410180000002887,2,10
DL202410180000007395,3,MAT-01270,5,27,A,20-10-2024,OR202410180000002887,3,10
DL202410180000008853,4,MAT-00241,3,18,A,19-10-2024,OR202410180000002887,4,10
DL202410180000007773,1,MAT-00395,2,7,A,20-10-2024,OR202410180000004966,1,10
DL202410180000009694,2,MAT-00621,5,39,A,21-10-2024,OR202410180000004966,2,10
DL202410180000008798,3,MAT-01167,1,16,A,21-10-2024,OR202410180000004966,3,10
DL202410180000003698,1,MAT-00127,4,0,B,20-10-2024,OR202410180000005735,1,10
DL202410180000001383,1,MAT-00543,1,15,A,20-10-2024,OR202410180000007594,1,10
DL202410180000002189,2,MAT-00409,4,34,A,19-10-2024,OR202410180000007594,2,10
DL202410180000009984,1,MAT-00595,1,9,A,19-10-2024,OR202410180000004306,1,10
DL202410180000008501,1,MAT-00015,4,25,A,21-10-2024,OR202410180000009278,1,10
DL202410180000009602,2,MAT-00143,4,41,A,20-10-2024,OR202410180000009278,2,10
DL202410180000002080,3,MAT-00625,4,3,B,20-10-2024,OR202410180000009278,3,10
DL202410180000009978,4,MAT-00952,4,33,A,21-10-2024,OR202410180000009278,4,10
DL202410180000005479,5,MAT-00218,3,21,A,19-10-2024,OR202410180000009278,5,10
DL202410180000008131,1,MAT-00586,4,38,A,21-10-2024,OR202410180000006860,1,10
DL202410180000007065,2,MAT-01204,3,32,A,20-10-2024,OR202410180000006860,2,10
DL202410180000002577,1,MAT-00685,2,46,A,19-10-2024,OR202410180000004797,1,10
DL202410180000009727,2,MAT-00122,5,6,B,19-10-2024,OR202410180000004797,2,10
DL202410180000001410,3,MAT-01292,1,45,A,21-10-2024,OR202410180000004797,3,10
DL202410180000002097,4,MAT-01296,2,21,B,21-10-2024,OR202410180000004797,4,10
DL202410180000007726,5,MAT-00348,3,17,A,20-10-2024,OR202410180000004797,5,10
DL202410180000002341,1,MAT-00300,5,20,A,20-10-2024,OR202410180000007275,1,10
DL202410180000004749,2,MAT-00435,1,13,A,20-10-2024,OR202410180000007275,2,10
DL202410180000009711,1,MAT-01019,5,25,A,19-10-2024,OR202410180000006793,1,10
DL202410180000009398,2,MAT-00090,3,7,A,19-10-2024,OR202410180000006793,2,10
DL202410180000007161,1,MAT-00886,4,16,A,20-10-2024,OR202410180000007130,1,10
DL202410180000004849,2,MAT-00385,5,15,A,21-10-2024,OR202410180000007130,2,10
DL202410180000005161,3,MAT-01377,2,4,A,19-10-2024,OR202410180000007130,3,10
DL202410180000009291,4,MAT-01241,2,8,A,19-10-2024,OR202410180000007130,4,10
DL202410180000003344,5,MAT-01122,5,0,C,20-10-2024,OR202410180000007130,5,10
DL202410180000001936,1,MAT-01019,1,5,A,19-10-2024,OR202410180000006990,1,10
DL202410180000005391,2,MAT-01249,2,29,A,20-10-2024,OR202410180000006990,2,10
DL202410180000007178,3,MAT-01267,2,20,B,21-10-2024,OR202410180000006990,3,10
DL202410180000004524,1,MAT-00125,4,2,B,21-10-2024,OR202410180000003856,1,10
DL202410210000003932,1,MAT-00196,1,25,B,24-10-2024,OR202410210000003444,1,10
DL202410210000005643,2,MAT-01368,1,25,A,22-10-2024,OR202410210000003444,2,10
DL202410210000004724,3,MAT-01037,4,2,B,23-10-2024,OR202410210000003444,3,10
DL202410210000008900,4,MAT-01004,3,6,B,22-10-2024,OR202410210000003444,4,10
DL202410210000007788,5,MAT-01254,1,38,A,23-10-2024,OR202410210000003444,5,10
DL202410210000006144,1,MAT-00218,1,2,A,23-10-2024,OR202410210000006743,1,10
DL202410210000005259,1,MAT-00969,1,19,A,22-10-2024,OR202410210000003757,1,10
DL202410210000005582,2,MAT-01384,2,49,A,24-10-2024,OR202410210000003757,2,10
DL202410210000005202,3,MAT-01193,2,32,A,22-10-2024,OR202410210000003757,3,10
DL202410210000007175,4,MAT-00318,3,33,A,23-10-2024,OR202410210000003757,4,10
DL202410210000008231,5,MAT-01146,4,12,A,23-10-2024,OR202410210000003757,5,10
DL202410210000008250,1,MAT-01089,3,29,A,22-10-2024,OR202410210000009703,1,10
DL202410210000004300,2,MAT-00817,1,16,A,23-10-2024,OR202410210000009703,2,10
DL202410210000002862,3,MAT-00997,2,26,A,22-10-2024,OR202410210000009703,3,10
DL202410210000009295,4,MAT-00627,2,8,A,24-10-2024,OR202410210000009703,4,10
DL202410210000003006,1,MAT-01347,1,20,A,23-10-2024,OR202410210000006922,1,10
DL202410210000005401,2,MAT-01372,3,2,A,24-10-2024,OR202410210000006922,2,10
DL202410210000006127,3,MAT-00725,5,16,A,24-10-2024,OR202410210000006922,3,10
DL202410210000004636,4,MAT-01246,1,0,A,24-10-2024,OR202410210000006922,4,10
DL202410210000001978,1,MAT-00842,5,40,A,23-10-2024,OR202410210000003580,1,10
DL202410210000001020,2,MAT-00726,3,28,A,22-10-2024,OR202410210000003580,2,10
DL202410210000005678,1,MAT-00037,3,34,A,24-10-2024,OR202410210000006556,1,10
DL202410210000009224,2,MAT-01140,1,10,A,22-10-2024,OR202410210000006556,2,10
DL202410210000007401,3,MAT-00996,4,44,A,23-10-2024,OR202410210000006556,3,10
DL202410210000005921,1,MAT-00388,4,45,A,23-10-2024,OR202410210000005695,1,10
DL202410210000003914,2,MAT-00317,2,41,B,24-10-2024,OR202410210000005695,2,10
DL202410210000006807,3,MAT-00938,4,0,C,23-10-2024,OR202410210000005695,3,10
DL202410210000008992,4,MAT-00206,1,0,C,23-10-2024,OR202410210000005695,4,10
DL202410210000008559,1,MAT-00615,3,21,A,24-10-2024,OR202410210000003325,1,10
DL202410210000005662,2,MAT-01023,3,28,B,22-10-2024,OR202410210000003325,2,10
DL202410210000003289,3,MAT-00661,4,36,A,23-10-2024,OR202410210000003325,3,10
DL202410210000009321,1,MAT-01419,2,45,A,24-10-2024,OR202410210000002059,1,10
DL202410210000003370,2,MAT-00600,3,8,B,24-10-2024,OR202410210000002059,2,10
DL202410210000006294,1,MAT-00690,4,14,A,22-10-2024,OR202410210000009371,1,10
DL202410210000001668,1,MAT-00098,4,24,A,22-10-2024,OR202410210000009857,1,10
DL202410210000005070,1,MAT-00238,3,22,A,24-10-2024,OR202410210000007206,1,10
DL202410210000008555,1,MAT-01455,4,30,A,23-10-2024,OR202410210000002172,1,10
DL202410210000001802,2,MAT-00992,3,24,A,24-10-2024,OR202410210000002172,2,10
DL202410210000009584,1,MAT-01357,3,21,A,23-10-2024,OR202410210000001673,1,10
DL202410210000004052,2,MAT-00361,4,19,A,24-10-2024,OR202410210000001673,2,10
DL202410210000008119,3,MAT-00468,2,0,A,23-10-2024,OR202410210000001673,3,10
DL202410210000003548,4,MAT-00918,2,23,A,24-10-2024,OR202410210000001673,4,10
DL202410210000004122,1,MAT-01075,2,21,B,23-10-2024,OR202410210000007800,1,10
DL202410210000001840,2,MAT-01073,1,0,A,23-10-2024,OR202410210000007800,2,10
DL202410210000008204,1,MAT-01090,4,33,A,23-10-2024,OR202410210000006720,1,10
DL202410210000007467,2,MAT-01390,4,32,A,23-10-2024,OR202410210000006720,2,10
DL202410210000001469,3,MAT-01427,3,32,A,24-10-2024,OR202410210000006720,3,10
DL202410210000003780,4,MAT-00743,3,3,A,24-10-2024,OR202410210000006720,4,10
DL202410210000004504,1,MAT-00658,1,22,B,23-10-2024,OR202410210000007585,1,10
DL202410210000004296,2,MAT-01154,2,46,A,22-10-2024,OR202410210000007585,2,10
DL202410210000002784,3,MAT-00964,2,37,A,22-10-2024,OR202410210000007585,3,10
DL202410210000005679,4,MAT-00550,1,30,A,24-10-2024,OR202410210000007585,4,10
DL202410210000008866,5,MAT-00280,1,14,A,22-10-2024,OR202410210000007585,5,10
DL202410210000009329,1,MAT-00522,4,50,A,24-10-2024,OR202410210000003257,1,10
DL202410210000007226,2,MAT-01410,4,14,A,24-10-2024,OR202410210000003257,2,10
DL202410210000008405,3,MAT-01231,2,43,B,24-10-2024,OR202410210000003257,3,10
DL202410210000003806,4,MAT-00583,3,3,A,23-10-2024,OR202410210000003257,4,10
DL202410210000006785,1,MAT-00411,2,35,A,23-10-2024,OR202410210000005662,1,10
DL202410210000006951,2,MAT-00513,5,29,A,22-10-2024,OR202410210000005662,2,10
DL202410210000008286,3,MAT-00727,2,1,B,24-10-2024,OR202410210000005662,3,10
DL202410210000003714,1,MAT-01332,3,20,B,23-10-2024,OR202410210000006647,1,10
DL202410210000007614,2,MAT-01254,3,7,A,22-10-2024,OR202410210000006647,2,10
DL202410210000009808,3,MAT-00126,5,46,B,23-10-2024,OR202410210000006647,3,10
DL202410210000003607,4,MAT-01419,3,20,A,23-10-2024,OR202410210000006647,4,10
DL202410210000006662,5,MAT-00877,5,10,B,23-10-2024,OR202410210000006647,5,10
DL202410220000001975,1,MAT-01008,4,27,A,23-10-2024,OR202410220000003158,1,10
DL202410220000009400,1,MAT-00881,1,26,A,25-10-2024,OR202410220000008655,1,10
DL202410220000005124,2,MAT-01106,5,0,C,25-10-2024,OR202410220000008655,2,10
DL202410220000005808,1,MAT-01172,5,45,A,24-10-2024,OR202410220000002892,1,10
DL202410220000004434,2,MAT-01236,3,50,A,25-10-2024,OR202410220000002892,2,10
DL202410220000009026,3,MAT-00203,5,48,A,23-10-2024,OR202410220000002892,3,10
DL202410220000007464,4,MAT-00777,4,4,A,23-10-2024,OR202410220000002892,4,10
DL202410220000009692,1,MAT-00892,5,44,A,25-10-2024,OR202410220000008981,1,10
DL202410220000001708,2,MAT-00118,5,34,A,25-10-2024,OR202410220000008981,2,10
DL202410220000009978,3,MAT-01100,3,16,A,25-10-2024,OR202410220000008981,3,10
