sales_order,order_type,sales_org,distribution_channel,division,order_date,customer_id,fiscal_period
OR202406110000002968,OR,1000,10,0,11-06-2024,CUST-00819,6
OR202406110000009302,OR,1000,10,0,11-06-2024,CUST-03834,6
OR202406110000009221,OR,1000,10,0,11-06-2024,CUST-04631,6
OR202406110000007467,OR,1000,10,0,11-06-2024,CUST-01050,6
OR202406110000009074,OR,1000,10,0,11-06-2024,CUST-01071,6
OR202406110000009915,OR,1000,10,0,11-06-2024,CUST-01553,6
OR202406110000004888,OR,1000,10,0,11-06-2024,CUST-00903,6
OR202406110000001873,OR,1000,10,0,11-06-2024,CUST-04094,6
OR202406110000008484,OR,1000,10,0,11-06-2024,CUST-01677,6
OR202406110000007425,OR,1000,10,0,11-06-2024,CUST-04574,6
OR202406120000006949,OR,1000,10,0,12-06-2024,CUST-04864,6
OR202406120000002182,OR,1000,10,0,12-06-2024,CUST-01564,6
OR202406120000004009,OR,1000,10,0,12-06-2024,CUST-00789,6
OR202406120000003834,OR,1000,10,0,12-06-2024,CUST-04798,6
OR202406120000007430,OR,1000,10,0,12-06-2024,CUST-03205,6
OR202406120000002177,OR,1000,10,0,12-06-2024,CUST-01600,6
OR202406120000007770,OR,1000,10,0,12-06-2024,CUST-00308,6
OR202406120000008661,OR,1000,10,0,12-06-2024,CUST-04632,6
OR202406120000009957,OR,1000,10,0,12-06-2024,CUST-03148,6
OR202406120000004889,OR,1000,10,0,12-06-2024,CUST-00738,6
OR202406120000002929,OR,1000,10,0,12-06-2024,CUST-02196,6
OR202406120000006519,OR,1000,10,0,12-06-2024,CUST-00836,6
OR202406120000003438,OR,1000,10,0,12-06-2024,CUST-00189,6
OR202406120000005144,OR,1000,10,0,12-06-2024,CUST-04675,6
OR202406120000007405,OR,1000,10,0,12-06-2024,CUST-01003,6
OR202406120000009994,OR,1000,10,0,12-06-2024,CUST-01195,6
OR202406120000008990,OR,1000,10,0,12-06-2024,CUST-02870,6
OR202406120000003636,OR,1000,10,0,12-06-2024,CUST-04140,6
OR202406130000002445,OR,1000,10,0,13-06-2024,CUST-02765,6
OR202406130000001177,OR,1000,10,0,13-06-2024,CUST-03112,6
OR202406130000001049,OR,1000,10,0,13-06-2024,CUST-02818,6
OR202406130000009211,OR,1000,10,0,13-06-2024,CUST-03246,6
OR202406130000005118,OR,1000,10,0,13-06-2024,CUST-00043,6
OR202406130000004308,OR,1000,10,0,13-06-2024,CUST-01937,6
OR202406130000007222,OR,1000,10,0,13-06-2024,CUST-02170,6
OR202406130000006316,OR,1000,10,0,13-06-2024,CUST-04471,6
OR202406130000002254,OR,1000,10,0,13-06-2024,CUST-02347,6
OR202406130000002899,OR,1000,10,0,13-06-2024,CUST-02511,6
OR202406130000009396,OR,1000,10,0,13-06-2024,CUST-02998,6
OR202406130000003140,OR,1000,10,0,13-06-2024,CUST-03571,6
OR202406130000006771,OR,1000,10,0,13-06-2024,CUST-03618,6
OR202406130000007195,OR,1000,10,0,13-06-2024,CUST-03936,6
OR202406130000004015,OR,1000,10,0,13-06-2024,CUST-04294,6
OR202406130000001926,OR,1000,10,0,13-06-2024,CUST-03354,6
OR202406130000007405,OR,1000,10,0,13-06-2024,CUST-04354,6
OR202406140000005641,OR,1000,10,0,14-06-2024,CUST-02346,6
OR202406140000008251,OR,1000,10,0,14-06-2024,CUST-02452,6
OR202406140000001397,OR,1000,10,0,14-06-2024,CUST-00515,6
OR202406140000005260,OR,1000,10,0,14-06-2024,CUST-02956,6
OR202406140000002391,OR,1000,10,0,14-06-2024,CUST-02996,6
OR202406140000004620,OR,1000,10,0,14-06-2024,CUST-03901,6
OR202406140000008997,OR,1000,10,0,14-06-2024,CUST-04842,6
OR202406140000007673,OR,1000,10,0,14-06-2024,CUST-04717,6
OR202406140000005284,OR,1000,10,0,14-06-2024,CUST-02421,6
OR202406140000003578,OR,1000,10,0,14-06-2024,CUST-03061,6
OR202406140000002520,OR,1000,10,0,14-06-2024,CUST-04179,6
OR202406140000001776,OR,1000,10,0,14-06-2024,CUST-03328,6
OR202406140000008290,OR,1000,10,0,14-06-2024,CUST-03994,6
OR202406140000005309,OR,1000,10,0,14-06-2024,CUST-01838,6
OR202406140000003649,OR,1000,10,0,14-06-2024,CUST-04276,6
OR202406140000008989,OR,1000,10,0,14-06-2024,CUST-02908,6
OR202406170000009785,OR,1000,10,0,17-06-2024,CUST-04520,6
OR202406170000007401,OR,1000,10,0,17-06-2024,CUST-01767,6
OR202406170000002674,OR,1000,10,0,17-06-2024,CUST-03226,6
OR202406170000004459,OR,1000,10,0,17-06-2024,CUST-04851,6
OR202406170000007105,OR,1000,10,0,17-06-2024,CUST-02171,6
OR202406170000003403,OR,1000,10,0,17-06-2024,CUST-02468,6
OR202406170000002952,OR,1000,10,0,17-06-2024,CUST-00297,6
OR202406170000001028,OR,1000,10,0,17-06-2024,CUST-03520,6
OR202406170000008184,OR,1000,10,0,17-06-2024,CUST-00403,6
OR202406170000006998,OR,1000,10,0,17-06-2024,CUST-03712,6
OR202406170000003033,OR,1000,10,0,17-06-2024,CUST-02836,6
OR202406170000001157,OR,1000,10,0,17-06-2024,CUST-02737,6
OR202406170000004870,OR,1000,10,0,17-06-2024,CUST-00583,6
OR202406170000009085,OR,1000,10,0,17-06-2024,CUST-04657,6
OR202406170000009518,OR,1000,10,0,17-06-2024,CUST-04380,6
OR202406170000007033,OR,1000,10,0,17-06-2024,CUST-01076,6
OR202406170000009302,OR,1000,10,0,17-06-2024,CUST-02230,6
OR202406170000006847,OR,1000,10,0,17-06-2024,CUST-00203,6
OR202406170000007429,OR,1000,10,0,17-06-2024,CUST-02317,6
OR202406170000008572,OR,1000,10,0,17-06-2024,CUST-02841,6
OR202406170000001782,OR,1000,10,0,17-06-2024,CUST-01039,6
OR202406170000003604,OR,1000,10,0,17-06-2024,CUST-00728,6
OR202406180000002156,OR,1000,10,0,18-06-2024,CUST-04710,6
OR202406180000001999,OR,1000,10,0,18-06-2024,CUST-01735,6
OR202406180000001937,OR,1000,10,0,18-06-2024,CUST-04923,6
OR202406180000007816,OR,1000,10,0,18-06-2024,CUST-01476,6
OR202406180000003776,OR,1000,10,0,18-06-2024,CUST-04723,6
OR202406180000008156,OR,1000,10,0,18-06-2024,CUST-00183,6
OR202406180000004548,OR,1000,10,0,18-06-2024,CUST-01458,6
OR202406180000008068,OR,1000,10,0,18-06-2024,CUST-01655,6
OR202406180000006634,OR,1000,10,0,18-06-2024,CUST-04763,6
OR202406180000008497,OR,1000,10,0,18-06-2024,CUST-00080,6
OR202406180000007959,OR,1000,10,0,18-06-2024,CUST-03785,6
OR202406180000005186,OR,1000,10,0,18-06-2024,CUST-03012,6
OR202406180000006706,OR,1000,10,0,18-06-2024,CUST-03064,6
OR202406180000003394,OR,1000,10,0,18-06-2024,CUST-03702,6
OR202406180000003859,OR,1000,10,0,18-06-2024,CUST-04183,6
OR202406180000002791,OR,1000,10,0,18-06-2024,CUST-02580,6
OR202406180000002145,OR,1000,10,0,18-06-2024,CUST-01356,6
OR202406180000007902,OR,1000,10,0,18-06-2024,CUST-03141,6
OR202406180000003033,OR,1000,10,0,18-06-2024,CUST-03012,6
OR202406180000008022,OR,1000,10,0,18-06-2024,CUST-02978,6
OR202406180000007092,OR,1000,10,0,18-06-2024,CUST-02380,6
OR202406180000008315,OR,1000,10,0,18-06-2024,CUST-02954,6
OR202406180000001562,OR,1000,10,0,18-06-2024,CUST-00342,6
OR202406180000008710,OR,1000,10,0,18-06-2024,CUST-00428,6
OR202406180000007482,OR,1000,10,0,18-06-2024,CUST-01757,6
OR202406180000006752,OR,1000,10,0,18-06-2024,CUST-01142,6
OR202406190000004840,OR,1000,10,0,19-06-2024,CUST-00076,6
OR202406190000004924,OR,1000,10,0,19-06-2024,CUST-04469,6
OR202406190000006017,OR,1000,10,0,19-06-2024,CUST-04245,6
OR202406190000004731,OR,1000,10,0,19-06-2024,CUST-04653,6
OR202406190000006428,OR,1000,10,0,19-06-2024,CUST-00378,6
OR202406190000002191,OR,1000,10,0,19-06-2024,CUST-04089,6
OR202406190000005299,OR,1000,10,0,19-06-2024,CUST-04939,6
OR202406190000001759,OR,1000,10,0,19-06-2024,CUST-04990,6
OR202406190000009801,OR,1000,10,0,19-06-2024,CUST-04483,6
OR202406190000005921,OR,1000,10,0,19-06-2024,CUST-03271,6
OR202406190000005591,OR,1000,10,0,19-06-2024,CUST-03578,6
OR202406190000002560,OR,1000,10,0,19-06-2024,CUST-03683,6
OR202406190000002646,OR,1000,10,0,19-06-2024,CUST-04128,6
OR202406190000009029,OR,1000,10,0,19-06-2024,CUST-01011,6
OR202406190000002275,OR,1000,10,0,19-06-2024,CUST-01058,6
OR202406190000005497,OR,1000,10,0,19-06-2024,CUST-01103,6
OR202406190000008083,OR,1000,10,0,19-06-2024,CUST-01380,6
OR202406190000002461,OR,1000,10,0,19-06-2024,CUST-03710,6
OR202406190000004403,OR,1000,10,0,19-06-2024,CUST-00064,6
OR202406190000004814,OR,1000,10,0,19-06-2024,CUST-01807,6
OR202406190000004858,OR,1000,10,0,19-06-2024,CUST-00059,6
OR202406190000006725,OR,1000,10,0,19-06-2024,CUST-03663,6
OR202406190000001720,OR,1000,10,0,19-06-2024,CUST-03927,6
OR202406190000003559,OR,1000,10,0,19-06-2024,CUST-03900,6
OR202406190000004634,OR,1000,10,0,19-06-2024,CUST-01308,6
OR202406190000006009,OR,1000,10,0,19-06-2024,CUST-02394,6
OR202406200000009245,OR,1000,10,0,20-06-2024,CUST-00656,6
OR202406200000005480,OR,1000,10,0,20-06-2024,CUST-02999,6
OR202406200000001752,OR,1000,10,0,20-06-2024,CUST-00793,6
OR202406200000007640,OR,1000,10,0,20-06-2024,CUST-03716,6
OR202406200000008897,OR,1000,10,0,20-06-2024,CUST-00984,6
OR202406200000007878,OR,1000,10,0,20-06-2024,CUST-04382,6
OR202406200000006952,OR,1000,10,0,20-06-2024,CUST-02828,6
OR202406200000008282,OR,1000,10,0,20-06-2024,CUST-02554,6
OR202406200000005524,OR,1000,10,0,20-06-2024,CUST-01438,6
OR202406200000005399,OR,1000,10,0,20-06-2024,CUST-04589,6
OR202406200000001023,OR,1000,10,0,20-06-2024,CUST-00266,6
OR202406200000002006,OR,1000,10,0,20-06-2024,CUST-01139,6
OR202406200000006624,OR,1000,10,0,20-06-2024,CUST-02759,6
OR202406200000005231,OR,1000,10,0,20-06-2024,CUST-01658,6
OR202406200000004152,OR,1000,10,0,20-06-2024,CUST-04991,6
OR202406200000002994,OR,1000,10,0,20-06-2024,CUST-02245,6
OR202406200000006011,OR,1000,10,0,20-06-2024,CUST-00905,6
OR202406200000009669,OR,1000,10,0,20-06-2024,CUST-01481,6
OR202406200000001491,OR,1000,10,0,20-06-2024,CUST-00120,6
OR202406200000002563,OR,1000,10,0,20-06-2024,CUST-02897,6
OR202406200000004054,OR,1000,10,0,20-06-2024,CUST-03345,6
OR202406200000002663,OR,1000,10,0,20-06-2024,CUST-03381,6
OR202406210000009990,OR,1000,10,0,21-06-2024,CUST-00954,6
OR202406210000006285,OR,1000,10,0,21-06-2024,CUST-04218,6
OR202406210000001820,OR,1000,10,0,21-06-2024,CUST-01656,6
OR202406210000005092,OR,1000,10,0,21-06-2024,CUST-03864,6
OR202406210000001592,OR,1000,10,0,21-06-2024,CUST-00963,6
OR202406210000002770,OR,1000,10,0,21-06-2024,CUST-00268,6
OR202406210000001304,OR,1000,10,0,21-06-2024,CUST-03330,6
OR202406210000007934,OR,1000,10,0,21-06-2024,CUST-01900,6
OR202406210000005701,OR,1000,10,0,21-06-2024,CUST-04738,6
OR202406210000004950,OR,1000,10,0,21-06-2024,CUST-03534,6
OR202406210000005715,OR,1000,10,0,21-06-2024,CUST-02394,6
OR202406210000003127,OR,1000,10,0,21-06-2024,CUST-03065,6
OR202406210000002278,OR,1000,10,0,21-06-2024,CUST-03723,6
OR202406210000008079,OR,1000,10,0,21-06-2024,CUST-02579,6
OR202406210000005903,OR,1000,10,0,21-06-2024,CUST-00336,6
OR202406210000001428,OR,1000,10,0,21-06-2024,CUST-03254,6
OR202406210000005759,OR,1000,10,0,21-06-2024,CUST-03863,6
OR202406210000001678,OR,1000,10,0,21-06-2024,CUST-00775,6
OR202406210000002372,OR,1000,10,0,21-06-2024,CUST-00753,6
OR202406210000008549,OR,1000,10,0,21-06-2024,CUST-03506,6
OR202406210000006074,OR,1000,10,0,21-06-2024,CUST-04879,6
OR202406210000009222,OR,1000,10,0,21-06-2024,CUST-04851,6
OR202406210000006155,OR,1000,10,0,21-06-2024,CUST-01912,6
OR202406210000009937,OR,1000,10,0,21-06-2024,CUST-00171,6
OR202406210000009845,OR,1000,10,0,21-06-2024,CUST-03306,6
OR202406210000008936,OR,1000,10,0,21-06-2024,CUST-00452,6
OR202406210000005195,OR,1000,10,0,21-06-2024,CUST-03875,6
OR202406240000007303,OR,1000,10,0,24-06-2024,CUST-04066,6
OR202406240000004550,OR,1000,10,0,24-06-2024,CUST-02813,6
OR202406240000007632,OR,1000,10,0,24-06-2024,CUST-00248,6
OR202406240000009888,OR,1000,10,0,24-06-2024,CUST-00049,6
OR202406240000007789,OR,1000,10,0,24-06-2024,CUST-02676,6
OR202406240000001824,OR,1000,10,0,24-06-2024,CUST-04889,6
OR202406240000006853,OR,1000,10,0,24-06-2024,CUST-01136,6
OR202406240000001964,OR,1000,10,0,24-06-2024,CUST-01112,6
OR202406240000009745,OR,1000,10,0,24-06-2024,CUST-03643,6
OR202406240000008999,OR,1000,10,0,24-06-2024,CUST-01507,6
OR202406240000003026,OR,1000,10,0,24-06-2024,CUST-01541,6
OR202406240000002393,OR,1000,10,0,24-06-2024,CUST-00270,6
OR202406240000009704,OR,1000,10,0,24-06-2024,CUST-03119,6
OR202406240000008181,OR,1000,10,0,24-06-2024,CUST-00306,6
OR202406240000001633,OR,1000,10,0,24-06-2024,CUST-03513,6
OR202406240000007431,OR,1000,10,0,24-06-2024,CUST-03809,6
OR202406240000001129,OR,1000,10,0,24-06-2024,CUST-02212,6
OR202406240000008243,OR,1000,10,0,24-06-2024,CUST-03886,6
OR202406240000009637,OR,1000,10,0,24-06-2024,CUST-04154,6
OR202406240000006764,OR,1000,10,0,24-06-2024,CUST-03710,6
OR202406240000009697,OR,1000,10,0,24-06-2024,CUST-03398,6
OR202406240000009463,OR,1000,10,0,24-06-2024,CUST-00698,6
OR202406240000002651,OR,1000,10,0,24-06-2024,CUST-01617,6
OR202406240000003174,OR,1000,10,0,24-06-2024,CUST-02865,6
OR202406240000007228,OR,1000,10,0,24-06-2024,CUST-02547,6
OR202406240000008100,OR,1000,10,0,24-06-2024,CUST-04248,6
OR202406240000007955,OR,1000,10,0,24-06-2024,CUST-01388,6
OR202406250000004669,OR,1000,10,0,25-06-2024,CUST-01501,6
OR202406250000002144,OR,1000,10,0,25-06-2024,CUST-00516,6
OR202406250000004702,OR,1000,10,0,25-06-2024,CUST-02334,6
OR202406250000006142,OR,1000,10,0,25-06-2024,CUST-01525,6
OR202406250000009037,OR,1000,10,0,25-06-2024,CUST-03761,6
OR202406250000002541,OR,1000,10,0,25-06-2024,CUST-00029,6
OR202406250000002388,OR,1000,10,0,25-06-2024,CUST-04062,6
OR202406250000004035,OR,1000,10,0,25-06-2024,CUST-00614,6
OR202406250000008998,OR,1000,10,0,25-06-2024,CUST-02003,6
OR202406250000003861,OR,1000,10,0,25-06-2024,CUST-00584,6
OR202406250000002867,OR,1000,10,0,25-06-2024,CUST-02905,6
OR202406250000007948,OR,1000,10,0,25-06-2024,CUST-01143,6
OR202406250000001674,OR,1000,10,0,25-06-2024,CUST-03176,6
OR202406250000006095,OR,1000,10,0,25-06-2024,CUST-02673,6
OR202406250000009542,OR,1000,10,0,25-06-2024,CUST-00501,6
OR202406250000009276,OR,1000,10,0,25-06-2024,CUST-02048,6
OR202406250000008329,OR,1000,10,0,25-06-2024,CUST-03042,6
OR202406260000007100,OR,1000,10,0,26-06-2024,CUST-00481,6
OR202406260000005845,OR,1000,10,0,26-06-2024,CUST-00969,6
OR202406260000004928,OR,1000,10,0,26-06-2024,CUST-02848,6
OR202406260000003749,OR,1000,10,0,26-06-2024,CUST-01260,6
OR202406260000005229,OR,1000,10,0,26-06-2024,CUST-03910,6
OR202406260000001562,OR,1000,10,0,26-06-2024,CUST-01476,6
OR202406260000002747,OR,1000,10,0,26-06-2024,CUST-04686,6
OR202406260000002461,OR,1000,10,0,26-06-2024,CUST-03392,6
OR202406260000001940,OR,1000,10,0,26-06-2024,CUST-04626,6
OR202406260000006271,OR,1000,10,0,26-06-2024,CUST-03560,6
OR202406260000005761,OR,1000,10,0,26-06-2024,CUST-02276,6
OR202406260000003077,OR,1000,10,0,26-06-2024,CUST-02262,6
OR202406260000002386,OR,1000,10,0,26-06-2024,CUST-01829,6
OR202406260000009649,OR,1000,10,0,26-06-2024,CUST-01804,6
OR202406260000009267,OR,1000,10,0,26-06-2024,CUST-02697,6
OR202406260000001415,OR,1000,10,0,26-06-2024,CUST-00725,6
OR202406260000005155,OR,1000,10,0,26-06-2024,CUST-03767,6
OR202406260000002080,OR,1000,10,0,26-06-2024,CUST-03461,6
OR202406260000008601,OR,1000,10,0,26-06-2024,CUST-02733,6
OR202406260000006927,OR,1000,10,0,26-06-2024,CUST-02910,6
OR202406260000009935,OR,1000,10,0,26-06-2024,CUST-03967,6
OR202406260000005973,OR,1000,10,0,26-06-2024,CUST-01123,6
OR202406260000004657,OR,1000,10,0,26-06-2024,CUST-00503,6
OR202406260000003420,OR,1000,10,0,26-06-2024,CUST-04503,6
OR202406260000004515,OR,1000,10,0,26-06-2024,CUST-02228,6
OR202406270000009208,OR,1000,10,0,27-06-2024,CUST-01311,6
OR202406270000004873,OR,1000,10,0,27-06-2024,CUST-00558,6
OR202406270000004595,OR,1000,10,0,27-06-2024,CUST-01642,6
OR202406270000006557,OR,1000,10,0,27-06-2024,CUST-01249,6
OR202406270000002895,OR,1000,10,0,27-06-2024,CUST-00281,6
OR202406270000008299,OR,1000,10,0,27-06-2024,CUST-01122,6
OR202406270000008106,OR,1000,10,0,27-06-2024,CUST-04335,6
OR202406270000003441,OR,1000,10,0,27-06-2024,CUST-01867,6
OR202406270000004158,OR,1000,10,0,27-06-2024,CUST-01010,6
OR202406270000005023,OR,1000,10,0,27-06-2024,CUST-01062,6
OR202406270000009498,OR,1000,10,0,27-06-2024,CUST-02407,6
OR202406270000008605,OR,1000,10,0,27-06-2024,CUST-04518,6
OR202406270000006648,OR,1000,10,0,27-06-2024,CUST-00318,6
OR202406270000009644,OR,1000,10,0,27-06-2024,CUST-04315,6
OR202406270000001060,OR,1000,10,0,27-06-2024,CUST-00513,6
OR202406280000001612,OR,1000,10,0,28-06-2024,CUST-02428,6
OR202406280000007004,OR,1000,10,0,28-06-2024,CUST-04139,6
OR202406280000002832,OR,1000,10,0,28-06-2024,CUST-01998,6
OR202406280000005718,OR,1000,10,0,28-06-2024,CUST-02643,6
OR202406280000005110,OR,1000,10,0,28-06-2024,CUST-04537,6
OR202406280000003087,OR,1000,10,0,28-06-2024,CUST-01006,6
OR202406280000002781,OR,1000,10,0,28-06-2024,CUST-01536,6
OR202406280000009859,OR,1000,10,0,28-06-2024,CUST-02633,6
OR202406280000001886,OR,1000,10,0,28-06-2024,CUST-02599,6
OR202406280000007541,OR,1000,10,0,28-06-2024,CUST-00547,6
OR202406280000008775,OR,1000,10,0,28-06-2024,CUST-01487,6
OR202406280000003856,OR,1000,10,0,28-06-2024,CUST-04129,6
OR202406280000001949,OR,1000,10,0,28-06-2024,CUST-00038,6
OR202406280000005112,OR,1000,10,0,28-06-2024,CUST-02374,6
OR202406280000003654,OR,1000,10,0,28-06-2024,CUST-03660,6
OR202406280000009727,OR,1000,10,0,28-06-2024,CUST-04914,6
OR202406280000002383,OR,1000,10,0,28-06-2024,CUST-02911,6
OR202406280000002764,OR,1000,10,0,28-06-2024,CUST-04808,6
OR202406280000004041,OR,1000,10,0,28-06-2024,CUST-03240,6
OR202406280000001988,OR,1000,10,0,28-06-2024,CUST-03272,6
OR202406280000002015,OR,1000,10,0,28-06-2024,CUST-03775,6
OR202406280000006345,OR,1000,10,0,28-06-2024,CUST-04856,6
OR202406280000002110,OR,1000,10,0,28-06-2024,CUST-04886,6
OR202406280000006810,OR,1000,10,0,28-06-2024,CUST-02257,6
OR202406280000003846,OR,1000,10,0,28-06-2024,CUST-03027,6
OR202406280000004851,OR,1000,10,0,28-06-2024,CUST-00664,6
OR202406280000009980,OR,1000,10,0,28-06-2024,CUST-03019,6
OR202406280000009820,OR,1000,10,0,28-06-2024,CUST-03528,6
OR202406280000005533,OR,1000,10,0,28-06-2024,CUST-04657,6
OR202406280000006997,OR,1000,10,0,28-06-2024,CUST-01343,6
OR202407010000001898,OR,1000,10,0,01-07-2024,CUST-01106,7
OR202407010000009003,OR,1000,10,0,01-07-2024,CUST-03474,7
OR202407010000002006,OR,1000,10,0,01-07-2024,CUST-01243,7
OR202407010000001365,OR,1000,10,0,01-07-2024,CUST-01001,7
OR202407010000001740,OR,1000,10,0,01-07-2024,CUST-04511,7
OR202407010000009202,OR,1000,10,0,01-07-2024,CUST-03084,7
OR202407010000005488,OR,1000,10,0,01-07-2024,CUST-01517,7
OR202407010000002473,OR,1000,10,0,01-07-2024,CUST-00835,7
OR202407010000002421,OR,1000,10,0,01-07-2024,CUST-01040,7
OR202407010000007081,OR,1000,10,0,01-07-2024,CUST-03993,7
OR202407010000004984,OR,1000,10,0,01-07-2024,CUST-01506,7
OR202407010000009834,OR,1000,10,0,01-07-2024,CUST-04608,7
OR202407010000006763,OR,1000,10,0,01-07-2024,CUST-04790,7
OR202407010000008852,OR,1000,10,0,01-07-2024,CUST-02704,7
OR202407010000003015,OR,1000,10,0,01-07-2024,CUST-03940,7
OR202407010000001738,OR,1000,10,0,01-07-2024,CUST-02522,7
OR202407010000006004,OR,1000,10,0,01-07-2024,CUST-04328,7
OR202407010000005461,OR,1000,10,0,01-07-2024,CUST-01321,7
OR202407010000008089,OR,1000,10,0,01-07-2024,CUST-03916,7
OR202407010000004309,OR,1000,10,0,01-07-2024,CUST-04096,7
OR202407010000006356,OR,1000,10,0,01-07-2024,CUST-03995,7
OR202407020000003489,OR,1000,10,0,02-07-2024,CUST-00837,7
OR202407020000007774,OR,1000,10,0,02-07-2024,CUST-04402,7
OR202407020000001703,OR,1000,10,0,02-07-2024,CUST-04750,7
OR202407020000004486,OR,1000,10,0,02-07-2024,CUST-04778,7
OR202407020000009609,OR,1000,10,0,02-07-2024,CUST-04297,7
OR202407020000006861,OR,1000,10,0,02-07-2024,CUST-01651,7
OR202407020000009538,OR,1000,10,0,02-07-2024,CUST-04580,7
OR202407020000006441,OR,1000,10,0,02-07-2024,CUST-03270,7
OR202407020000005571,OR,1000,10,0,02-07-2024,CUST-04208,7
OR202407020000003125,OR,1000,10,0,02-07-2024,CUST-04335,7
OR202407020000001813,OR,1000,10,0,02-07-2024,CUST-04643,7
OR202407020000004674,OR,1000,10,0,02-07-2024,CUST-01474,7
OR202407020000002288,OR,1000,10,0,02-07-2024,CUST-04011,7
OR202407020000002831,OR,1000,10,0,02-07-2024,CUST-03494,7
OR202407020000005286,OR,1000,10,0,02-07-2024,CUST-01882,7
OR202407020000003256,OR,1000,10,0,02-07-2024,CUST-00623,7
OR202407020000001167,OR,1000,10,0,02-07-2024,CUST-01835,7
OR202407020000008098,OR,1000,10,0,02-07-2024,CUST-02108,7
OR202407020000005450,OR,1000,10,0,02-07-2024,CUST-01100,7
OR202407020000004906,OR,1000,10,0,02-07-2024,CUST-04619,7
OR202407020000006513,OR,1000,10,0,02-07-2024,CUST-01306,7
OR202407030000001897,OR,1000,10,0,03-07-2024,CUST-02132,7
OR202407030000003484,OR,1000,10,0,03-07-2024,CUST-04258,7
OR202407030000007183,OR,1000,10,0,03-07-2024,CUST-04445,7
OR202407030000005153,OR,1000,10,0,03-07-2024,CUST-03439,7
OR202407030000005837,OR,1000,10,0,03-07-2024,CUST-00682,7
OR202407030000003812,OR,1000,10,0,03-07-2024,CUST-02867,7
OR202407030000007596,OR,1000,10,0,03-07-2024,CUST-02522,7
OR202407030000003365,OR,1000,10,0,03-07-2024,CUST-02308,7
OR202407030000009172,OR,1000,10,0,03-07-2024,CUST-02216,7
OR202407030000004506,OR,1000,10,0,03-07-2024,CUST-02973,7
OR202407030000006979,OR,1000,10,0,03-07-2024,CUST-02310,7
OR202407030000004962,OR,1000,10,0,03-07-2024,CUST-02581,7
OR202407030000003185,OR,1000,10,0,03-07-2024,CUST-02285,7
OR202407030000005221,OR,1000,10,0,03-07-2024,CUST-02447,7
OR202407040000009331,OR,1000,10,0,04-07-2024,CUST-03839,7
OR202407040000002763,OR,1000,10,0,04-07-2024,CUST-04328,7
OR202407040000001968,OR,1000,10,0,04-07-2024,CUST-02509,7
OR202407040000003891,OR,1000,10,0,04-07-2024,CUST-02946,7
OR202407040000006234,OR,1000,10,0,04-07-2024,CUST-01325,7
OR202407040000009240,OR,1000,10,0,04-07-2024,CUST-02254,7
OR202407040000009566,OR,1000,10,0,04-07-2024,CUST-04895,7
OR202407040000003421,OR,1000,10,0,04-07-2024,CUST-00954,7
OR202407040000009907,OR,1000,10,0,04-07-2024,CUST-03928,7
OR202407040000001194,OR,1000,10,0,04-07-2024,CUST-00037,7
OR202407040000007130,OR,1000,10,0,04-07-2024,CUST-03587,7
OR202407040000005629,OR,1000,10,0,04-07-2024,CUST-02623,7
OR202407040000002319,OR,1000,10,0,04-07-2024,CUST-03217,7
OR202407040000004944,OR,1000,10,0,04-07-2024,CUST-02921,7
OR202407050000009639,OR,1000,10,0,05-07-2024,CUST-01895,7
OR202407050000003220,OR,1000,10,0,05-07-2024,CUST-04746,7
OR202407050000002281,OR,1000,10,0,05-07-2024,CUST-02496,7
OR202407050000001716,OR,1000,10,0,05-07-2024,CUST-00807,7
OR202407050000004215,OR,1000,10,0,05-07-2024,CUST-02760,7
OR202407050000002785,OR,1000,10,0,05-07-2024,CUST-01735,7
OR202407050000005863,OR,1000,10,0,05-07-2024,CUST-02444,7
OR202407050000006944,OR,1000,10,0,05-07-2024,CUST-01853,7
OR202407050000005475,OR,1000,10,0,05-07-2024,CUST-02541,7
OR202407050000008984,OR,1000,10,0,05-07-2024,CUST-01271,7
OR202407050000005668,OR,1000,10,0,05-07-2024,CUST-02697,7
OR202407050000003559,OR,1000,10,0,05-07-2024,CUST-02746,7
OR202407050000003546,OR,1000,10,0,05-07-2024,CUST-02373,7
OR202407050000003696,OR,1000,10,0,05-07-2024,CUST-02192,7
OR202407050000001697,OR,1000,10,0,05-07-2024,CUST-04537,7
OR202407080000002722,OR,1000,10,0,08-07-2024,CUST-04251,7
OR202407080000003624,OR,1000,10,0,08-07-2024,CUST-02212,7
OR202407080000007292,OR,1000,10,0,08-07-2024,CUST-04577,7
OR202407080000008154,OR,1000,10,0,08-07-2024,CUST-01886,7
OR202407080000004068,OR,1000,10,0,08-07-2024,CUST-00845,7
OR202407080000005970,OR,1000,10,0,08-07-2024,CUST-04065,7
OR202407080000006989,OR,1000,10,0,08-07-2024,CUST-04177,7
OR202407080000004994,OR,1000,10,0,08-07-2024,CUST-01020,7
OR202407080000004140,OR,1000,10,0,08-07-2024,CUST-01711,7
OR202407080000001862,OR,1000,10,0,08-07-2024,CUST-04856,7
OR202407080000004906,OR,1000,10,0,08-07-2024,CUST-00373,7
OR202407080000001517,OR,1000,10,0,08-07-2024,CUST-00988,7
OR202407080000004862,OR,1000,10,0,08-07-2024,CUST-02931,7
OR202407080000007363,OR,1000,10,0,08-07-2024,CUST-02573,7
OR202407080000006678,OR,1000,10,0,08-07-2024,CUST-01827,7
