material_id,plant_id,storage_location,unrestricted_stock,quality_insp,blocked_stock,safety_stock,last_count_date
MAT-01140,1,B001,813,48,0,110,
MAT-01140,1,WH02,1403,0,0,193,
MAT-01140,2,WH02,1255,3,0,168,
MAT-01140,2,B001,773.5,30,0,106,
MAT-01140,3,WH01,342,3,0,46,
MAT-01140,3,C001,1119.5,45,0,150,
MAT-01140,4,A001,915,48,0,122,
MAT-01140,4,WH02,1429,44,0,191,
MAT-01140,5,B001,211.5,4,0,28,
MAT-01140,5,A001,210.5,39,0,28,
MAT-01141,1,A001,1195.5,49,0,159,
MAT-01141,1,WH02,746,25,0,74,
MAT-01141,2,A001,1410,21,0,188,
MAT-01141,2,WH02,476,41,0,58,
MAT-01141,3,A001,1392.5,21,0,140,
MAT-01141,3,C001,1420.5,24,0,189,
MAT-01141,4,WH01,1240.5,22,0,165,
MAT-01141,4,WH02,269.5,1,0,38,
MAT-01141,5,B001,472.5,30,0,63,
MAT-01141,5,C001,1203,40,0,160,
MAT-01142,1,B001,835,49,0,114,
MAT-01142,1,WH02,1223,49,0,164,
MAT-01142,2,WH02,1373.5,36,0,189,
MAT-01142,2,B001,369.5,47,0,57,
MAT-01142,3,WH02,350,21,0,54,
MAT-01142,3,A001,1362,13,0,182,
MAT-01142,4,B001,532,33,0,75,
MAT-01142,4,C001,984,34,0,131,
MAT-01142,5,A001,1330.5,26,0,178,
MAT-01142,5,WH01,1035,46,0,142,
MAT-01143,1,WH01,819.5,30,0,115,
MAT-01143,1,C001,1579.5,25,0,183,
MAT-01143,2,C001,455,36,0,64,
MAT-01143,2,WH02,690,38,0,92,
MAT-01143,3,B001,543,27,0,72,
MAT-01143,3,A001,511.5,48,0,68,
MAT-01143,4,A001,1491,41,0,199,
MAT-01143,4,B001,1271.5,18,0,178,
MAT-01143,5,C001,527.5,29,0,73,
MAT-01143,5,B001,501.5,37,0,73,
MAT-01144,1,A001,709.5,2,0,103,
MAT-01144,1,WH02,1266,32,0,169,
MAT-01144,2,C001,985.5,43,0,131,
MAT-01144,2,WH01,281.5,35,0,45,
MAT-01144,3,B001,354.5,13,0,53,
MAT-01144,3,WH02,1137,45,0,152,
MAT-01144,4,C001,1123.5,36,0,150,
MAT-01144,4,WH02,1375.5,18,0,183,
MAT-01144,5,C001,1345.5,42,0,181,
MAT-01144,5,WH01,1349.5,19,0,183,
MAT-01145,1,WH02,905.5,22,0,127,
MAT-01145,1,C001,1330,42,0,181,
MAT-01145,2,WH01,585,21,0,82,
MAT-01145,2,C001,139,44,0,36,
MAT-01145,3,C001,314,40,0,44,
MAT-01145,3,B001,658,29,0,95,
MAT-01145,4,B001,543,8,0,72,
MAT-01145,4,A001,729,45,0,98,
MAT-01145,5,A001,247.5,14,0,33,
MAT-01145,5,WH01,538.5,50,0,61,
MAT-01146,1,WH02,564,14,0,75,
MAT-01146,1,A001,970.5,8,0,129,
MAT-01146,2,WH01,1283,18,0,181,
MAT-01146,2,WH02,1168.5,25,0,156,
MAT-01146,3,A001,902,46,0,63,
MAT-01146,3,B001,1072.5,22,0,143,
MAT-01146,4,C001,692.5,47,0,95,
MAT-01146,4,WH02,1061,9,0,150,
MAT-01146,5,C001,1569,13,0,191,
MAT-01146,5,A001,810,11,0,110,
MAT-01147,1,A001,1357.5,29,0,183,
MAT-01147,1,WH01,826.5,40,0,110,
MAT-01147,2,B001,1058.5,43,0,147,
MAT-01147,2,A001,856.5,35,0,114,
MAT-01147,3,A001,1439.5,39,0,195,
MAT-01147,3,B001,1085,46,0,145,
MAT-01147,4,B001,745.5,35,0,102,
MAT-01147,4,C001,700,10,0,101,
MAT-01147,5,A001,668.5,13,0,90,
MAT-01147,5,WH01,950,7,0,135,
MAT-01148,1,WH02,1388.5,42,0,176,
MAT-01148,1,A001,1351.5,40,0,180,
MAT-01148,2,WH02,993,10,0,132,
MAT-01148,2,B001,931.5,43,0,126,
MAT-01148,3,WH02,884,46,0,124,
MAT-01148,3,A001,472.5,46,0,63,
MAT-01148,4,C001,829.5,15,0,111,
MAT-01148,4,A001,1105.5,32,0,147,
MAT-01148,5,C001,670.5,0,0,89,
MAT-01148,5,WH02,691.5,2,0,94,
MAT-01149,1,WH01,657,6,0,91,
MAT-01149,1,A001,1187.5,5,0,160,
MAT-01149,2,C001,301,29,0,47,
MAT-01149,2,WH01,873,21,0,123,
MAT-01149,3,WH01,483,4,0,53,
MAT-01149,3,WH02,870,45,0,116,
MAT-01149,4,WH01,1143.5,29,0,158,
MAT-01149,4,B001,1657,45,0,199,
MAT-01149,5,B001,453.5,32,0,67,
MAT-01149,5,C001,1728,7,0,190,
MAT-01150,1,C001,1458,23,0,198,
MAT-01150,1,WH02,744.5,22,0,104,
MAT-01150,2,A001,1227,38,0,141,
MAT-01150,2,C001,824.5,21,0,113,
MAT-01150,3,B001,226.5,18,0,34,
MAT-01150,3,A001,492.5,24,0,73,
MAT-01150,4,B001,1389.5,16,0,131,
MAT-01150,4,WH02,643.5,20,0,86,
MAT-01150,5,C001,1336,0,0,184,
MAT-01150,5,WH02,245.5,8,0,38,
MAT-01151,1,B001,262.5,39,0,35,
MAT-01151,1,WH02,1196.5,33,0,161,
MAT-01151,2,WH02,959.5,6,0,135,
MAT-01151,2,C001,416.5,5,0,62,
MAT-01151,3,B001,1074,38,0,93,
MAT-01151,3,A001,525,3,0,70,
MAT-01151,4,WH02,164,36,0,25,
MAT-01151,4,B001,1217,9,0,164,
MAT-01151,5,B001,1237.5,2,0,166,
MAT-01151,5,WH02,402,45,0,54,
MAT-01152,1,C001,1308,31,0,186,
MAT-01152,1,A001,771,26,0,107,
MAT-01152,2,WH02,182,43,0,29,
MAT-01152,2,WH01,769.5,33,0,103,
MAT-01152,3,B001,997.5,10,0,133,
MAT-01152,3,WH02,689.5,45,0,97,
MAT-01152,4,WH01,594,3,0,79,
MAT-01152,4,WH02,1195,1,0,160,
MAT-01152,5,A001,1143.5,14,0,120,
MAT-01152,5,WH01,620.5,44,0,87,
MAT-01153,1,C001,364.5,23,0,58,
MAT-01153,1,WH01,1145.5,38,0,156,
MAT-01153,2,C001,1272,7,0,170,
MAT-01153,2,A001,345,5,0,49,
MAT-01153,3,B001,636,12,0,88,
MAT-01153,3,C001,229.5,7,0,31,
MAT-01153,4,B001,452.5,16,0,65,
MAT-01153,4,C001,1312.5,12,0,160,
MAT-01153,5,WH01,747,27,0,100,
MAT-01153,5,C001,1004.5,14,0,139,
MAT-01154,1,WH01,760,30,0,107,
MAT-01154,1,A001,1090.5,21,0,150,
MAT-01154,2,WH01,583.5,1,0,79,
MAT-01154,2,C001,445.5,40,0,63,
MAT-01154,3,A001,940.5,11,0,125,
MAT-01154,3,C001,519.5,7,0,57,
MAT-01154,4,A001,1736.5,21,0,184,
MAT-01154,4,C001,1275,44,0,174,
MAT-01154,5,WH01,176.5,22,0,24,
MAT-01154,5,B001,712.5,20,0,97,
MAT-01155,1,B001,304.5,25,0,41,
MAT-01155,1,WH02,1361.5,47,0,186,
MAT-01155,2,WH02,1500,22,0,200,
MAT-01155,2,C001,631,0,0,85,
MAT-01155,3,B001,1410.5,38,0,189,
MAT-01155,3,WH01,540.5,23,0,78,
MAT-01155,4,A001,1042.5,13,0,127,
MAT-01155,4,C001,1266,25,0,169,
MAT-01155,5,A001,362,9,0,52,
MAT-01155,5,WH01,1009.5,32,0,135,
MAT-01156,1,C001,1321.5,9,0,139,
MAT-01156,1,B001,1463,46,0,182,
MAT-01156,2,WH02,1495.5,24,0,199,
MAT-01156,2,WH01,876.5,37,0,123,
MAT-01156,3,WH02,254,1,0,40,
MAT-01156,3,A001,723.5,40,0,102,
MAT-01156,4,C001,963,22,0,128,
MAT-01156,4,B001,575.5,19,0,78,
MAT-01156,5,B001,609.5,11,0,84,
MAT-01156,5,A001,1128,13,0,155,
MAT-01157,1,WH01,540,48,0,72,
MAT-01157,1,A001,690.5,27,0,39,
MAT-01157,2,B001,160,29,0,24,
MAT-01157,2,WH01,1102.5,10,0,151,
MAT-01157,3,WH01,1233,8,0,164,
MAT-01157,3,C001,145.5,2,0,26,
MAT-01157,4,C001,430.5,41,0,57,
MAT-01157,4,A001,1492.5,18,0,147,
MAT-01157,5,A001,1007.5,39,0,137,
MAT-01157,5,WH01,464,38,0,66,
MAT-01158,1,WH01,1476.5,35,0,170,
MAT-01158,1,WH02,886,5,0,125,
MAT-01158,2,A001,1321,23,0,124,
MAT-01158,2,C001,1048.5,6,0,140,
MAT-01158,3,C001,1287,22,0,172,
MAT-01158,3,A001,1477.5,16,0,197,
MAT-01158,4,B001,1003.5,48,0,134,
MAT-01158,4,C001,772.5,33,0,111,
MAT-01158,5,C001,622.5,6,0,83,
MAT-01158,5,A001,1272,19,0,177,
MAT-01159,1,WH01,523,0,0,73,
MAT-01159,1,A001,1381,32,0,159,
MAT-01159,2,WH02,860.5,36,0,120,
MAT-01159,2,WH01,1217.5,22,0,175,
MAT-01159,3,A001,1199,25,0,163,
MAT-01159,3,C001,1086,37,0,145,
MAT-01159,4,B001,1038.5,7,0,141,
MAT-01159,4,WH02,1141.5,12,0,152,
MAT-01159,5,WH01,1088.5,4,0,149,
MAT-01159,5,A001,1225.5,35,0,101,
MAT-01160,1,WH02,1185,0,0,158,
MAT-01160,1,C001,604.5,44,0,83,
MAT-01160,2,WH01,1209,15,0,161,
MAT-01160,2,WH02,414.5,0,0,67,
MAT-01160,3,WH02,847,49,0,116,
MAT-01160,3,C001,1236,38,0,151,
MAT-01160,4,A001,297,20,0,41,
MAT-01160,4,C001,1139,36,0,154,
MAT-01160,5,B001,315.5,29,0,48,
MAT-01160,5,C001,1485,24,0,200,
MAT-01161,1,WH01,576,6,0,77,
MAT-01161,1,WH02,774.5,21,0,109,
MAT-01161,2,B001,546,26,0,77,
MAT-01161,2,WH01,1240,24,0,170,
MAT-01161,3,WH01,1379.5,26,0,189,
MAT-01161,3,C001,465,43,0,62,
MAT-01161,4,WH01,1047,18,0,97,
MAT-01161,4,A001,493,25,0,68,
MAT-01161,5,A001,294,25,0,39,
MAT-01161,5,WH02,1376,33,0,185,
MAT-01162,1,C001,1636.5,8,0,200,
MAT-01162,1,WH02,627,4,0,84,
MAT-01162,2,WH01,803,33,0,108,
MAT-01162,2,A001,907.5,19,0,121,
MAT-01162,3,WH01,633,26,0,84,
MAT-01162,3,B001,1129.5,15,0,151,
MAT-01162,4,C001,415.5,20,0,55,
MAT-01162,4,B001,217.5,0,0,38,
MAT-01162,5,A001,190.5,10,0,25,
MAT-01162,5,WH02,1156.5,35,0,155,
MAT-01163,1,WH02,1182,7,0,162,
MAT-01163,1,B001,1323.5,17,0,181,
MAT-01163,2,WH02,564,4,0,75,
MAT-01163,2,A001,231,5,0,31,
MAT-01163,3,A001,532,5,0,29,
MAT-01163,3,B001,1143,29,0,152,
MAT-01163,4,C001,539,44,0,73,
MAT-01163,4,WH01,926.5,5,0,135,
MAT-01163,5,C001,1106,27,0,136,
MAT-01163,5,WH01,220,37,0,40,
MAT-01164,1,C001,394.5,49,0,59,
MAT-01164,1,B001,915,3,0,122,
MAT-01164,2,B001,414,16,0,55,
MAT-01164,2,A001,617.5,44,0,86,
MAT-01164,3,WH02,502,49,0,74,
MAT-01164,3,B001,883.5,47,0,118,
MAT-01164,4,A001,1300.5,31,0,173,
MAT-01164,4,WH02,174,37,0,29,
MAT-01164,5,B001,943.5,41,0,126,
MAT-01164,5,WH01,1737.5,23,0,181,
MAT-01165,1,WH01,1232.5,12,0,170,
MAT-01165,1,C001,778.5,44,0,104,
MAT-01165,2,C001,655.5,17,0,87,
MAT-01165,2,B001,420,43,0,56,
MAT-01165,3,C001,363,11,0,32,
MAT-01165,3,WH01,702.5,39,0,99,
MAT-01165,4,A001,1332.5,50,0,189,
MAT-01165,4,C001,1121.5,18,0,155,
MAT-01165,5,WH01,819,38,0,109,
MAT-01165,5,WH02,1072,8,0,148,
MAT-01166,1,A001,1658.5,44,0,179,
MAT-01166,1,WH01,370,36,0,56,
MAT-01166,2,WH01,648,50,0,47,
MAT-01166,2,B001,1215.5,49,0,174,
MAT-01166,3,B001,1209.5,33,0,167,
MAT-01166,3,A001,1391.5,28,0,153,
MAT-01166,4,A001,1620,15,0,162,
MAT-01166,4,WH01,419.5,19,0,63,
MAT-01166,5,C001,915,37,0,67,
MAT-01166,5,WH02,785,23,0,110,
MAT-01167,1,A001,1024.5,41,0,137,
MAT-01167,1,B001,180,44,0,24,
MAT-01167,2,B001,743,44,0,100,
MAT-01167,2,C001,1465.5,38,0,195,
MAT-01167,3,WH02,334.5,35,0,48,
MAT-01167,3,A001,534,17,0,82,
MAT-01167,4,A001,841.5,33,0,112,
MAT-01167,4,B001,383,26,0,61,
MAT-01167,5,B001,997.5,45,0,133,
MAT-01167,5,WH01,500,39,0,76,
MAT-01168,1,C001,1199.5,43,0,160,
MAT-01168,1,A001,586,29,0,80,
MAT-01168,2,WH02,781,18,0,74,
MAT-01168,2,A001,849,20,0,113,
MAT-01168,3,A001,762,31,0,68,
MAT-01168,3,C001,1071,38,0,150,
MAT-01168,4,B001,1113.5,1,0,151,
MAT-01168,4,WH01,1434,48,0,191,
MAT-01168,5,WH01,978,49,0,130,
MAT-01168,5,A001,1319,8,0,184,
MAT-01169,1,B001,459.5,43,0,22,
MAT-01169,1,WH02,80,0,0,23,
MAT-01169,2,B001,1177.5,0,0,130,
MAT-01169,2,WH01,772.5,40,0,106,
MAT-01169,3,WH01,1050,17,0,148,
MAT-01169,3,B001,758,20,0,106,
MAT-01169,4,C001,85,39,0,21,
MAT-01169,4,B001,375,9,0,50,
MAT-01169,5,B001,309.5,8,0,45,
MAT-01169,5,WH02,931,35,0,125,
MAT-01170,1,A001,1351,1,0,148,
MAT-01170,1,WH01,451.5,50,0,62,
MAT-01170,2,C001,1521,11,0,178,
MAT-01170,2,B001,1220,9,0,167,
MAT-01170,3,B001,1064,9,0,121,
MAT-01170,3,WH02,493,19,0,66,
MAT-01170,4,C001,559,4,0,75,
MAT-01170,4,B001,1275.5,25,0,177,
MAT-01170,5,A001,1375.5,33,0,134,
MAT-01170,5,B001,1138.5,42,0,152,
MAT-01171,1,A001,1265.5,34,0,175,
MAT-01171,1,C001,1027,41,0,140,
MAT-01171,2,WH02,975,42,0,131,
MAT-01171,2,C001,344,42,0,54,
MAT-01171,3,B001,1166,12,0,160,
MAT-01171,3,WH02,291.5,11,0,46,
MAT-01171,4,WH02,763.5,48,0,107,
MAT-01171,4,C001,1460,25,0,196,
MAT-01171,5,A001,274.5,2,0,37,
MAT-01171,5,WH01,1066,45,0,124,
MAT-01172,1,A001,451.5,9,0,60,
MAT-01172,1,WH01,281.5,15,0,43,
MAT-01172,2,B001,1305,44,0,174,
MAT-01172,2,WH01,637.5,45,0,85,
MAT-01172,3,B001,1345.5,16,0,179,
MAT-01172,3,A001,556.5,42,0,91,
MAT-01172,4,C001,523.5,28,0,73,
MAT-01172,4,WH02,272,9,0,47,
MAT-01172,5,WH01,1246.5,3,0,166,
MAT-01172,5,A001,1424,16,0,199,
MAT-01173,1,WH02,1381.5,16,0,184,
MAT-01173,1,WH01,1335,16,0,178,
MAT-01173,2,B001,1159.5,21,0,155,
MAT-01173,2,WH02,1076,43,0,146,
MAT-01173,3,WH01,864,13,0,26,
MAT-01173,3,B001,904.5,16,0,121,
MAT-01173,4,WH02,1269.5,3,0,153,
MAT-01173,4,C001,929.5,13,0,127,
MAT-01173,5,WH01,1449,14,0,193,
MAT-01173,5,C001,336,46,0,50,
MAT-01174,1,A001,705.5,42,0,102,
MAT-01174,1,WH02,133,41,0,21,
MAT-01174,2,WH02,575,40,0,20,
MAT-01174,2,B001,992.5,31,0,113,
MAT-01174,3,B001,1275,42,0,173,
MAT-01174,3,WH01,693,30,0,98,
MAT-01174,4,C001,999.5,33,0,139,
MAT-01174,4,WH02,1188,31,0,110,
MAT-01174,5,A001,867.5,14,0,116,
MAT-01174,5,C001,454.5,14,0,66,
MAT-01175,1,C001,1162.5,13,0,123,
MAT-01175,1,B001,1038,49,0,122,
MAT-01175,2,WH02,432,15,0,58,
MAT-01175,2,A001,969,46,0,129,
MAT-01175,3,WH02,1350,43,0,180,
MAT-01175,3,C001,195.5,20,0,31,
MAT-01175,4,WH01,1192.5,29,0,159,
MAT-01175,4,C001,937,48,0,98,
MAT-01175,5,A001,849,47,0,115,
MAT-01175,5,B001,1549.5,7,0,127,
MAT-01176,1,B001,853,38,0,114,
MAT-01176,1,A001,1324.5,25,0,149,
MAT-01176,2,B001,934.5,2,0,131,
MAT-01176,2,C001,1437,36,0,200,
MAT-01176,3,WH02,360,10,0,52,
MAT-01176,3,C001,510,42,0,74,
MAT-01176,4,B001,607.5,27,0,87,
MAT-01176,4,WH01,306,28,0,44,
MAT-01176,5,B001,800,3,0,51,
MAT-01176,5,WH01,270,30,0,36,
MAT-01177,1,A001,322.5,28,0,43,
MAT-01177,1,WH02,595,40,0,86,
MAT-01177,2,C001,1215,25,0,162,
MAT-01177,2,WH02,780.5,29,0,113,
MAT-01177,3,C001,490.5,23,0,71,
MAT-01177,3,WH01,321,2,0,43,
MAT-01177,4,WH01,1248,19,0,166,
MAT-01177,4,WH02,1447.5,19,0,197,
MAT-01177,5,C001,1327,45,0,181,
MAT-01177,5,A001,864,7,0,120,
MAT-01178,1,WH01,1113,31,0,148,
MAT-01178,1,WH02,1325.5,47,0,126,
MAT-01178,2,WH02,510,1,0,68,
MAT-01178,2,A001,1393.5,10,0,186,
MAT-01178,3,C001,486,43,0,65,
MAT-01178,3,B001,1149,46,0,158,
MAT-01178,4,A001,975.5,13,0,135,
MAT-01178,4,WH02,493.5,19,0,66,
MAT-01178,5,A001,1383,7,0,185,
MAT-01178,5,WH01,1347,20,0,180,
MAT-01179,1,C001,1376,12,0,186,
MAT-01179,1,A001,1037.5,40,0,146,
MAT-01179,2,B001,1315.5,14,0,179,
MAT-01179,2,A001,931.5,0,0,124,
MAT-01179,3,B001,695.5,13,0,75,
MAT-01179,3,C001,264.5,15,0,41,
MAT-01179,4,WH01,316.5,9,0,42,
MAT-01179,4,B001,1224,36,0,166,
MAT-01179,5,C001,1338.5,49,0,183,
MAT-01179,5,A001,796.5,35,0,75,
MAT-01180,1,WH02,1314.5,39,0,178,
MAT-01180,1,A001,968,31,0,131,
MAT-01180,2,C001,498.5,8,0,67,
MAT-01180,2,WH01,1215,11,0,162,
MAT-01180,3,WH02,1454.5,30,0,199,
MAT-01180,3,B001,882.5,2,0,127,
MAT-01180,4,WH02,951,15,0,127,
MAT-01180,4,B001,1732,44,0,184,
MAT-01180,5,WH02,472.5,36,0,63,
MAT-01180,5,WH01,294,40,0,39,
MAT-01181,1,A001,423,1,0,56,
MAT-01181,1,WH01,536.5,27,0,77,
MAT-01181,2,WH01,451.5,2,0,60,
MAT-01181,2,WH02,1303,14,0,177,
MAT-01181,3,WH02,1589,24,0,194,
MAT-01181,3,A001,1227,4,0,138,
MAT-01181,4,WH02,987,25,0,132,
MAT-01181,4,C001,836.5,2,0,118,
MAT-01181,5,WH01,1204.5,39,0,163,
MAT-01181,5,WH02,937,47,0,130,
MAT-01182,1,WH01,559.5,17,0,76,
MAT-01182,1,C001,935,4,0,140,
MAT-01182,2,A001,235.5,2,0,37,
MAT-01182,2,C001,266,21,0,42,
MAT-01182,3,C001,811,49,0,110,
MAT-01182,3,B001,240.5,20,0,56,
MAT-01182,4,C001,907,0,0,67,
MAT-01182,4,WH01,1158,6,0,171,
MAT-01182,5,WH02,947,31,0,128,
MAT-01182,5,A001,282,21,0,48,
MAT-01183,1,WH02,564.5,14,0,56,
MAT-01183,1,C001,168,8,0,23,
MAT-01183,2,B001,1381.5,11,0,184,
MAT-01183,2,WH01,865,44,0,119,
MAT-01183,3,C001,325.5,43,0,43,
MAT-01183,3,B001,678,10,0,90,
MAT-01183,4,WH01,489.5,4,0,69,
MAT-01183,4,B001,1479,7,0,197,
MAT-01183,5,C001,980,4,0,79,
MAT-01183,5,B001,1178.5,24,0,169,
MAT-01184,1,WH01,1162.5,10,0,131,
MAT-01184,1,B001,782.5,29,0,105,
MAT-01184,2,WH01,1316.5,37,0,183,
MAT-01184,2,C001,823.5,8,0,110,
MAT-01184,3,WH01,835.5,7,0,115,
MAT-01184,3,WH02,1114.5,36,0,154,
MAT-01184,4,WH02,1012.5,1,0,103,
MAT-01184,4,C001,849,12,0,92,
MAT-01184,5,C001,1203,21,0,170,
MAT-01184,5,WH01,1115.5,28,0,151,
MAT-01185,1,C001,1092,24,0,146,
MAT-01185,1,A001,1275.5,34,0,182,
MAT-01185,2,B001,1164.5,41,0,161,
MAT-01185,2,C001,967,27,0,129,
MAT-01185,3,WH02,294,27,0,39,
MAT-01185,3,WH01,1210.5,18,0,162,
MAT-01185,4,WH01,1092,8,0,146,
MAT-01185,4,B001,982,5,0,136,
MAT-01185,5,WH01,1296.5,12,0,174,
MAT-01185,5,WH02,661,49,0,100,
MAT-01186,1,A001,832.5,48,0,69,
MAT-01186,1,C001,1872,38,0,189,
MAT-01186,2,A001,235.5,50,0,37,
MAT-01186,2,WH02,169.5,1,0,23,
MAT-01186,3,A001,1455,44,0,194,
MAT-01186,3,WH01,873,34,0,116,
MAT-01186,4,B001,1434,33,0,191,
MAT-01186,4,A001,1409.5,10,0,190,
MAT-01186,5,WH01,882,40,0,118,
MAT-01186,5,B001,913,4,0,71,
MAT-01187,1,WH02,1431.5,47,0,159,
MAT-01187,1,WH01,222,13,0,30,
MAT-01187,2,B001,605.5,3,0,85,
MAT-01187,2,WH02,1259,32,0,170,
MAT-01187,3,A001,504,39,0,67,
MAT-01187,3,B001,1398,9,0,158,
MAT-01187,4,B001,1492.5,16,0,199,
MAT-01187,4,WH01,1146,18,0,153,
MAT-01187,5,C001,1162.5,44,0,155,
MAT-01187,5,WH02,1022,46,0,92,
MAT-01188,1,C001,887.5,10,0,119,
MAT-01188,1,WH02,831,33,0,111,
MAT-01188,2,WH01,942.5,18,0,79,
MAT-01188,2,B001,1772,28,0,183,
MAT-01188,3,WH01,809,19,0,113,
MAT-01188,3,A001,186,26,0,25,
MAT-01188,4,WH01,765,36,0,112,
MAT-01188,4,WH02,1333.5,36,0,178,
MAT-01188,5,C001,1464,0,0,198,
MAT-01188,5,B001,1136.5,49,0,159,
MAT-01189,1,WH01,462.5,30,0,65,
MAT-01189,1,A001,940.5,38,0,108,
MAT-01189,2,WH02,913.5,28,0,59,
MAT-01189,2,B001,696,5,0,97,
MAT-01189,3,WH02,572,46,0,85,
MAT-01189,3,B001,1332.5,13,0,144,
MAT-01189,4,A001,851,49,0,126,
MAT-01189,4,WH01,907.5,36,0,121,
MAT-01189,5,A001,413.5,32,0,56,
MAT-01189,5,WH02,251,11,0,36,
MAT-01190,1,A001,772.5,13,0,103,
MAT-01190,1,B001,567.5,45,0,85,
MAT-01190,2,WH02,711,27,0,95,
MAT-01190,2,A001,819.5,4,0,118,
MAT-01190,3,A001,722,10,0,100,
MAT-01190,3,B001,375,45,0,55,
MAT-01190,4,C001,1083,12,0,144,
MAT-01190,4,A001,422,20,0,59,
MAT-01190,5,WH01,1285,49,0,183,
MAT-01190,5,B001,919.5,18,0,124,
MAT-01191,1,C001,896,43,0,120,
MAT-01191,1,B001,419.5,34,0,57,
MAT-01191,2,B001,144,46,0,26,
MAT-01191,2,C001,215.5,10,0,40,
MAT-01191,3,C001,238.5,2,0,32,
MAT-01191,3,B001,556.5,15,0,74,
MAT-01191,4,B001,1014,4,0,135,
MAT-01191,4,A001,948.5,10,0,131,
MAT-01191,5,WH02,385.5,18,0,51,
MAT-01191,5,A001,889.5,39,0,119,
MAT-01192,1,WH01,811.5,42,0,108,
MAT-01192,1,WH02,865.5,32,0,115,
MAT-01192,2,B001,445.5,6,0,59,
MAT-01192,2,A001,883.5,10,0,120,
MAT-01192,3,WH02,589.5,39,0,30,
MAT-01192,3,C001,1658,13,0,145,
MAT-01192,4,WH01,231,13,0,36,
MAT-01192,4,C001,1223,26,0,120,
MAT-01192,5,WH02,854.5,7,0,129,
MAT-01192,5,C001,691,47,0,82,
MAT-01193,1,A001,876,36,0,121,
MAT-01193,1,WH01,1099.5,6,0,146,
MAT-01193,2,WH02,1398,20,0,186,
MAT-01193,2,C001,235.5,39,0,34,
MAT-01193,3,B001,928,46,0,124,
MAT-01193,3,A001,540,39,0,76,
MAT-01193,4,WH01,753.5,50,0,71,
MAT-01193,4,C001,1177.5,21,0,125,
MAT-01193,5,A001,168,23,0,28,
MAT-01193,5,C001,768,34,0,102,
MAT-01194,1,C001,1123.5,37,0,150,
MAT-01194,1,WH02,1759.5,13,0,193,
MAT-01194,2,C001,1458,6,0,200,
MAT-01194,2,A001,556,29,0,30,
MAT-01194,3,C001,982.5,28,0,132,
MAT-01194,3,B001,1236,38,0,165,
MAT-01194,4,WH02,580,8,0,54,
MAT-01194,4,WH01,1423,21,0,197,
MAT-01194,5,WH01,202,8,0,30,
MAT-01194,5,C001,399,21,0,56,
MAT-01195,1,WH02,1252.5,7,0,167,
MAT-01195,1,B001,1165.5,10,0,155,
MAT-01195,2,B001,408,23,0,54,
MAT-01195,2,WH01,486.5,18,0,75,
MAT-01195,3,WH02,1063,40,0,84,
MAT-01195,3,C001,146,15,0,22,
MAT-01195,4,A001,1035,20,0,138,
MAT-01195,4,WH01,987,8,0,132,
MAT-01195,5,C001,1312,27,0,180,
MAT-01195,5,WH02,870,28,0,116,
MAT-01196,1,B001,1099.5,24,0,147,
MAT-01196,1,WH02,808,42,0,110,
MAT-01196,2,WH01,1001.5,0,0,135,
MAT-01196,2,B001,817,20,0,111,
MAT-01196,3,A001,455,34,0,61,
MAT-01196,3,WH01,156,25,0,21,
MAT-01196,4,WH01,751,48,0,103,
MAT-01196,4,B001,891,39,0,119,
MAT-01196,5,C001,1084.5,44,0,145,
MAT-01196,5,A001,1030,2,0,138,
MAT-01197,1,WH01,865.5,46,0,115,
MAT-01197,1,B001,451.5,10,0,48,
MAT-01197,2,WH02,916.5,24,0,122,
MAT-01197,2,A001,570,34,0,76,
MAT-01197,3,A001,857.5,4,0,102,
MAT-01197,3,B001,550,40,0,78,
MAT-01197,4,C001,521,1,0,71,
MAT-01197,4,WH02,1139.5,45,0,159,
MAT-01197,5,B001,1051,23,0,145,
MAT-01197,5,A001,694.5,21,0,98,
MAT-01198,1,A001,1272.5,33,0,173,
MAT-01198,1,C001,530.5,35,0,77,
MAT-01198,2,C001,1131,17,0,151,
MAT-01198,2,A001,924,11,0,137,
MAT-01198,3,B001,1389.5,20,0,191,
MAT-01198,3,WH02,1212,25,0,166,
MAT-01198,4,A001,297,37,0,48,
MAT-01198,4,B001,499.5,22,0,68,
MAT-01198,5,A001,1255.5,31,0,156,
MAT-01198,5,WH02,1277.5,19,0,178,
MAT-01199,1,WH02,372.5,26,0,59,
MAT-01199,1,WH01,1035,15,0,147,
MAT-01199,2,WH02,669,34,0,92,
MAT-01199,2,A001,500.5,25,0,72,
MAT-01199,3,A001,92,42,0,21,
MAT-01199,3,WH01,1362.5,16,0,183,
MAT-01199,4,B001,1179,44,0,157,
MAT-01199,4,C001,310.5,31,0,41,
MAT-01199,5,C001,271,28,0,36,
MAT-01199,5,B001,956,27,0,53,
MAT-01200,1,A001,938,43,0,131,
MAT-01200,1,WH02,1347.5,16,0,189,
MAT-01200,2,C001,457.5,41,0,61,
MAT-01200,2,WH01,312,48,0,36,
MAT-01200,3,C001,1197,37,0,160,
MAT-01200,3,WH01,759,6,0,101,
MAT-01200,4,B001,660.5,3,0,89,
MAT-01200,4,WH01,1173,34,0,128,
MAT-01200,5,WH02,702,21,0,94,
MAT-01200,5,WH01,925.5,20,0,123,
MAT-01201,1,B001,1000,38,0,141,
MAT-01201,1,WH01,1139,30,0,156,
