sales_order,sales_order_item,material_id,order_quantity,plant_id,net_value,currency
OR202412020000007839,1,MAT-00622,9,2,2497.176,USD
OR202412020000007839,2,MAT-00947,24,2,10842.912,USD
OR202412020000007839,3,MAT-00525,45,3,6318,USD
OR202412020000007839,4,MAT-00787,50,3,13882.2,USD
OR202412020000007839,5,MAT-00694,40,4,4853.28,USD
OR202412020000008081,1,MAT-00221,4,3,2042.688,USD
OR202412020000008081,2,MAT-01096,34,3,9017.208,USD
OR202412020000008081,3,MAT-00603,40,2,10113.6,USD
OR202412020000002657,1,MAT-01116,16,4,550.848,USD
OR202412020000002657,2,MAT-00014,1,5,227.976,USD
OR202412020000002657,3,MAT-00545,25,3,7389.6,USD
OR202412020000002657,4,MAT-00586,49,4,24749.508,USD
OR202412020000008165,1,MAT-00296,40,3,9948.48,USD
OR202412020000008165,2,MAT-00942,37,4,14043.276,USD
OR202412020000008165,3,MAT-00979,3,3,1161.72,USD
OR202412020000008165,4,MAT-00233,42,5,16397.136,USD
OR202412020000007423,1,MAT-00999,26,4,10641.384,USD
OR202412020000007423,2,MAT-00004,50,3,22569.6,USD
OR202412020000001846,1,MAT-00271,25,5,6096.9,USD
OR202412020000001846,2,MAT-00884,28,5,12794.88,USD
OR202412020000007187,1,MAT-00426,20,4,3105.84,USD
OR202412020000007187,2,MAT-00982,22,5,8094.768,USD
OR202412020000007187,3,MAT-00499,20,3,5540.88,USD
OR202412020000007187,4,MAT-00184,36,5,8835.696,USD
OR202412020000009599,1,MAT-01427,11,4,1832.952,USD
OR202412020000009599,2,MAT-01377,41,3,7351.464,USD
OR202412020000009599,3,MAT-00248,3,5,1433.592,USD
OR202412020000009599,4,MAT-01221,36,5,2297.376,USD
OR202412020000009599,5,MAT-00864,43,5,18152.364,USD
OR202412020000001135,1,MAT-00073,42,1,16271.136,USD
OR202412020000001135,2,MAT-00757,46,5,852.288,USD
OR202412020000001135,3,MAT-00747,30,4,1585.44,USD
OR202412020000001135,4,MAT-00415,42,1,1650.6,USD
OR202412020000001135,5,MAT-01447,50,4,23225.4,USD
OR202412020000002053,1,MAT-01396,34,5,1277.448,USD
OR202412020000002053,2,MAT-01399,5,1,629.46,USD
OR202412020000002053,3,MAT-01087,16,5,5467.968,USD
OR202412020000002053,4,MAT-01462,1,5,111.936,USD
OR202412020000003063,1,MAT-01341,5,1,2399.1,USD
OR202412020000003063,2,MAT-00429,21,2,5385.24,USD
OR202412020000003063,3,MAT-00172,23,1,4462.92,USD
OR202412030000002404,1,MAT-00421,49,1,6809.628,USD
OR202412030000004150,1,MAT-01355,18,3,2774.52,USD
OR202412030000004150,2,MAT-01467,7,2,3279.192,USD
OR202412030000004150,3,MAT-00935,18,2,8057.664,USD
OR202412030000001807,1,MAT-00771,32,2,5247.36,USD
OR202412030000001807,2,MAT-00476,31,3,9909.336,USD
OR202412030000003985,1,MAT-01337,35,4,18219.6,USD
OR202412030000003985,2,MAT-01464,18,1,7950.96,USD
OR202412030000004635,1,MAT-01216,18,2,9496.224,USD
OR202412030000006994,1,MAT-00691,43,1,4089.816,USD
OR202412030000006994,2,MAT-00121,29,1,7373.772,USD
OR202412030000006994,3,MAT-01127,9,2,1150.416,USD
OR202412030000009445,1,MAT-00392,3,4,1660.896,USD
OR202412030000009445,2,MAT-00599,22,1,8680.848,USD
OR202412030000009445,3,MAT-00072,42,4,8272.152,USD
OR202412030000003216,1,MAT-00562,14,5,1098.216,USD
OR202412030000003216,2,MAT-00087,48,2,14156.928,USD
OR202412030000002257,1,MAT-00312,26,3,2725.008,USD
OR202412030000002257,2,MAT-00513,28,2,6679.344,USD
OR202412030000002280,1,MAT-01082,44,4,15317.808,USD
OR202412030000002554,1,MAT-00188,49,3,1105.44,USD
OR202412030000002554,2,MAT-00980,41,4,12582.408,USD
OR202412030000002554,3,MAT-01177,33,4,17347.968,USD
OR202412030000004126,1,MAT-00513,34,5,19343.688,USD
OR202412030000004126,2,MAT-00273,33,3,16601.904,USD
OR202412030000004126,3,MAT-00352,20,3,5816.16,USD
OR202412030000006580,1,MAT-00471,11,4,5246.604,USD
OR202412030000006580,2,MAT-00651,34,4,8933.976,USD
OR202412030000006580,3,MAT-00991,42,3,19474.56,USD
OR202412030000006580,4,MAT-01383,20,4,7107.6,USD
OR202412030000006580,5,MAT-00384,28,4,13786.08,USD
OR202412030000007662,1,MAT-00467,46,3,11506.992,USD
OR202412030000007662,2,MAT-00841,2,5,242.424,USD
OR202412030000003781,1,MAT-00875,15,1,5548.86,USD
OR202412030000003781,2,MAT-01336,28,3,11549.664,USD
OR202412030000003781,3,MAT-01046,42,5,663.768,USD
OR202412030000003781,4,MAT-01127,30,1,916.2,USD
OR202412030000006707,1,MAT-00549,43,1,10610.508,USD
OR202412030000003961,1,MAT-00620,28,3,3572.688,USD
OR202412030000003961,2,MAT-00838,16,3,7077.888,USD
OR202412030000003961,3,MAT-01447,31,2,6655.08,USD
OR202412030000002153,1,MAT-01158,35,5,8650.74,USD
OR202412030000002153,2,MAT-00068,11,2,1004.916,USD
OR202412030000007557,1,MAT-00065,25,2,9922.8,USD
OR202412030000007557,2,MAT-00774,9,3,1444.716,USD
OR202412030000007557,3,MAT-00182,19,1,1656.876,USD
OR202412030000009580,1,MAT-00833,22,3,5517.864,USD
OR202412030000009580,2,MAT-01029,1,1,434.052,USD
OR202412030000009580,3,MAT-01055,41,5,15318.42,USD
OR202412030000008601,1,MAT-00299,34,4,19229.856,USD
OR202412030000008601,2,MAT-00269,39,2,19096.272,USD
OR202412030000004440,1,MAT-00836,48,2,11144.448,USD
OR202412030000004440,2,MAT-01452,20,3,10101.36,USD
OR202412030000004440,3,MAT-00746,25,3,7306.2,USD
OR202412030000004440,4,MAT-00323,14,2,2904.72,USD
OR202412030000004440,5,MAT-00863,41,3,20917.38,USD
OR202412030000002350,1,MAT-01245,42,2,4427.136,USD
OR202412030000002350,2,MAT-00433,28,4,12899.04,USD
OR202412030000002350,3,MAT-00366,50,3,1174.8,USD
OR202412030000002350,4,MAT-00167,10,1,3402.6,USD
OR202412030000002350,5,MAT-00275,14,4,3589.152,USD
OR202412030000003898,1,MAT-00058,25,4,11907,USD
OR202412030000003898,2,MAT-01422,48,1,3727.872,USD
OR202412030000003898,3,MAT-00027,3,1,873.684,USD
OR202412030000003898,4,MAT-01300,32,3,13211.52,USD
OR202412030000003898,5,MAT-01256,5,2,271.62,USD
OR202412030000005645,1,MAT-00063,3,2,679.104,USD
OR202412030000005645,2,MAT-01144,21,4,9231.264,USD
OR202412030000005992,1,MAT-00072,37,5,792.984,USD
OR202412030000005992,2,MAT-01089,24,2,8391.456,USD
OR202412030000005992,3,MAT-00722,19,4,5603.1,USD
OR202412030000005992,4,MAT-00195,41,5,21455.628,USD
OR202412030000005992,5,MAT-00746,40,1,4682.4,USD
OR202412030000008079,1,MAT-00713,47,1,15845.58,USD
OR202412030000008079,2,MAT-01198,42,2,19106.136,USD
OR202412030000007385,1,MAT-00392,5,2,1668.66,USD
OR202412030000008463,1,MAT-00778,49,2,15213.912,USD
OR202412030000008463,2,MAT-00546,46,3,3268.944,USD
OR202412030000008463,3,MAT-01464,25,1,11043,USD
OR202412030000008463,4,MAT-00125,8,2,340.896,USD
OR202412030000002561,1,MAT-00357,24,5,8730.144,USD
OR202412040000009842,1,MAT-00146,29,3,8465.1,USD
OR202412040000009842,2,MAT-01117,23,5,6601.092,USD
OR202412040000009842,3,MAT-00886,25,2,10316.4,USD
OR202412040000007100,1,MAT-00885,9,3,4602.528,USD
OR202412040000007100,2,MAT-01472,43,5,11695.14,USD
OR202412040000007100,3,MAT-00501,22,3,1424.016,USD
OR202412040000006627,1,MAT-00302,11,3,5394.84,USD
OR202412040000006627,2,MAT-00070,31,4,17909.196,USD
OR202412040000006627,3,MAT-00637,21,2,1004.724,USD
OR202412040000006627,4,MAT-00884,41,1,16082.496,USD
OR202412040000006627,5,MAT-00131,13,3,5849.844,USD
OR202412040000001574,1,MAT-00206,6,1,3069.936,USD
OR202412040000001574,2,MAT-01069,31,3,5451.66,USD
OR202412040000001574,3,MAT-00553,2,5,567.36,USD
OR202412040000001574,4,MAT-01087,11,4,1495.56,USD
OR202412040000001574,5,MAT-00108,12,3,1649.808,USD
OR202412040000004119,1,MAT-01075,24,4,7143.84,USD
OR202412040000004119,2,MAT-00194,49,1,15207.444,USD
OR202412040000007818,1,MAT-00471,37,2,10746.132,USD
OR202412040000003886,1,MAT-01127,39,3,20682.324,USD
OR202412040000003886,2,MAT-00700,40,1,15914.88,USD
OR202412040000003886,3,MAT-00374,7,1,1600.956,USD
OR202412040000003886,4,MAT-00296,25,1,3224.7,USD
OR202412040000003886,5,MAT-00048,32,2,11330.304,USD
OR202412040000005383,1,MAT-00795,10,1,292.44,USD
OR202412040000005383,2,MAT-01450,9,2,2558.304,USD
OR202412040000005383,3,MAT-00204,25,2,3484.5,USD
OR202412040000007176,1,MAT-00806,44,2,5960.064,USD
OR202412040000007176,2,MAT-00950,35,3,13095.6,USD
OR202412040000007176,3,MAT-00061,22,4,6615.048,USD
OR202412040000001111,1,MAT-01163,39,5,9911.304,USD
OR202412040000001111,2,MAT-01444,3,1,625.068,USD
OR202412040000001111,3,MAT-01354,33,4,15152.148,USD
OR202412040000001111,4,MAT-00268,3,5,1020.852,USD
OR202412040000001111,5,MAT-00734,26,1,12367.056,USD
OR202412040000008502,1,MAT-00170,23,5,8004,USD
OR202412040000009138,1,MAT-00575,39,4,5564.52,USD
OR202412040000009138,2,MAT-01256,15,4,2314.62,USD
OR202412040000009138,3,MAT-00179,48,2,6694.272,USD
OR202412040000009138,4,MAT-00277,21,2,8403.948,USD
OR202412040000009717,1,MAT-00449,4,2,1304.352,USD
OR202412040000005432,1,MAT-00029,16,5,650.304,USD
OR202412040000005432,2,MAT-00087,34,2,10027.824,USD
OR202412040000005432,3,MAT-01150,30,3,2368.08,USD
OR202412040000005432,4,MAT-00790,15,5,4181.76,USD
OR202412040000002920,1,MAT-00109,13,1,4442.412,USD
OR202412040000002920,2,MAT-00869,32,4,2263.296,USD
OR202412040000002920,3,MAT-01211,23,2,6412.86,USD
OR202412040000002920,4,MAT-00437,42,2,12679.128,USD
OR202412040000001601,1,MAT-00481,37,4,12654.888,USD
OR202412040000001601,2,MAT-01295,37,3,4948.824,USD
OR202412040000001601,3,MAT-00973,46,3,2582.256,USD
OR202412040000003612,1,MAT-00222,15,4,3961.08,USD
OR202412040000003612,2,MAT-00603,3,1,1479.204,USD
OR202412040000003612,3,MAT-00821,16,5,4617.408,USD
OR202412040000003612,4,MAT-01435,8,3,3050.688,USD
OR202412040000008447,1,MAT-00652,21,5,9327.78,USD
OR202412040000008447,2,MAT-00754,45,3,12595.5,USD
OR202412040000008447,3,MAT-00397,4,1,1700.736,USD
OR202412040000008447,4,MAT-00727,50,3,25885.8,USD
OR202412040000008447,5,MAT-00688,32,3,1820.928,USD
OR202412040000003337,1,MAT-01350,36,4,7577.28,USD
OR202412040000003337,2,MAT-01090,7,1,3723.048,USD
OR202412040000003337,3,MAT-00306,47,2,2081.724,USD
OR202412040000003840,1,MAT-00953,5,1,1477.02,USD
OR202412040000003840,2,MAT-01093,18,4,3954.096,USD
OR202412040000003840,3,MAT-01480,4,3,68.112,USD
OR202412040000005169,1,MAT-00406,43,3,11349.42,USD
OR202412040000005169,2,MAT-01469,31,1,10099.428,USD
OR202412050000007459,1,MAT-01183,7,2,3080.364,USD
OR202412050000003838,1,MAT-00729,20,2,8957.04,USD
OR202412050000003838,2,MAT-00982,43,4,19512.024,USD
OR202412050000003838,3,MAT-00013,25,4,12212.1,USD
OR202412050000003838,4,MAT-00907,1,4,305.184,USD
OR202412050000003838,5,MAT-00162,30,5,12146.04,USD
OR202412050000004874,1,MAT-01202,12,5,6603.264,USD
OR202412050000005693,1,MAT-00586,10,5,1879.56,USD
OR202412050000004625,1,MAT-01425,32,1,19031.424,USD
OR202412050000004625,2,MAT-00339,9,1,4150.116,USD
OR202412050000004625,3,MAT-01146,34,3,11461.536,USD
OR202412050000004625,4,MAT-00454,25,3,14006.7,USD
OR202412050000008556,1,MAT-00476,22,1,7145.688,USD
OR202412050000008556,2,MAT-00926,48,1,26693.568,USD
OR202412050000008556,3,MAT-00610,10,1,3082.8,USD
OR202412050000008681,1,MAT-00301,3,1,921.24,USD
OR202412050000008681,2,MAT-00459,15,5,6347.88,USD
OR202412050000008681,3,MAT-00294,33,1,17281.836,USD
OR202412050000008681,4,MAT-00753,44,1,8840.304,USD
OR202412050000008681,5,MAT-01354,1,4,459.156,USD
OR202412050000005301,1,MAT-00215,5,1,2053.44,USD
OR202412050000005301,2,MAT-00040,9,2,423.792,USD
OR202412050000003777,1,MAT-01397,32,2,3507.456,USD
OR202412050000003777,2,MAT-01452,15,5,6203.7,USD
OR202412050000003777,3,MAT-01335,38,2,17442.912,USD
OR202412050000003777,4,MAT-01392,42,4,1242.864,USD
OR202412050000003777,5,MAT-00660,29,4,970.224,USD
OR202412050000001320,1,MAT-00820,42,4,10366.272,USD
OR202412050000001320,2,MAT-00089,15,3,1584,USD
OR202412050000001320,3,MAT-01386,16,3,3048.96,USD
OR202412050000001320,4,MAT-00878,44,3,17064.432,USD
OR202412050000006729,1,MAT-01355,32,5,15805.44,USD
OR202412050000006729,2,MAT-00984,48,5,8740.224,USD
OR202412050000006729,3,MAT-00859,47,2,23323.656,USD
OR202412050000003842,1,MAT-01003,26,3,5738.616,USD
OR202412050000003842,2,MAT-01199,49,1,25555.656,USD
OR202412050000003976,1,MAT-00237,4,3,570.624,USD
OR202412050000003976,2,MAT-00381,8,1,119.808,USD
OR202412050000003976,3,MAT-00128,36,4,1688.688,USD
OR202412050000003976,4,MAT-01056,24,4,5432.256,USD
OR202412050000003976,5,MAT-00034,12,3,1998.144,USD
OR202412050000005939,1,MAT-00667,5,5,974.22,USD
OR202412050000005939,2,MAT-00151,17,2,555.084,USD
OR202412050000005939,3,MAT-00089,50,2,18550.8,USD
OR202412050000002099,1,MAT-01305,6,5,1123.488,USD
OR202412050000002099,2,MAT-00753,37,5,9741.36,USD
OR202412050000002099,3,MAT-00685,21,4,3842.748,USD
OR202412050000002099,4,MAT-01311,11,4,5022.204,USD
OR202412050000002099,5,MAT-00908,39,3,21336.588,USD
OR202412050000005425,1,MAT-00513,1,3,177.672,USD
OR202412050000005425,2,MAT-00622,43,4,10140.948,USD
OR202412050000005425,3,MAT-00220,13,5,1943.604,USD
OR202412050000005425,4,MAT-00458,22,5,12764.928,USD
OR202412050000002267,1,MAT-01266,28,3,15118.992,USD
OR202412050000002267,2,MAT-00359,39,4,19201.572,USD
OR202412050000002267,3,MAT-00562,14,2,328.608,USD
OR202412050000002267,4,MAT-00194,25,3,4553.4,USD
OR202412050000002267,5,MAT-00196,25,1,12505.2,USD
OR202412050000009920,1,MAT-01179,3,2,933.264,USD
OR202412050000009920,2,MAT-00801,23,5,6342.48,USD
OR202412050000009920,3,MAT-00560,1,5,222.168,USD
OR202412050000009920,4,MAT-00388,46,1,26499.864,USD
OR202412050000006403,1,MAT-00167,24,5,2895.552,USD
OR202412050000006403,2,MAT-00098,11,3,559.284,USD
OR202412050000006403,3,MAT-00155,33,3,1439.856,USD
OR202412050000006403,4,MAT-00177,39,4,16723.98,USD
OR202412050000006403,5,MAT-00035,17,2,1823.352,USD
OR202412050000006485,1,MAT-00613,21,4,9193.968,USD
OR202412050000001363,1,MAT-00141,48,1,3637.44,USD
OR202412050000001363,2,MAT-00741,12,4,6718.464,USD
OR202412050000002607,1,MAT-00978,46,2,690,USD
OR202412050000007595,1,MAT-00521,39,5,14504.256,USD
OR202412050000001098,1,MAT-00926,14,1,7785.624,USD
OR202412050000001098,2,MAT-00759,36,1,19471.104,USD
OR202412050000008523,1,MAT-01170,12,1,392.544,USD
OR202412050000008523,2,MAT-00825,12,4,1059.408,USD
OR202412050000008523,3,MAT-01075,24,1,14381.568,USD
OR202412050000008523,4,MAT-01189,49,3,16702.14,USD
OR202412050000008523,5,MAT-01360,10,4,3860.64,USD
OR202412050000006248,1,MAT-00321,47,3,20593.896,USD
OR202412050000005576,1,MAT-00009,22,3,2098.8,USD
OR202412050000005576,2,MAT-00765,39,2,1149.876,USD
OR202412050000005576,3,MAT-00142,17,2,6447.624,USD
OR202412050000005576,4,MAT-00798,24,2,2542.752,USD
OR202412050000002482,1,MAT-01182,10,2,5712.36,USD
OR202412050000004943,1,MAT-01147,8,5,1037.376,USD
OR202412050000004943,2,MAT-01346,36,2,3922.128,USD
OR202412050000004943,3,MAT-01188,15,2,1700.82,USD
OR202412050000009526,1,MAT-00751,39,3,4434.3,USD
OR202412050000009526,2,MAT-01137,25,4,11753.4,USD
OR202412050000005667,1,MAT-00036,6,3,891.36,USD
OR202412050000005667,2,MAT-00346,45,1,8623.8,USD
OR202412050000005667,3,MAT-01210,25,4,4832.4,USD
OR202412050000005667,4,MAT-00575,2,2,262.944,USD
OR202412050000005707,1,MAT-00522,15,4,5777.64,USD
OR202412050000005707,2,MAT-00873,16,1,7912.128,USD
OR202412050000005707,3,MAT-00314,21,5,795.564,USD
OR202412050000005707,4,MAT-00678,46,2,950.544,USD
OR202412050000005707,5,MAT-00864,33,5,13930.884,USD
OR202412060000008114,1,MAT-00313,48,1,12528,USD
OR202412060000008114,2,MAT-00782,20,3,8892.72,USD
OR202412060000008114,3,MAT-00865,47,1,6088.944,USD
OR202412060000008114,4,MAT-00651,34,4,8933.976,USD
OR202412060000008114,5,MAT-00842,12,3,3968.784,USD
OR202412060000002146,1,MAT-01380,48,4,21991.104,USD
OR202412060000002146,2,MAT-00816,4,2,1675.68,USD
OR202412060000001313,1,MAT-00004,44,4,17971.008,USD
OR202412060000001500,1,MAT-01084,14,2,526.848,USD
OR202412060000001500,2,MAT-01274,13,3,4214.184,USD
OR202412060000001500,3,MAT-00306,26,1,2934.36,USD
OR202412060000001500,4,MAT-01096,20,5,4427.04,USD
OR202412060000001500,5,MAT-01466,47,3,5382.252,USD
OR202412060000007442,1,MAT-00142,43,1,9539.292,USD
OR202412060000007442,2,MAT-01253,42,5,4765.32,USD
OR202412060000007442,3,MAT-00858,33,5,17214.912,USD
OR202412060000007442,4,MAT-00003,47,3,18566.316,USD
OR202412060000005475,1,MAT-00861,13,1,2359.968,USD
OR202412060000005475,2,MAT-00872,7,4,4192.188,USD
OR202412060000005475,3,MAT-01158,38,5,9392.232,USD
OR202412060000002438,1,MAT-01223,43,5,8179.116,USD
OR202412060000002438,2,MAT-01314,47,2,20607.996,USD
OR202412060000002438,3,MAT-01067,9,5,307.584,USD
OR202412060000002438,4,MAT-00165,27,2,9262.188,USD
OR202412060000002438,5,MAT-00036,15,4,1355.04,USD
OR202412060000001351,1,MAT-01328,45,2,14591.88,USD
OR202412060000001351,2,MAT-00219,19,3,10039.068,USD
OR202412060000001351,3,MAT-01219,26,1,11508.12,USD
OR202412060000002431,1,MAT-00304,42,1,18703.944,USD
OR202412060000002431,2,MAT-00978,8,3,2491.488,USD
OR202412060000002431,3,MAT-00917,43,3,23036.304,USD
OR202412060000002431,4,MAT-00116,10,2,4516.68,USD
OR202412060000002533,1,MAT-00846,17,5,10115.748,USD
OR202412060000002533,2,MAT-00895,43,1,8954.148,USD
OR202412060000002533,3,MAT-00744,29,3,3728.124,USD
OR202412060000002533,4,MAT-00340,36,2,11377.152,USD
OR202412060000002162,1,MAT-00825,8,1,1804.992,USD
OR202412060000002162,2,MAT-00693,43,1,5211.6,USD
OR202412060000002162,3,MAT-00407,8,5,4594.944,USD
OR202412060000007819,1,MAT-00452,3,2,1475.208,USD
OR202412060000007819,2,MAT-00738,13,4,1183.26,USD
OR202412060000007592,1,MAT-00191,36,4,6579.36,USD
OR202412060000007592,2,MAT-00602,14,4,7978.488,USD
OR202412060000007592,3,MAT-00749,42,4,9032.688,USD
OR202412060000005237,1,MAT-00580,2,1,544.608,USD
OR202412060000008314,1,MAT-00258,26,5,7522.632,USD
OR202412060000008314,2,MAT-00405,39,1,8704.8,USD
OR202412060000008314,3,MAT-00775,35,5,13402.2,USD
OR202412060000006909,1,MAT-01273,33,5,7422.624,USD
OR202412060000006909,2,MAT-01360,32,2,3079.296,USD
OR202412060000006909,3,MAT-00939,3,4,315.288,USD
OR202412060000003716,1,MAT-00166,38,4,1641.144,USD
OR202412060000003716,2,MAT-00563,18,3,9942.048,USD
OR202412060000002573,1,MAT-00830,27,1,6554.196,USD
OR202412060000002573,2,MAT-01046,49,5,774.396,USD
OR202412060000008335,1,MAT-01360,16,3,5598.336,USD
OR202412060000001306,1,MAT-01242,39,1,22414.86,USD
OR202412060000001306,2,MAT-01423,5,4,2253.96,USD
OR202412060000001306,3,MAT-01320,2,3,718.008,USD
OR202412060000009020,1,MAT-01304,30,2,3433.32,USD
OR202412060000009020,2,MAT-00906,33,3,18150.264,USD
OR202412060000009020,3,MAT-00485,20,1,2859.36,USD
OR202412060000009020,4,MAT-00308,30,1,8272.8,USD
OR202412060000008262,1,MAT-01344,20,1,8531.28,USD
OR202412060000008262,2,MAT-01441,17,1,8657.76,USD
OR202412060000008262,3,MAT-00476,24,5,7116.48,USD
OR202412060000008262,4,MAT-01002,19,2,8820.408,USD
OR202412060000008262,5,MAT-01336,43,5,18800.46,USD
OR202412060000003259,1,MAT-01354,49,5,8321.964,USD
OR202412060000009928,1,MAT-00351,9,1,2770.092,USD
OR202412060000009928,2,MAT-01327,25,1,8204.1,USD
OR202412060000001370,1,MAT-00716,2,4,288.792,USD
OR202412060000001370,2,MAT-01437,35,5,4321.8,USD
OR202412060000001370,3,MAT-00188,36,1,15116.112,USD
OR202412060000005742,1,MAT-00904,42,2,16007.544,USD
OR202412060000005742,2,MAT-01201,3,3,500.616,USD
OR202412060000005742,3,MAT-00797,39,3,15042.924,USD
OR202412060000005742,4,MAT-01243,7,2,603.036,USD
OR202412060000002364,1,MAT-00325,3,4,492.336,USD
OR202412060000002364,2,MAT-00483,29,1,12124.668,USD
OR202412060000002364,3,MAT-00390,32,3,10243.968,USD
OR202412060000002364,4,MAT-00960,48,2,19113.408,USD
OR202412060000002364,5,MAT-00408,23,2,8134.272,USD
OR202412060000005576,1,MAT-00632,47,1,8004.288,USD
OR202412060000007984,1,MAT-00888,9,5,5297.832,USD
OR202412060000002095,1,MAT-01464,15,1,6625.8,USD
OR202412060000002095,2,MAT-00243,17,4,3455.148,USD
OR202412060000002095,3,MAT-01012,21,1,9159.444,USD
OR202412060000006063,1,MAT-00421,27,4,14600.088,USD
OR202412060000006063,2,MAT-00533,29,2,7771.536,USD
OR202412060000006063,3,MAT-00122,20,3,4503.36,USD
OR202412060000006063,4,MAT-00578,47,1,2293.788,USD
OR202412060000003190,1,MAT-00026,14,3,8164.296,USD
OR202412060000003190,2,MAT-00261,20,5,984.72,USD
OR202412060000008484,1,MAT-00867,39,5,20649.564,USD
OR202412060000008484,2,MAT-00602,15,3,8992.8,USD
OR202412060000008484,3,MAT-00748,31,3,11591.148,USD
OR202412060000009263,1,MAT-00544,21,3,2559.06,USD
OR202412060000002547,1,MAT-00118,33,4,11934.648,USD
OR202412060000004663,1,MAT-00825,29,1,6543.096,USD
OR202412060000007487,1,MAT-00458,15,1,6537.78,USD
OR202412060000007487,2,MAT-00660,10,5,760.08,USD
OR202412060000007487,3,MAT-01366,38,5,14612.064,USD
OR202412060000007487,4,MAT-00007,4,3,48.624,USD
OR202412060000009364,1,MAT-00717,45,3,1617.84,USD
OR202412060000009364,2,MAT-01373,5,2,738,USD
OR202412060000009364,3,MAT-00145,48,3,25782.912,USD
OR202412060000009364,4,MAT-01400,42,2,6913.368,USD
OR202412060000009364,5,MAT-00832,25,3,8547.6,USD
OR202412090000009136,1,MAT-01364,30,4,8629.92,USD
OR202412090000009136,2,MAT-00251,25,2,6593.1,USD
OR202412090000009136,3,MAT-00997,21,1,646.128,USD
OR202412090000009136,4,MAT-01281,32,3,4108.416,USD
OR202412090000009136,5,MAT-00869,20,5,3236.16,USD
OR202412090000006106,1,MAT-00639,43,3,16388.676,USD
OR202412090000006106,2,MAT-00024,6,3,1131.192,USD
OR202412090000001508,1,MAT-00202,22,4,7589.208,USD
OR202412090000005876,1,MAT-00869,26,5,4207.008,USD
OR202412090000008991,1,MAT-00012,29,4,16708.176,USD
OR202412090000008342,1,MAT-00956,27,3,6601.5,USD
OR202412090000008342,2,MAT-01350,19,4,3999.12,USD
OR202412090000002603,1,MAT-01360,24,1,437.472,USD
OR202412090000002603,2,MAT-01020,2,2,1155.6,USD
OR202412090000002603,3,MAT-01387,34,1,12174.72,USD
OR202412090000002603,4,MAT-00808,30,4,11090.52,USD
OR202412090000002603,5,MAT-00408,41,5,9580.224,USD
OR202412090000003881,1,MAT-00079,46,5,7776.576,USD
OR202412090000003881,2,MAT-01072,20,3,5626.08,USD
OR202412090000003881,3,MAT-01434,16,1,8783.424,USD
OR202412090000007561,1,MAT-00490,34,5,19104.192,USD
OR202412090000007561,2,MAT-01135,18,2,1257.984,USD
OR202412090000007561,3,MAT-01283,19,1,9392.004,USD
OR202412090000006749,1,MAT-01180,4,5,2055.072,USD
OR202412090000005740,1,MAT-01017,44,5,15278.208,USD
OR202412090000005740,2,MAT-00945,3,1,1416.78,USD
OR202412090000005740,3,MAT-00093,22,5,8587.92,USD
OR202412090000001691,1,MAT-01428,21,3,12318.264,USD
OR202412090000001691,2,MAT-01429,8,4,1954.656,USD
OR202412090000005271,1,MAT-00692,39,3,17039.88,USD
OR202412090000005271,2,MAT-00135,26,3,1999.92,USD
OR202412090000001641,1,MAT-01308,28,5,3967.152,USD
OR202412090000001641,2,MAT-01272,2,1,651.936,USD
OR202412090000001641,3,MAT-00267,33,5,5178.888,USD
OR202412090000003250,1,MAT-00736,20,5,2459.04,USD
OR202412090000003250,2,MAT-00872,44,4,26350.896,USD
OR202412090000003250,3,MAT-00374,9,3,1884.06,USD
OR202412090000009607,1,MAT-00131,29,3,13049.652,USD
OR202412090000009607,2,MAT-01185,41,4,17546.196,USD
OR202412090000009607,3,MAT-01044,5,1,1788.9,USD
OR202412090000009607,4,MAT-00694,48,2,11708.352,USD
OR202412090000009607,5,MAT-00396,7,2,474.012,USD
OR202412090000006366,1,MAT-01318,18,3,5098.68,USD
OR202412090000006366,2,MAT-00113,7,1,2833.488,USD
OR202412090000006366,3,MAT-00204,23,2,3205.74,USD
OR202412090000003922,1,MAT-00338,34,3,16365.288,USD
OR202412090000003922,2,MAT-01025,21,5,10834.74,USD
OR202412090000003922,3,MAT-00375,20,4,8154.24,USD
OR202412090000003922,4,MAT-00870,30,1,460.8,USD
OR202412090000003922,5,MAT-00273,39,4,5285.124,USD
OR202412090000006742,1,MAT-01062,7,2,3595.2,USD
OR202412090000006742,2,MAT-01231,28,1,7841.232,USD
OR202412090000006742,3,MAT-00279,5,4,1636.26,USD
OR202412090000004232,1,MAT-01055,17,1,3162.816,USD
OR202412090000004232,2,MAT-00437,3,4,1341.18,USD
OR202412090000004232,3,MAT-01469,50,1,16289.4,USD
OR202412090000004232,4,MAT-00725,50,3,8005.2,USD
OR202412090000009445,1,MAT-00696,26,5,8399.664,USD
OR202412090000009445,2,MAT-01189,44,4,10498.224,USD
OR202412090000006345,1,MAT-00222,22,1,9969.432,USD
OR202412090000006345,2,MAT-00177,3,5,427.392,USD
OR202412090000006345,3,MAT-01104,15,1,3534.3,USD
OR202412090000002116,1,MAT-00367,21,3,3945.06,USD
OR202412090000002116,2,MAT-01211,44,5,3844.896,USD
OR202412090000003350,1,MAT-00696,7,5,2261.448,USD
OR202412090000001059,1,MAT-00114,20,3,2148.48,USD
OR202412090000008481,1,MAT-00568,33,2,16509.636,USD
OR202412090000008481,2,MAT-00921,49,3,5319.048,USD
OR202412090000008481,3,MAT-01414,37,1,8895.984,USD
